Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.611462, ,            -1,      1.459496, ,            -1,      1.994598, , 
         -0.8,       1.48887, ,          -0.8,      1.351078, ,          -0.8,      1.836167, , 
         -0.6,       1.38596, ,          -0.6,      1.260143, ,          -0.6,      1.702939, , 
         -0.4,      1.298773, ,          -0.4,      1.183166, ,          -0.4,      1.589879, , 
         -0.2,      1.224297, ,          -0.2,      1.117473, ,          -0.2,      1.493131, , 
            0,      1.160259, ,             0,      1.061039, ,             0,      1.409799, , 
          0.2,      1.104884, ,           0.2,      1.012272, ,           0.2,       1.33764, , 
          0.4,      1.056799, ,           0.4,     0.9699619, ,           0.4,      1.274896, , 
          0.6,      1.015052, ,           0.6,     0.9335979, ,           0.6,       1.22029, , 
          0.8,     0.9806346, ,           0.8,     0.9078761, ,           0.8,      1.172965, , 
            1,     0.9552101, ,             1,      0.887682, ,             1,      1.135713, , 
          1.2,     0.9404119, ,           1.2,     0.8827807, ,           1.2,      1.107359, , 
          1.4,     0.9421116, ,           1.4,     0.8879378, ,           1.4,      1.087102, , 
          1.6,     0.9496782, ,           1.6,     0.8991572, ,           1.6,      1.079745, , 
          1.8,     0.9612204, ,           1.8,     0.9183428, ,           1.8,      1.082544, , 
            2,     0.9805322, ,             2,     0.9362676, ,             2,      1.093311, , 
          2.2,      1.001487, ,           2.2,     0.9640571, ,           2.2,      1.109871, , 
          2.4,      1.024837, ,           2.4,     0.9896429, ,           2.4,      1.127603, , 
          2.6,      1.049727, ,           2.6,      1.015854, ,           2.6,      1.144462, , 
          2.8,      1.071655, ,           2.8,      1.042208, ,           2.8,      1.162165, , 
            3,      1.097809, ,             3,      1.068004, ,             3,      1.178622, , 
          3.2,      1.117973, ,           3.2,       1.08934, ,           3.2,       1.19321, , 
          3.4,      1.139666, ,           3.4,      1.109689, ,           3.4,      1.207507, , 
          3.6,      1.157925, ,           3.6,      1.121697, ,           3.6,      1.222305, , 
          3.8,      1.178517, ,           3.8,      1.135634, ,           3.8,      1.237713, , 
            4,       1.19925, ,             4,      1.159913, ,             4,      1.254221, , 
          4.2,      1.221404, ,           4.2,       1.18736, ,           4.2,      1.272714, , 
          4.4,       1.24529, ,           4.4,      1.209597, ,           4.4,      1.293304, , 
          4.6,      1.271093, ,           4.6,      1.230037, ,           4.6,      1.316363, , 
          4.8,      1.299275, ,           4.8,      1.254098, ,           4.8,      1.342622, , 
, , ,             5,      1.300274, , , , , 
, , ,           5.2,      1.719498, , , , , 

