Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.643365, ,            -1,      1.488776, ,            -1,      1.453314, ,            -1,      2.382584, ,            -1,      2.033111, , 
         -0.8,      1.518832, ,          -0.8,      1.378667, ,          -0.8,      1.346517, ,          -0.8,      2.189259, ,          -0.8,      1.872129, , 
         -0.6,      1.414291, ,          -0.6,       1.28631, ,          -0.6,      1.256965, ,          -0.6,      2.026553, ,          -0.6,      1.736745, , 
         -0.4,      1.325706, ,          -0.4,      1.208118, ,          -0.4,      1.181165, ,          -0.4,      1.888322, ,          -0.4,      1.621822, , 
         -0.2,      1.250053, ,          -0.2,      1.141407, ,          -0.2,      1.116515, ,          -0.2,      1.769979, ,          -0.2,        1.5235, , 
            0,      1.184995, ,             0,      1.084095, ,             0,      1.060987, ,             0,      1.668122, ,             0,       1.43879, , 
          0.2,      1.128725, ,           0.2,      1.034566, ,           0.2,      1.013011, ,           0.2,       1.57988, ,           0.2,       1.36541, , 
          0.4,      1.079869, ,           0.4,      0.991595, ,           0.4,     0.9714007, ,           0.4,      1.503072, ,           0.4,       1.30161, , 
          0.6,      1.037396, ,           0.6,     0.9543974, ,           0.6,     0.9355619, ,           0.6,      1.436192, ,           0.6,      1.246031, , 
          0.8,      1.001916, ,           0.8,     0.9273226, ,           0.8,     0.9101806, ,           0.8,      1.377908, ,           0.8,      1.197768, , 
            1,     0.9754063, ,             1,     0.9059686, ,             1,     0.8892416, ,             1,      1.329265, ,             1,      1.158632, , 
          1.2,     0.9572138, ,           1.2,     0.8975136, ,           1.2,     0.8836306, ,           1.2,      1.291107, ,           1.2,      1.129446, , 
          1.4,     0.9563322, ,           1.4,     0.9004064, ,           1.4,     0.8876981, ,           1.4,      1.259463, ,           1.4,      1.106615, , 
          1.6,     0.9622527, ,           1.6,      0.910553, ,           1.6,     0.8945722, ,           1.6,      1.237944, ,           1.6,      1.096431, , 
          1.8,     0.9719757, ,           1.8,     0.9262013, ,           1.8,     0.9091596, ,           1.8,      1.229327, ,           1.8,      1.096188, , 
            2,     0.9891859, ,             2,     0.9443778, ,             2,     0.9285791, ,             2,      1.229604, ,             2,      1.104815, , 
          2.2,      1.009666, ,           2.2,      0.970279, ,           2.2,     0.9579755, ,           2.2,       1.23633, ,           2.2,      1.119716, , 
          2.4,      1.032056, ,           2.4,     0.9968915, ,           2.4,       0.98629, ,           2.4,      1.247678, ,           2.4,      1.137074, , 
          2.6,      1.061347, ,           2.6,      1.021358, ,           2.6,      1.014401, ,           2.6,      1.258902, ,           2.6,      1.154039, , 
          2.8,      1.079409, ,           2.8,      1.049143, ,           2.8,      1.041733, ,           2.8,      1.268829, ,           2.8,      1.171386, , 
            3,      1.104172, ,             3,      1.074141, ,             3,      1.066948, ,             3,      1.277287, ,             3,      1.188232, , 
          3.2,      1.125778, ,           3.2,      1.097057, ,           3.2,       1.08795, ,           3.2,      1.285458, ,           3.2,      1.203629, , 
          3.4,      1.146935, ,           3.4,      1.118739, ,           3.4,      1.097743, ,           3.4,      1.293678, ,           3.4,      1.218219, , 
          3.6,      1.166767, ,           3.6,       1.13382, , , , ,           3.6,      1.302744, ,           3.6,      1.232803, , 
          3.8,      1.187063, ,           3.8,       1.14531, , , , ,           3.8,      1.313199, ,           3.8,      1.248381, , 
            4,      1.207568, ,             4,      1.167251, , , , ,             4,      1.325668, ,             4,      1.264506, , 
          4.2,      1.229138, ,           4.2,      1.189658, , , , ,           4.2,      1.340195, ,           4.2,      1.282208, , 
          4.4,      1.252288, ,           4.4,       1.21824, , , , ,           4.4,      1.357343, ,           4.4,      1.302005, , 
          4.6,      1.277322, ,           4.6,      1.241658, , , , ,           4.6,      1.377416, ,           4.6,      1.324038, , 
          4.8,      1.304506, ,           4.8,      1.258192, , , , , , , ,           4.8,      1.348999, , 
            5,      1.334445, ,             5,      1.291423, , , , , , , , , , , 
, , ,           5.2,      1.618141, , , , , , , , , , , 

