Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.417127, ,            -1,      3.118593, ,            -1,      3.053582, ,            -1,      4.898556, ,            -1,      4.197784, , 
         -0.8,      3.179872, ,          -0.8,      2.903468, ,          -0.8,      2.843717, ,          -0.8,      4.528466, ,          -0.8,      3.890659, , 
         -0.6,      2.978927, ,          -0.6,      2.723297, ,          -0.6,      2.666875, ,          -0.6,      4.213617, ,          -0.6,      3.629708, , 
         -0.4,      2.807272, ,          -0.4,      2.570714, ,          -0.4,      2.517943, ,          -0.4,      3.943404, ,          -0.4,      3.406057, , 
         -0.2,      2.659506, ,          -0.2,      2.440487, ,          -0.2,      2.390342, ,          -0.2,      3.709732, ,          -0.2,      3.212961, , 
            0,      2.531525, ,             0,      2.328225, ,             0,      2.281631, ,             0,      3.506416, ,             0,      3.045213, , 
          0.2,      2.420003, ,           0.2,        2.2306, ,           0.2,      2.187174, ,           0.2,      3.328572, ,           0.2,      2.898681, , 
          0.4,      2.322405, ,           0.4,      2.145314, ,           0.4,      2.104705, ,           0.4,      3.172135, ,           0.4,       2.77001, , 
          0.6,       2.23664, ,           0.6,      2.070522, ,           0.6,      2.032423, ,           0.6,      3.033905, ,           0.6,      2.656521, , 
          0.8,      2.160976, ,           0.8,       2.00469, ,           0.8,      1.968843, ,           0.8,       2.91128, ,           0.8,      2.556034, , 
            1,      2.094032, ,             1,      1.946584, ,             1,      1.912758, ,             1,      2.802061, ,             1,      2.466742, , 
          1.2,      2.034632, ,           1.2,      1.895159, ,           1.2,      1.863152, ,           1.2,      2.704502, ,           1.2,      2.387155, , 
          1.4,      1.981785, ,           1.4,      1.849538, ,           1.4,      1.819189, ,           1.4,      2.617145, ,           1.4,      2.316031, , 
          1.6,       1.93469, ,           1.6,      1.808998, ,           1.6,      1.780154, ,           1.6,      2.538784, ,           1.6,      2.252311, , 
          1.8,      1.892648, ,           1.8,      1.772923, ,           1.8,      1.745458, ,           1.8,      2.468339, ,           1.8,      2.195111, , 
            2,      1.855062, ,             2,      1.740787, ,             2,       1.71458, ,             2,       2.40479, ,             2,       2.14368, , 
          2.2,      1.821441, ,           2.2,      1.712157, ,           2.2,      1.687102, ,           2.2,      2.347386, ,           2.2,      2.097411, , 
          2.4,      1.791376, ,           2.4,      1.686685, ,           2.4,      1.662688, ,           2.4,      2.295626, ,           2.4,      2.055751, , 
          2.6,      1.764568, ,           2.6,       1.66425, ,           2.6,      1.641459, ,           2.6,      2.248842, ,           2.6,      2.018258, , 
          2.8,      1.741473, ,           2.8,      1.648429, ,           2.8,       1.62769, ,           2.8,      2.206669, ,           2.8,      1.984674, , 
            3,      1.723882, ,             3,      1.636838, ,             3,       1.61632, ,             3,      2.168773, ,             3,      1.954955, , 
          3.2,      1.710332, ,           3.2,      1.627293, ,           3.2,      1.606919, ,           3.2,      2.137645, ,           3.2,      1.932057, , 
          3.4,      1.699262, ,           3.4,      1.620075, ,           3.4,      1.599427, ,           3.4,      2.111541, ,           3.4,      1.913953, , 
          3.6,      1.690673, ,           3.6,      1.614017, ,           3.6,      1.594458, ,           3.6,      2.089209, ,           3.6,      1.898348, , 
          3.8,      1.684884, ,           3.8,      1.609963, ,           3.8,      1.591537, ,           3.8,      2.068917, ,           3.8,      1.884425, , 
            4,      1.681589, ,             4,      1.611723, ,             4,      1.594624, ,             4,      2.050641, ,             4,       1.87252, , 
          4.2,       1.68379, ,           4.2,      1.614001, ,           4.2,      1.598872, ,           4.2,      2.033962, ,           4.2,      1.862165, , 
          4.4,      1.685763, ,           4.4,       1.62111, ,           4.4,      1.609554, ,           4.4,      2.019015, ,           4.4,      1.853925, , 
          4.6,      1.690763, ,           4.6,      1.632022, ,           4.6,      1.619229, ,           4.6,      2.007722, ,           4.6,      1.848724, , 
          4.8,      1.701926, ,           4.8,      1.641669, ,           4.8,      1.626005, ,           4.8,      2.002204, ,           4.8,      1.846007, , 
            5,      1.711541, ,             5,      1.657834, ,             5,      1.639914, ,             5,      1.998647, ,             5,      1.847474, , 
          5.2,      1.722141, ,           5.2,       1.67153, ,           5.2,      1.654686, ,           5.2,      1.998146, ,           5.2,       1.85407, , 
          5.4,      1.733585, ,           5.4,      1.686068, ,           5.4,      1.670322, ,           5.4,      2.001468, ,           5.4,       1.86275, , 
          5.6,      1.746179, ,           5.6,      1.701617, ,           5.6,      1.685973, ,           5.6,      2.006658, ,           5.6,      1.872411, , 
          5.8,      1.761224, ,           5.8,      1.718689, ,           5.8,      1.704986, ,           5.8,       2.01402, ,           5.8,      1.883688, , 
            6,      1.778908, ,             6,      1.737639, ,             6,      1.725897, ,             6,        2.0222, ,             6,        1.8965, , 
          6.2,      1.799985, ,           6.2,      1.756724, ,           6.2,      1.745934, ,           6.2,      2.030644, ,           6.2,      1.909781, , 
          6.4,       1.81754, ,           6.4,      1.775778, ,           6.4,      1.765718, ,           6.4,      2.039435, ,           6.4,      1.923541, , 
          6.6,      1.828761, ,           6.6,      1.794859, ,           6.6,      1.785426, ,           6.6,      2.048761, ,           6.6,      1.937813, , 
          6.8,      1.850275, ,           6.8,      1.813568, ,           6.8,      1.806159, ,           6.8,      2.058741, ,           6.8,      1.952194, , 
            7,      1.870729, ,             7,      1.834395, ,             7,      1.826874, ,             7,      2.069163, ,             7,      1.966087, , 

