Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       2.44288, ,            -1,      2.220543, ,            -1,      3.003682, , 
         -0.8,      2.268757, ,          -0.8,      2.066988, ,          -0.8,      2.777712, , 
         -0.6,      2.121905, ,          -0.6,      1.937662, ,          -0.6,       2.58681, , 
         -0.4,      1.997036, ,          -0.4,      1.827819, ,          -0.4,      2.424106, , 
         -0.2,      1.890076, ,          -0.2,       1.73386, ,          -0.2,      2.284345, , 
            0,      1.797857, ,             0,      1.652987, ,             0,      2.163523, , 
          0.2,      1.717929, ,           0.2,      1.582998, ,           0.2,      2.058476, , 
          0.4,      1.648314, ,           0.4,      1.522142, ,           0.4,      1.966686, , 
          0.6,      1.587412, ,           0.6,       1.46901, ,           0.6,      1.886087, , 
          0.8,      1.533956, ,           0.8,      1.422458, ,           0.8,      1.815074, , 
            1,      1.486873, ,             1,      1.381551, ,             1,      1.752297, , 
          1.2,      1.445316, ,           1.2,      1.345537, ,           1.2,      1.696688, , 
          1.4,      1.408666, ,           1.4,      1.313945, ,           1.4,      1.647394, , 
          1.6,       1.37663, ,           1.6,      1.288939, ,           1.6,      1.603698, , 
          1.8,      1.352133, ,           1.8,      1.271287, ,           1.8,      1.565541, , 
            2,      1.333007, ,             2,      1.256795, ,             2,      1.536714, , 
          2.2,      1.317393, ,           2.2,      1.245043, ,           2.2,      1.513236, , 
          2.4,      1.306283, ,           2.4,      1.240317, ,           2.4,        1.4928, , 
          2.6,      1.303864, ,           2.6,      1.237589, ,           2.6,      1.475787, , 
          2.8,      1.305802, ,           2.8,      1.246061, ,           2.8,      1.463109, , 
            3,      1.312495, ,             3,      1.261482, ,             3,      1.455347, , 
          3.2,      1.321124, ,           3.2,      1.265874, ,           3.2,      1.453663, , 
          3.4,      1.332366, ,           3.4,      1.284264, ,           3.4,      1.458535, , 
          3.6,      1.344469, ,           3.6,      1.300398, ,           3.6,        1.4666, , 
          3.8,      1.360496, ,           3.8,      1.319224, ,           3.8,      1.477998, , 
            4,      1.378311, ,             4,      1.339029, ,             4,      1.491525, , 
          4.2,      1.402497, ,           4.2,      1.361341, ,           4.2,      1.504798, , 
          4.4,      1.413614, ,           4.4,       1.38098, ,           4.4,        1.5195, , 
          4.6,      1.438339, ,           4.6,      1.403915, ,           4.6,      1.533921, , 
          4.8,      1.460462, ,           4.8,      1.427476, ,           4.8,      1.549523, , 
            5,      1.480755, ,             5,      1.448324, ,             5,      1.565793, , 
          5.2,      1.502102, ,           5.2,      1.470912, ,           5.2,      1.581351, , 
          5.4,      1.522123, ,           5.4,       1.49282, ,           5.4,      1.597552, , 
          5.6,      1.543529, ,           5.6,      1.514308, ,           5.6,      1.614782, , 
          5.8,       1.56454, ,           5.8,      1.529927, ,           5.8,      1.632484, , 
            6,       1.58671, ,             6,       1.54566, ,             6,      1.651266, , 
          6.2,       1.60886, ,           6.2,      1.562132, ,           6.2,      1.670429, , 
          6.4,      1.632079, ,           6.4,      1.595513, ,           6.4,      1.691076, , 
          6.6,      1.656841, ,           6.6,      1.626265, ,           6.6,      1.713669, , 
          6.8,      1.683714, ,           6.8,      1.656837, , , , , 
, , ,             7,      1.971912, , , , , 

