Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.737009, , 
         -0.8,      1.606861, , 
         -0.6,      1.497571, , 
         -0.4,      1.404959, , 
         -0.2,      1.325857, , 
            0,      1.257837, , 
          0.2,      1.198994, , 
          0.4,      1.147869, , 
          0.6,       1.10332, , 
          0.8,      1.064725, , 
            1,       1.03455, , 
          1.2,      1.011481, , 
          1.4,     0.9984576, , 
          1.6,      1.000147, , 
          1.8,      1.006674, , 
            2,      1.016656, , 
          2.2,      1.033315, , 
          2.4,      1.052672, , 
          2.6,      1.074657, , 
          2.8,      1.102532, , 
            3,      1.120227, , 
          3.2,      1.144381, , 
          3.4,      1.167106, , 
          3.6,      1.187499, , 
          3.8,      1.208464, , 
            4,      1.228567, , 
          4.2,      1.249537, , 
          4.4,      1.270953, , 
          4.6,       1.29367, , 
          4.8,      1.317996, , 
            5,      1.344576, , 
          5.2,      1.373439, , 

