Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.157255, ,            -1,      2.865446, ,            -1,      2.693561, ,            -1,      2.606583, ,            -1,      2.549741, ,            -1,      2.528473, ,            -1,      4.505943, ,            -1,      4.108037, ,            -1,      3.520577, , 
         -0.8,      2.929434, ,          -0.8,      2.664256, ,          -0.8,      2.507947, ,          -0.8,       2.42846, ,          -0.8,      2.374642, ,          -0.8,      2.354614, ,          -0.8,      4.155113, ,          -0.8,      3.793575, ,          -0.8,      3.259608, , 
         -0.6,      2.736663, ,          -0.6,      2.494238, ,          -0.6,      2.351329, ,          -0.6,      2.278673, ,          -0.6,      2.229289, ,          -0.6,      2.210055, ,          -0.6,      3.857306, ,          -0.6,      3.526694, ,          -0.6,      3.038453, , 
         -0.4,      2.572172, ,          -0.4,      2.349319, ,          -0.4,      2.217964, ,          -0.4,      2.151211, ,          -0.4,      2.105799, ,          -0.4,      2.087969, ,          -0.4,      3.602321, ,          -0.4,      3.298373, ,          -0.4,      2.849494, , 
         -0.2,      2.430768, ,          -0.2,      2.224879, ,          -0.2,      2.103551, ,          -0.2,      2.041926, ,          -0.2,      1.999973, ,          -0.2,      1.983506, ,          -0.2,      3.382468, ,          -0.2,      3.101634, ,          -0.2,      2.686874, , 
            0,      2.308417, ,             0,      2.117377, ,             0,      2.004811, ,             0,      1.947663, ,             0,      1.908739, ,             0,      1.893467, ,             0,      3.191548, ,             0,      2.930919, ,             0,      2.545971, , 
          0.2,      2.201956, ,           0.2,      2.023992, ,           0.2,       1.91914, ,           0.2,      1.865924, ,           0.2,      1.829655, ,           0.2,      1.815427, ,           0.2,      3.024802, ,           0.2,      2.781933, ,           0.2,      2.423189, , 
          0.4,      2.108868, ,           0.4,      1.942488, ,           0.4,      1.844458, ,           0.4,      1.794726, ,           0.4,      1.760815, ,           0.4,      1.747508, ,           0.4,      2.878355, ,           0.4,      2.651203, ,           0.4,      2.315646, , 
          0.6,      2.027124, ,           0.6,      1.871055, ,           0.6,      1.779089, ,           0.6,      1.732461, ,           0.6,      1.700655, ,           0.6,      1.688175, ,           0.6,        2.7492, ,           0.6,      2.536019, ,           0.6,      2.221068, , 
          0.8,      1.955063, ,           0.8,      1.808208, ,           0.8,      1.721662, ,           0.8,      1.677787, ,           0.8,      1.647869, ,           0.8,      1.636127, ,           0.8,      2.634812, ,           0.8,      2.434105, ,           0.8,      2.137536, , 
            1,      1.891322, ,             1,      1.752751, ,             1,      1.671057, ,             1,      1.629663, ,             1,      1.601433, ,             1,      1.590354, ,             1,      2.533225, ,             1,      2.343656, ,             1,      2.063498, , 
          1.2,      1.834786, ,           1.2,      1.703688, ,           1.2,      1.626353, ,           1.2,      1.587188, ,           1.2,      1.560477, ,           1.2,      1.549994, ,           1.2,      2.442882, ,           1.2,      2.263249, ,           1.2,      1.997705, , 
          1.4,      1.784523, ,           1.4,       1.66017, ,           1.4,      1.586768, ,           1.4,       1.54962, ,           1.4,      1.524283, ,           1.4,      1.514339, ,           1.4,      2.362064, ,           1.4,      2.191418, ,           1.4,      1.939072, , 
          1.6,      1.739799, ,           1.6,      1.621524, ,           1.6,      1.551685, ,           1.6,      1.516364, ,           1.6,      1.492269, ,           1.6,      1.482814, ,           1.6,      2.289589, ,           1.6,      2.127113, ,           1.6,      1.886772, , 
          1.8,      1.699937, ,           1.8,      1.587179, ,           1.8,      1.520584, ,           1.8,      1.486923, ,           1.8,      1.463961, ,           1.8,      1.454952, ,           1.8,      2.224746, ,           1.8,      2.069598, ,           1.8,      1.840037, , 
            2,      1.664521, ,             2,      1.556857, ,             2,      1.493572, ,             2,      1.462003, ,             2,      1.440675, ,             2,      1.432351, ,             2,      2.166601, ,             2,      2.018085, ,             2,      1.798337, , 
          2.2,      1.633456, ,           2.2,      1.531623, ,           2.2,      1.473348, ,           2.2,      1.444788, ,           2.2,      1.424767, ,           2.2,      1.416789, ,           2.2,      2.114477, ,           2.2,      1.971995, ,           2.2,      1.761282, , 
          2.4,      1.607998, ,           2.4,      1.512651, ,           2.4,      1.458552, ,           2.4,      1.430351, ,           2.4,      1.410811, ,           2.4,      1.403073, ,           2.4,      2.068251, ,           2.4,      1.931465, ,           2.4,      1.729498, , 
          2.6,      1.587997, ,           2.6,      1.497526, ,           2.6,      1.446697, ,           2.6,      1.419765, ,           2.6,       1.39996, ,           2.6,      1.391855, ,           2.6,        2.0306, ,           2.6,      1.899965, ,           2.6,      1.706801, , 
          2.8,      1.573154, ,           2.8,      1.485047, ,           2.8,       1.43678, ,           2.8,      1.410701, ,           2.8,      1.391639, ,           2.8,      1.384008, ,           2.8,      1.998208, ,           2.8,      1.872554, ,           2.8,      1.687007, , 
            3,      1.561263, ,             3,      1.476598, ,             3,       1.43011, ,             3,      1.406012, ,             3,      1.388197, ,             3,      1.381335, ,             3,      1.969527, ,             3,      1.848253, ,             3,      1.669579, , 
