Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.900415, ,            -1,       1.71961, ,            -1,      1.613024, ,            -1,      1.559027, ,            -1,      1.522003, ,            -1,      1.507553, ,            -1,       2.73572, ,            -1,      2.488287, ,            -1,      2.124921, , 
         -0.8,      1.754439, ,          -0.8,      1.590504, ,          -0.8,      1.493841, ,          -0.8,      1.444912, ,          -0.8,      1.411359, ,          -0.8,      1.398261, ,          -0.8,      2.512176, ,          -0.8,      2.287659, ,          -0.8,      1.957939, , 
         -0.6,      1.631704, ,          -0.6,      1.482078, ,          -0.6,      1.393802, ,          -0.6,      1.349152, ,          -0.6,      1.318522, ,          -0.6,      1.306565, ,          -0.6,      2.323852, ,          -0.6,      2.118704, ,          -0.6,      1.817428, , 
         -0.4,        1.5276, ,          -0.4,      1.390215, ,          -0.4,      1.309094, ,          -0.4,      1.268095, ,          -0.4,      1.239967, ,          -0.4,      1.228983, ,          -0.4,       2.16375, ,          -0.4,      1.975148, ,          -0.4,      1.698152, , 
         -0.2,      1.438582, ,          -0.2,      1.311749, ,          -0.2,      1.236792, ,          -0.2,      1.198934, ,          -0.2,      1.172956, ,          -0.2,      1.162807, ,          -0.2,      2.026551, ,          -0.2,       1.85218, ,          -0.2,      1.596068, , 
            0,      1.361955, ,             0,      1.244275, ,             0,      1.174662, ,             0,      1.139529, ,             0,       1.11542, ,             0,      1.106003, ,             0,      1.908329, ,             0,      1.746233, ,             0,        1.5081, , 
          0.2,      1.295618, ,           0.2,      1.185912, ,           0.2,      1.120957, ,           0.2,      1.088202, ,           0.2,      1.065719, ,           0.2,      1.056936, ,           0.2,      1.805977, ,           0.2,      1.654487, ,           0.2,      1.431869, , 
          0.4,      1.237946, ,           0.4,        1.1352, ,           0.4,      1.074324, ,           0.4,      1.043644, ,           0.4,      1.022591, ,           0.4,      1.014368, ,           0.4,      1.716646, ,           0.4,      1.574477, ,           0.4,      1.365521, , 
          0.6,      1.187675, ,           0.6,      1.091037, ,           0.6,      1.033748, ,           0.6,      1.004909, ,           0.6,       0.98514, ,           0.6,      0.977419, ,           0.6,      1.638882, ,           0.6,       1.50473, ,           0.6,      1.307628, , 
          0.8,       1.14392, ,           0.8,      1.052831, ,           0.8,     0.9995412, ,           0.8,     0.9736587, ,           0.8,     0.9561431, ,           0.8,     0.9493576, ,           0.8,      1.570812, ,           0.8,      1.443742, ,           0.8,      1.257112, , 
            1,      1.107488, ,             1,      1.023619, ,             1,      0.975681, ,             1,     0.9511261, ,             1,     0.9340169, ,             1,      0.927275, ,             1,      1.511474, ,             1,      1.390734, ,             1,      1.213674, , 
          1.2,      1.079306, ,           1.2,      1.001182, ,           1.2,     0.9580138, ,           1.2,     0.9357612, ,           1.2,     0.9189454, ,           1.2,     0.9122881, ,           1.2,      1.463812, ,           1.2,      1.349598, ,           1.2,      1.182007, , 
          1.4,       1.06016, ,           1.4,     0.9902413, ,           1.4,     0.9542343, ,           1.4,     0.9319018, ,           1.4,     0.9191489, ,           1.4,     0.9141068, ,           1.4,      1.424517, ,           1.4,      1.315494, ,           1.4,      1.156043, , 
          1.6,       1.05518, ,           1.6,     0.9928767, ,           1.6,     0.9571881, ,           1.6,     0.9378192, ,           1.6,     0.9241009, ,           1.6,     0.9173164, ,           1.6,      1.390828, ,           1.6,      1.287166, ,           1.6,      1.138107, , 
          1.8,      1.060772, ,           1.8,      1.000356, ,           1.8,     0.9664573, ,           1.8,     0.9497133, ,           1.8,     0.9325302, ,           1.8,     0.9252727, ,           1.8,      1.368746, ,           1.8,      1.270791, ,           1.8,      1.131453, , 
            2,      1.071874, ,             2,      1.010946, ,             2,     0.9837203, ,             2,     0.9692193, ,             2,     0.9530312, ,             2,     0.9453407, ,             2,      1.360286, ,             2,      1.265202, ,             2,      1.133775, , 
          2.2,      1.086609, ,           2.2,      1.029083, ,           2.2,      1.004731, ,           2.2,     0.9842051, ,           2.2,     0.9704789, ,           2.2,     0.9640887, ,           2.2,      1.358051, ,           2.2,      1.267148, ,           2.2,      1.143193, , 
          2.4,      1.103689, ,           2.4,      1.048379, ,           2.4,      1.030695, ,           2.4,       1.01036, ,           2.4,     0.9981567, ,           2.4,     0.9916595, ,           2.4,      1.360162, ,           2.4,      1.274365, ,           2.4,      1.158261, , 
          2.6,       1.12087, ,           2.6,      1.071016, ,           2.6,      1.055191, ,           2.6,      1.035673, ,           2.6,       1.02526, ,           2.6,      1.018866, ,           2.6,      1.365569, ,           2.6,      1.284774, ,           2.6,       1.17496, , 
          2.8,      1.139017, ,           2.8,      1.095759, ,           2.8,      1.078976, ,           2.8,      1.059425, ,           2.8,      1.052159, ,           2.8,      1.048203, ,           2.8,      1.371004, ,           2.8,       1.29511, ,           2.8,       1.19131, , 
            3,      1.159273, ,             3,      1.117406, ,             3,        1.1042, ,             3,       1.08666, ,             3,      1.079003, ,             3,      1.076387, ,             3,      1.375612, ,             3,      1.305034, ,             3,      1.208238, , 
          3.2,      1.175697, ,           3.2,       1.14169, ,           3.2,      1.125671, ,           3.2,      1.110918, ,           3.2,      1.103942, ,           3.2,      1.101963, ,           3.2,      1.379572, ,           3.2,      1.313843, ,           3.2,      1.224976, , 
          3.4,      1.196482, ,           3.4,      1.162902, ,           3.4,      1.146204, ,           3.4,      1.134516, ,           3.4,      1.124755, ,           3.4,      1.114264, ,           3.4,      1.384148, ,           3.4,        1.3226, ,           3.4,      1.240419, , 
          3.6,      1.213752, ,           3.6,      1.183521, ,           3.6,      1.166703, ,           3.6,      1.155478, ,           3.6,      1.134649, ,           3.6,      1.126147, ,           3.6,      1.389327, ,           3.6,      1.331661, ,           3.6,       1.25552, , 
          3.8,       1.23343, ,           3.8,      1.204724, ,           3.8,      1.187116, ,           3.8,      1.171992, , , , , , , ,           3.8,      1.395664, ,           3.8,      1.341393, ,           3.8,      1.270555, , 
            4,      1.249801, ,             4,      1.224519, ,             4,      1.207612, ,             4,      1.184023, , , , , , , ,             4,      1.403714, ,             4,      1.352412, ,             4,      1.286589, , 
          4.2,      1.270474, ,           4.2,      1.245458, ,           4.2,      1.228122, ,           4.2,       1.20312, , , , , , , ,           4.2,      1.413914, ,           4.2,      1.365163, ,           4.2,       1.30323, , 
          4.4,      1.291545, ,           4.4,      1.267286, ,           4.4,      1.247411, ,           4.4,      1.227563, , , , , , , ,           4.4,      1.426593, ,           4.4,      1.380001, ,           4.4,      1.321154, , 
          4.6,      1.313347, ,           4.6,       1.29039, ,           4.6,      1.259692, ,           4.6,      1.258842, , , , , , , ,           4.6,      1.442215, ,           4.6,      1.397402, ,           4.6,      1.341058, , 
          4.8,      1.336966, ,           4.8,      1.315321, ,           4.8,      1.281898, ,           4.8,      1.282931, , , , , , , , , , , , , ,           4.8,      1.363154, , 
            5,      1.363071, ,             5,      1.342454, ,             5,      1.320471, ,             5,      1.295056, , , , , , , , , , , , , ,             5,      1.388056, , 
, , ,           5.2,      1.372043, ,           5.2,      1.352649, ,           5.2,      1.330707, , , , , , , , , , , , , , , , , 
, , , , , ,           5.4,      1.720578, ,           5.4,      1.729563, , , , , , , , , , , , , , , , , 

