Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.755383, ,            -1,      3.432797, ,            -1,      4.612002, , 
         -0.8,      3.494763, ,          -0.8,      3.196238, ,          -0.8,       4.27676, , 
         -0.6,      3.274203, ,          -0.6,      2.996702, ,          -0.6,      3.991204, , 
         -0.4,      3.085792, ,          -0.4,      2.827627, ,          -0.4,      3.746165, , 
         -0.2,      2.923507, ,          -0.2,      2.682952, ,          -0.2,      3.534287, , 
            0,      2.782752, ,             0,      2.558637, ,             0,      3.349876, , 
          0.2,      2.659958, ,           0.2,      2.450798, ,           0.2,      3.188558, , 
          0.4,      2.552322, ,           0.4,      2.356718, ,           0.4,       3.04672, , 
          0.6,      2.457574, ,           0.6,      2.274072, ,           0.6,      2.921448, , 
          0.8,      2.373848, ,           0.8,      2.201192, ,           0.8,      2.810351, , 
            1,      2.299654, ,             1,      2.136772, ,             1,      2.711477, , 
          1.2,      2.233699, ,           1.2,      2.079646, ,           1.2,      2.623224, , 
          1.4,      2.174945, ,           1.4,      2.028899, ,           1.4,      2.544251, , 
          1.6,      2.122492, ,           1.6,      1.983721, ,           1.6,      2.473372, , 
          1.8,      2.075569, ,           1.8,      1.943442, ,           1.8,      2.409634, , 
            2,      2.033544, ,             2,      1.907485, ,             2,       2.35222, , 
          2.2,      1.995858, ,           2.2,      1.875351, ,           2.2,      2.300421, , 
          2.4,      1.962038, ,           2.4,       1.84664, ,           2.4,      2.253636, , 
          2.6,      1.931684, ,           2.6,      1.820995, ,           2.6,       2.21136, , 
          2.8,      1.904465, ,           2.8,      1.798129, ,           2.8,      2.173154, , 
            3,      1.880146, ,             3,      1.778001, ,             3,      2.138654, , 
          3.2,      1.859214, ,           3.2,      1.764245, ,           3.2,      2.107662, , 
          3.4,      1.843313, ,           3.4,      1.754374, ,           3.4,      2.080133, , 
          3.6,      1.831255, ,           3.6,       1.74604, ,           3.6,      2.058483, , 
          3.8,      1.821507, ,           3.8,      1.740143, ,           3.8,      2.041998, , 
            4,      1.813686, ,             4,      1.735269, ,             4,      2.027709, , 
          4.2,      1.808803, ,           4.2,      1.731369, ,           4.2,      2.015059, , 
          4.4,      1.805261, ,           4.4,      1.731401, ,           4.4,      2.003976, , 
          4.6,      1.805332, ,           4.6,      1.734634, ,           4.6,      1.994504, , 
          4.8,      1.808353, ,           4.8,      1.739166, ,           4.8,      1.986159, , 
            5,      1.811942, ,             5,      1.749698, ,             5,      1.980017, , 
          5.2,      1.817873, ,           5.2,      1.753614, ,           5.2,      1.976497, , 
          5.4,      1.828491, ,           5.4,      1.768269, ,           5.4,       1.97515, , 
          5.6,      1.838871, ,           5.6,      1.784853, ,           5.6,      1.976837, , 
          5.8,      1.850065, ,           5.8,      1.798574, ,           5.8,      1.983217, , 
            6,      1.861539, ,             6,       1.81255, ,             6,      1.992219, , 
          6.2,      1.873721, ,           6.2,      1.827719, ,           6.2,       2.00223, , 
          6.4,      1.887024, ,           6.4,      1.843671, ,           6.4,      2.013069, , 
          6.6,      1.903899, ,           6.6,      1.861695, ,           6.6,      2.025244, , 
          6.8,      1.922244, ,           6.8,      1.880291, ,           6.8,      2.038266, , 
            7,      1.945251, ,             7,      1.899208, ,             7,      2.051991, , 

