Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-23.8 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      5.430699, ,            -1,      5.160931, ,            -1,      5.889111, , 
         -0.8,      5.390838, ,          -0.8,      5.121707, ,          -0.8,      5.855211, , 
         -0.6,      5.357221, ,          -0.6,      5.088627, ,          -0.6,       5.82603, , 
         -0.4,      5.329044, ,          -0.4,      5.061767, ,          -0.4,      5.801176, , 
         -0.2,      5.305684, ,          -0.2,      5.041904, ,          -0.2,       5.78029, , 
            0,      5.286592, ,             0,      5.023172, ,             0,      5.763053, , 
          0.2,      5.271243, ,           0.2,      5.010365, ,           0.2,      5.749197, , 
          0.4,      5.259263, ,           0.4,      4.999025, ,           0.4,      5.738513, , 
          0.6,      5.250364, ,           0.6,      4.991431, ,           0.6,      5.730833, , 
          0.8,      5.244302, ,           0.8,      4.988107, ,           0.8,      5.725933, , 
            1,      5.240836, ,             1,      4.986307, ,             1,       5.72366, , 
          1.2,      5.239834, ,           1.2,      4.990028, ,           1.2,      5.723854, , 
          1.4,      5.241036, ,           1.4,      4.994697, ,           1.4,      5.726437, , 
          1.6,      5.244393, ,           1.6,      5.001486, ,           1.6,      5.731223, , 
          1.8,      5.249825, ,           1.8,      5.011184, ,           1.8,      5.738133, , 
            2,      5.257203, ,             2,      5.022898, ,             2,      5.747055, , 
          2.2,      5.266596, ,           2.2,      5.036844, ,           2.2,      5.757933, , 
          2.4,      5.278033, ,           2.4,      5.052599, ,           2.4,      5.770672, , 
          2.6,      5.291614, ,           2.6,      5.071079, ,           2.6,      5.785163, , 
          2.8,      5.307174, ,           2.8,      5.092542, ,           2.8,      5.801336, , 
            3,      5.324687, ,             3,      5.116027, ,             3,      5.819088, , 
          3.2,      5.344075, ,           3.2,      5.141076, ,           3.2,      5.838402, , 
          3.4,      5.365226, ,           3.4,      5.166998, ,           3.4,      5.859225, , 
          3.6,      5.388086, ,           3.6,      5.194537, ,           3.6,      5.881468, , 
          3.8,      5.412458, ,           3.8,      5.222614, ,           3.8,      5.905076, , 
            4,      5.438261, ,             4,      5.252101, ,             4,       5.93002, , 
          4.2,      5.465329, ,           4.2,      5.282499, ,           4.2,      5.956259, , 
          4.4,      5.493586, ,           4.4,      5.313757, ,           4.4,      5.983822, , 
          4.6,       5.52297, ,           4.6,      5.345809, ,           4.6,      6.012592, , 
          4.8,      5.553385, ,           4.8,      5.378571, ,           4.8,      6.042558, , 
            5,      5.584826, ,             5,      5.411861, ,             5,      6.073733, , 
          5.2,      5.617209, ,           5.2,      5.445844, ,           5.2,      6.106101, , 
          5.4,      5.650468, ,           5.4,       5.48121, ,           5.4,      6.139717, , 
          5.6,      5.684566, ,           5.6,       5.51746, ,           5.6,      6.174562, , 
          5.8,       5.71943, ,           5.8,      5.554415, ,           5.8,      6.210636, , 
            6,      5.755012, ,             6,      5.591258, ,             6,      6.247979, , 
          6.2,      5.791284, ,           6.2,      5.628534, ,           6.2,      6.286781, , 
          6.4,      5.828185, ,           6.4,      5.666843, ,           6.4,      6.327234, , 
          6.6,      5.865692, ,           6.6,      5.705279, ,           6.6,       6.36951, , 

