Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.9937189, , 
         -0.8,     0.9847317, , 
         -0.6,     0.9763942, , 
         -0.4,     0.9686916, , 
         -0.2,     0.9615791, , 
            0,     0.9550748, , 
          0.2,     0.9491588, , 
          0.4,     0.9438176, , 
          0.6,     0.9390517, , 
          0.8,     0.9348507, , 
            1,     0.9311902, , 
          1.2,     0.9280698, , 
          1.4,       0.92546, , 
          1.6,     0.9233419, , 
          1.8,     0.9217208, , 
            2,      0.920542, , 
          2.2,     0.9198574, , 
          2.4,      0.919659, , 
          2.6,     0.9199641, , 
          2.8,     0.9208335, , 
            3,     0.9224147, , 
          3.2,     0.9248305, , 
          3.4,     0.9284157, , 
          3.6,     0.9337736, , 
          3.8,     0.9427554, , 
            4,     0.9577217, , 
          4.2,     0.9767772, , 
          4.4,     0.9943613, , 
          4.6,      1.011854, , 

