Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.981407, , 
         -0.8,      1.964608, , 
         -0.6,      1.948793, , 
         -0.4,      1.933906, , 
         -0.2,      1.919917, , 
            0,      1.906754, , 
          0.2,      1.894394, , 
          0.4,      1.882786, , 
          0.6,      1.871884, , 
          0.8,      1.861662, , 
            1,      1.852083, , 
          1.2,      1.843107, , 
          1.4,      1.834717, , 
          1.6,      1.826881, , 
          1.8,       1.81957, , 
            2,      1.812757, , 
          2.2,      1.806427, , 
          2.4,      1.800554, , 
          2.6,      1.795114, , 
          2.8,      1.790096, , 
            3,      1.785478, , 
          3.2,      1.781244, , 
          3.4,      1.777379, , 
          3.6,      1.773881, , 
          3.8,      1.770731, , 
            4,      1.767912, , 
          4.2,      1.765423, , 
          4.4,      1.763258, , 
          4.6,      1.761401, , 
          4.8,      1.759847, , 
            5,      1.758597, , 
          5.2,      1.757645, , 
          5.4,      1.756983, , 
          5.6,      1.756612, , 
          5.8,      1.756538, , 
            6,      1.756748, , 
          6.2,       1.75722, , 
          6.4,      1.757961, , 
          6.6,      1.758981, , 
          6.8,      1.760275, , 
            7,      1.761838, , 
          7.2,      1.763696, , 
          7.4,      1.765822, , 
          7.6,      1.768246, , 
          7.8,      1.770975, , 
            8,      1.774017, , 

