Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.294955, ,            -1,      1.266953, ,            -1,      1.405444, , 
         -0.8,      1.283931, ,          -0.8,      1.255811, ,          -0.8,      1.395397, , 
         -0.6,      1.273616, ,          -0.6,      1.245357, ,          -0.6,      1.386162, , 
         -0.4,      1.263972, ,          -0.4,      1.235548, ,          -0.4,      1.377716, , 
         -0.2,      1.254959, ,          -0.2,      1.226345, ,          -0.2,      1.370049, , 
            0,      1.246549, ,             0,      1.217717, ,             0,      1.363155, , 
          0.2,       1.23872, ,           0.2,      1.209615, ,           0.2,      1.356998, , 
          0.4,      1.231442, ,           0.4,      1.202017, ,           0.4,      1.351569, , 
          0.6,      1.224691, ,           0.6,      1.194899, ,           0.6,      1.346841, , 
          0.8,       1.21847, ,           0.8,      1.188223, ,           0.8,      1.342815, , 
            1,      1.212757, ,             1,      1.181969, ,             1,      1.339523, , 
          1.2,      1.207518, ,           1.2,      1.176152, ,           1.2,      1.336928, , 
          1.4,      1.202757, ,           1.4,      1.170759, ,           1.4,      1.335091, , 
          1.6,      1.198474, ,           1.6,       1.16574, ,           1.6,         1.334, , 
          1.8,      1.194661, ,           1.8,      1.161114, ,           1.8,      1.333625, , 
            2,       1.19131, ,             2,       1.15694, ,             2,      1.334042, , 
          2.2,      1.188394, ,           2.2,      1.153197, ,           2.2,      1.335119, , 
          2.4,      1.185932, ,           2.4,      1.149877, ,           2.4,      1.336965, , 
          2.6,      1.183903, ,           2.6,      1.146968, ,           2.6,      1.339537, , 
          2.8,      1.182294, ,           2.8,      1.144493, ,           2.8,      1.342841, , 
            3,      1.181118, ,             3,      1.142426, ,             3,      1.346791, , 
          3.2,      1.180344, ,           3.2,      1.140716, ,           3.2,      1.351382, , 
          3.4,      1.179966, ,           3.4,      1.139358, ,           3.4,      1.356823, , 
          3.6,      1.180009, ,           3.6,      1.138304, ,           3.6,      1.363096, , 
          3.8,      1.180487, ,           3.8,      1.137536, ,           3.8,      1.370552, , 
            4,       1.18139, ,             4,      1.137039, ,             4,      1.378603, , 
          4.2,       1.18279, ,           4.2,      1.136808, ,           4.2,       1.38803, , 
          4.4,      1.184741, ,           4.4,      1.136815, ,           4.4,      1.400316, , 
          4.6,      1.187375, ,           4.6,      1.137064, ,           4.6,      1.419784, , 
          4.8,      1.190842, ,           4.8,      1.137542, ,           4.8,       1.44021, , 
            5,      1.195525, ,             5,      1.138228, ,             5,      1.452387, , 
          5.2,      1.201926, ,           5.2,      1.139115, ,           5.2,      1.461949, , 
          5.4,       1.21176, ,           5.4,      1.140235, ,           5.4,      1.470585, , 
          5.6,      1.226904, ,           5.6,      1.141604, ,           5.6,      1.479457, , 
          5.8,      1.246007, ,           5.8,      1.143234, ,           5.8,      1.493574, , 
            6,      1.263822, ,             6,      1.145183, ,             6,      1.505799, , 
          6.2,      1.281499, ,           6.2,      1.147567, ,           6.2,      1.516588, , 
, , ,           6.4,      1.150505, , , , , 
, , ,           6.6,       1.15849, , , , , 
, , ,           6.8,      1.170034, , , , , 

