Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      9.353284, ,            -1,      9.567029, ,            -1,      9.612034, ,            -1,      8.054411, ,            -1,      8.696175, , 
         -0.8,      9.386422, ,          -0.8,      9.609566, ,          -0.8,      9.657739, ,          -0.8,      8.058958, ,          -0.8,      8.710521, , 
         -0.6,       9.41448, ,          -0.6,      9.647592, ,          -0.6,      9.699574, ,          -0.6,      8.059616, ,          -0.6,      8.720526, , 
         -0.4,      9.437513, ,          -0.4,       9.68026, ,          -0.4,      9.736397, ,          -0.4,      8.056538, ,          -0.4,      8.726388, , 
         -0.2,      9.455567, ,          -0.2,      9.707254, ,          -0.2,      9.767257, ,          -0.2,      8.049877, ,          -0.2,      8.728275, , 
            0,      9.468802, ,             0,      9.728131, ,             0,       9.79136, ,             0,      8.039764, ,             0,      8.726411, , 
          0.2,      9.477312, ,           0.2,      9.742897, ,           0.2,      9.808485, ,           0.2,      8.026271, ,           0.2,       8.72095, , 
          0.4,      9.481268, ,           0.4,      9.751748, ,           0.4,      9.818968, ,           0.4,      8.009496, ,           0.4,      8.712097, , 
          0.6,      9.480984, ,           0.6,      9.755089, ,           0.6,      9.823382, ,           0.6,      7.989558, ,           0.6,      8.700047, , 
          0.8,      9.476688, ,           0.8,      9.753365, ,           0.8,      9.822358, ,           0.8,      7.966377, ,           0.8,      8.684911, , 
            1,      9.468707, ,             1,      9.747298, ,             1,      9.816814, ,             1,      7.940043, ,             1,      8.666884, , 
          1.2,      9.457243, ,           1.2,      9.737275, ,           1.2,      9.807253, ,           1.2,      7.910583, ,           1.2,      8.646095, , 
          1.4,      9.442682, ,           1.4,      9.723793, ,           1.4,      9.794144, ,           1.4,      7.878072, ,           1.4,       8.62272, , 
          1.6,      9.425226, ,           1.6,      9.707181, ,           1.6,      9.777759, ,           1.6,      7.842434, ,           1.6,       8.59675, , 
          1.8,      9.405153, ,           1.8,      9.687702, ,           1.8,      9.758407, ,           1.8,      7.803749, ,           1.8,        8.5683, , 
            2,      9.382685, ,             2,      9.665659, ,             2,      9.736453, ,             2,      7.761895, ,             2,      8.537459, , 
