Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      11.43371, ,            -1,       11.8255, ,            -1,      10.34382, , 
         -0.8,      11.47271, ,          -0.8,      11.87566, ,          -0.8,      10.35617, , 
         -0.6,      11.50408, ,          -0.6,      11.91567, ,          -0.6,      10.36283, , 
         -0.4,      11.52818, ,          -0.4,      11.94652, ,          -0.4,      10.36405, , 
         -0.2,      11.54555, ,          -0.2,      11.96897, ,          -0.2,      10.36005, , 
            0,       11.5567, ,             0,      11.98404, ,             0,      10.35112, , 
          0.2,      11.56204, ,           0.2,      11.99281, ,           0.2,      10.33735, , 
          0.4,      11.56212, ,           0.4,        11.996, ,           0.4,      10.31885, , 
          0.6,       11.5574, ,           0.6,      11.99378, ,           0.6,      10.29572, , 
          0.8,      11.54818, ,           0.8,      11.98668, ,           0.8,      10.26802, , 
            1,      11.53483, ,             1,      11.97536, ,             1,      10.23599, , 
          1.2,      11.51753, ,           1.2,      11.96016, ,           1.2,      10.19954, , 
          1.4,      11.49656, ,           1.4,       11.9415, ,           1.4,       10.1587, , 
          1.6,      11.47224, ,           1.6,      11.91957, ,           1.6,      10.11357, , 
          1.8,      11.44475, ,           1.8,      11.89469, ,           1.8,      10.06384, , 
            2,      11.41424, ,             2,      11.86688, ,             2,      10.00939, , 
          2.2,      11.38088, ,           2.2,      11.83626, ,           2.2,      9.950196, , 
          2.4,      11.34479, ,           2.4,      11.80307, ,           2.4,      9.885987, , 
          2.6,       11.3059, ,           2.6,      11.76723, ,           2.6,       9.81633, , 
          2.8,      11.26441, ,           2.8,       11.7286, ,           2.8,      9.740901, , 
            3,      11.22056, ,             3,      11.68721, ,             3,      9.658906, , 
          3.2,       11.1743, ,           3.2,      11.64316, ,           3.2,      9.569124, , 
          3.4,       11.1256, ,           3.4,      11.59649, ,           3.4,      9.470571, , 
          3.6,      11.07458, ,           3.6,      11.54704, ,           3.6,       9.36045, , 
          3.8,      11.02161, ,           3.8,      11.49481, ,           3.8,      9.235873, , 
            4,      10.96652, ,             4,      11.43967, ,             4,      9.091133, , 
          4.2,      10.90915, ,           4.2,      11.38157, ,           4.2,      8.915338, , 
          4.4,      10.84953, ,           4.4,      11.32102, ,           4.4,      8.692831, , 
          4.6,      10.78739, ,           4.6,      11.25832, ,           4.6,      8.385851, , 
          4.8,      10.72261, ,           4.8,      11.19343, ,           4.8,      7.983773, , 
            5,      10.65501, ,             5,      11.12623, ,             5,      7.546579, , 
          5.2,      10.58408, ,           5.2,      11.05677, ,           5.2,      6.967981, , 
          5.4,      10.50974, ,           5.4,      10.98504, ,           5.4,      6.271124, , 
          5.6,      10.43139, ,           5.6,      10.91101, ,           5.6,      5.845741, , 
          5.8,      10.34867, ,           5.8,       10.8347, , , , , 

