Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6349314, , 
         -0.8,     0.6436561, , 
         -0.6,     0.6523622, , 
         -0.4,     0.6610496, , 
         -0.2,     0.6697177, , 
            0,     0.6783664, , 
          0.2,     0.6869953, , 
          0.4,     0.6956041, , 
          0.6,     0.7041925, , 
          0.8,     0.7127602, , 
            1,     0.7213069, , 
          1.2,     0.7298322, , 
          1.4,     0.7383358, , 
          1.6,     0.7468176, , 
          1.8,      0.755277, , 
            2,     0.7637139, , 
          2.2,      0.772128, , 
          2.4,     0.7805189, , 
          2.6,     0.7888864, , 
          2.8,     0.7972301, , 
            3,     0.8055498, , 
          3.2,     0.8138452, , 
          3.4,      0.822116, , 
          3.6,     0.8303619, , 
          3.8,     0.8385826, , 
            4,     0.8467778, , 
          4.2,     0.8549473, , 
          4.4,     0.8630908, , 
          4.6,      0.871208, , 
          4.8,     0.8792986, , 
            5,     0.8873624, , 
          5.2,     0.8953991, , 
          5.4,     0.9034084, , 
          5.6,       0.91139, , 
          5.8,     0.9193437, , 
            6,     0.9272693, , 
          6.2,     0.9351664, , 
          6.4,     0.9430348, , 
          6.6,     0.9508743, , 
          6.8,     0.9586846, , 
            7,     0.9664655, , 
          7.2,     0.9742167, , 
          7.4,     0.9819379, , 
          7.6,     0.9896289, , 
          7.8,     0.9972895, , 
            8,      1.004919, , 
          8.2,      1.012519, , 
          8.4,      1.020086, , 
          8.6,      1.027623, , 
          8.8,      1.035128, , 
            9,      1.042601, , 
          9.2,      1.050042, , 
          9.4,      1.057451, , 
          9.6,      1.064827, , 
          9.8,      1.072171, , 
           10,      1.079482, , 
         10.2,      1.086759, , 
         10.4,      1.094004, , 
         10.6,      1.101214, , 
         10.8,      1.108391, , 
           11,      1.115535, , 
         11.2,      1.122643, , 
         11.4,      1.129718, , 
         11.6,      1.136758, , 
         11.8,      1.143763, , 
           12,      1.150734, , 

