Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            1,     0.9023653, ,             1,     0.8660755, ,             1,      1.010153, , 
          1.2,     0.8982116, ,           1.2,      0.861762, ,           1.2,      1.008085, , 
          1.4,     0.8945442, ,           1.4,     0.8580864, ,           1.4,      1.006792, , 
          1.6,     0.8913239, ,           1.6,     0.8547027, ,           1.6,      1.006382, , 
          1.8,     0.8885062, ,           1.8,     0.8518469, ,           1.8,      1.006981, , 
            2,     0.8860572, ,             2,     0.8493427, ,             2,      1.008731, , 
          2.2,     0.8839568, ,           2.2,     0.8471448, ,           2.2,      1.011859, , 
          2.4,     0.8821879, ,           2.4,     0.8452014, ,           2.4,      1.016395, , 
          2.6,     0.8807235, ,           2.6,     0.8434908, ,           2.6,      1.022598, , 
          2.8,     0.8795494, ,           2.8,     0.8420113, ,           2.8,      1.030379, , 
            3,     0.8786706, ,             3,      0.840749, ,             3,      1.039369, , 
          3.2,     0.8780766, ,           3.2,     0.8396837, ,           3.2,      1.049709, , 
          3.4,      0.877785, ,           3.4,     0.8388371, ,           3.4,      1.065325, , 
          3.6,     0.8778128, ,           3.6,     0.8382046, ,           3.6,      1.104458, , 
          3.8,      0.878216, ,           3.8,     0.8378047, ,           3.8,      1.117221, , 
            4,     0.8791054, ,             4,     0.8376361, ,             4,      1.126245, , 
          4.2,     0.8805457, ,           4.2,      0.837711, ,           4.2,      1.135641, , 
          4.4,     0.8826038, ,           4.4,     0.8380352, ,           4.4,      1.145146, , 
          4.6,     0.8859583, ,           4.6,     0.8386218, ,           4.6,      1.160222, , 
          4.8,     0.8909254, ,           4.8,     0.8394675, ,           4.8,      1.173887, , 
            5,      0.900667, ,             5,     0.8405965, ,             5,      1.184311, , 
, , ,           5.2,     0.8420287, , , , , 

