Alpha,T1-15.8 m/s-VLM2, , 
            1,      2.277702, , 
          1.2,      2.263106, , 
          1.4,      2.249333, , 
          1.6,      2.236351, , 
          1.8,      2.224115, , 
            2,      2.212587, , 
          2.2,       2.20174, , 
          2.4,      2.191538, , 
          2.6,      2.181952, , 
          2.8,      2.172953, , 
            3,      2.164522, , 
          3.2,      2.156632, , 
          3.4,      2.149258, , 
          3.6,      2.142374, , 
          3.8,      2.135957, , 
            4,      2.129985, , 
          4.2,      2.124455, , 
          4.4,      2.119354, , 
          4.6,      2.114662, , 
          4.8,      2.110352, , 
            5,      2.106407, , 
          5.2,      2.102813, , 
          5.4,      2.099564, , 
          5.6,      2.096653, , 
          5.8,      2.094078, , 
            6,      2.091847, , 
          6.2,      2.089922, , 
          6.4,      2.088294, , 
          6.6,      2.086961, , 
          6.8,      2.085906, , 
            7,      2.085119, , 
          7.2,        2.0846, , 
          7.4,      2.084356, , 
          7.6,      2.084368, , 
          7.8,      2.084621, , 
            8,        2.0851, , 
          8.2,        2.0858, , 
          8.4,      2.086713, , 
          8.6,      2.087843, , 
          8.8,      2.089169, , 
            9,      2.090678, , 
          9.2,      2.092373, , 
          9.4,      2.094237, , 
          9.6,      2.096269, , 
          9.8,      2.098459, , 
           10,      2.100794, , 

