Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      5.813579, ,            -5,        5.6413, ,            -5,      6.552207, , 
         -4.8,      5.743377, ,          -4.8,      5.569739, ,          -4.8,       6.48856, , 
         -4.6,      5.678236, ,          -4.6,      5.503489, ,          -4.6,      6.430374, , 
         -4.4,      5.617874, ,          -4.4,      5.442067, ,          -4.4,       6.37746, , 
         -4.2,      5.561966, ,          -4.2,      5.385205, ,          -4.2,        6.3297, , 
           -4,      5.510234, ,            -4,      5.332587, ,            -4,      6.287055, , 
         -3.8,      5.462417, ,          -3.8,      5.283874, ,          -3.8,      6.249328, , 
         -3.6,      5.418297, ,          -3.6,      5.238856, ,          -3.6,      6.216443, , 
         -3.4,       5.37769, ,          -3.4,      5.197234, ,          -3.4,      6.188217, , 
         -3.2,      5.340447, ,          -3.2,      5.158766, ,          -3.2,      6.164616, , 
           -3,      5.306463, ,            -3,      5.123224, ,            -3,      6.145579, , 
         -2.8,      5.275688, ,          -2.8,      5.090478, ,          -2.8,      6.131086, , 
         -2.6,      5.248024, ,          -2.6,      5.060412, ,          -2.6,      6.121165, , 
         -2.4,      5.223474, ,          -2.4,      5.032909, ,          -2.4,      6.115806, , 
         -2.2,         5.202, ,          -2.2,      5.007908, ,          -2.2,      6.114983, , 
           -2,      5.183571, ,            -2,      4.985551, ,            -2,      6.118716, , 
         -1.8,      5.168197, ,          -1.8,      4.965769, ,          -1.8,      6.127058, , 
         -1.6,      5.155849, ,          -1.6,       4.94864, ,          -1.6,      6.140026, , 
         -1.4,      5.146508, ,          -1.4,       4.93438, ,          -1.4,      6.157553, , 
         -1.2,       5.14016, ,          -1.2,      4.923104, ,          -1.2,      6.179756, , 
           -1,      5.136804, ,            -1,        4.9148, ,            -1,      6.206717, , 
         -0.8,      5.136356, ,          -0.8,       4.90946, ,          -0.8,      6.238359, , 
         -0.6,      5.138741, ,          -0.6,      4.907093, ,          -0.6,      6.275158, , 
         -0.4,      5.143853, ,          -0.4,       4.90753, ,          -0.4,      6.317355, , 
         -0.2,      5.151558, ,          -0.2,      4.910561, ,          -0.2,      6.365094, , 
            0,      5.161745, ,             0,      4.916064, ,             0,      6.419228, , 
          0.2,       5.17438, ,           0.2,      4.923887, ,           0.2,      6.480247, , 
          0.4,      5.189356, ,           0.4,      4.933777, ,           0.4,      6.548345, , 
          0.6,      5.206638, ,           0.6,      4.945579, ,           0.6,      6.624073, , 
          0.8,       5.22612, ,           0.8,      4.959172, ,           0.8,      6.708342, , 
            1,      5.247678, ,             1,      4.974474, ,             1,      6.801907, , 
          1.2,      5.271421, ,           1.2,      4.991377, ,           1.2,      6.905682, , 
          1.4,      5.297425, ,           1.4,      5.009743, ,           1.4,      7.020222, , 
          1.6,      5.325764, ,           1.6,      5.029556, ,           1.6,      7.146817, , 
          1.8,      5.356536, ,           1.8,      5.050716, ,           1.8,      7.285325, , 
            2,      5.389889, ,             2,      5.073238, ,             2,      7.435306, , 
          2.2,      5.425918, ,           2.2,      5.097185, ,           2.2,      7.595961, , 
          2.4,      5.464728, ,           2.4,      5.122447, ,           2.4,      7.766325, , 
          2.6,      5.507074, ,           2.6,      5.149047, ,           2.6,      7.946913, , 
          2.8,      5.553278, ,           2.8,      5.177144, ,           2.8,      8.136843, , 
            3,      5.603835, ,             3,      5.206788, ,             3,      8.336784, , 
          3.2,       5.65986, ,           3.2,      5.238096, ,           3.2,      8.550435, , 
          3.4,      5.722743, ,           3.4,      5.271231, ,           3.4,      8.782105, , 
          3.6,      5.795702, ,           3.6,      5.306384, ,           3.6,      9.025124, , 
          3.8,       5.88578, ,           3.8,      5.343987, ,           3.8,      9.309617, , 
            4,      6.000852, ,             4,      5.384038, ,             4,      9.831137, , 
          4.2,      6.139645, ,           4.2,      5.427151, ,           4.2,      10.26417, , 
          4.4,      6.294879, ,           4.4,      5.473852, , , , , 
          4.6,      6.473596, ,           4.6,       5.52453, , , , , 
          4.8,       6.77964, ,           4.8,      5.580431, , , , , 
, , ,             5,      5.642608, , , , , 
, , ,           5.2,      5.712904, , , , , 
, , ,           5.4,      5.794208, , , , , 
, , ,           5.6,      5.894687, , , , , 

