Alpha,T1-15.8 m/s-VLM2, , 
           -5,       6.26542, , 
         -4.8,      6.194125, , 
         -4.6,      6.128143, , 
         -4.4,      6.067118, , 
         -4.2,      6.010768, , 
           -4,      5.958754, , 
         -3.8,      5.910816, , 
         -3.6,      5.866726, , 
         -3.4,      5.826239, , 
         -3.2,      5.789163, , 
           -3,      5.755352, , 
         -2.8,      5.724667, , 
         -2.6,      5.697022, , 
         -2.4,       5.67235, , 
         -2.2,      5.650574, , 
           -2,      5.631695, , 
         -1.8,      5.615654, , 
         -1.6,       5.60246, , 
         -1.4,      5.592067, , 
         -1.2,      5.584469, , 
           -1,      5.579671, , 
         -0.8,      5.577606, , 
         -0.6,      5.578246, , 
         -0.4,      5.581661, , 
         -0.2,      5.587649, , 
            0,      5.596168, , 
          0.2,      5.607133, , 
          0.4,      5.620408, , 
          0.6,      5.635937, , 
          0.8,      5.653665, , 
            1,      5.673504, , 
          1.2,      5.695439, , 
          1.4,      5.719306, , 
          1.6,      5.745094, , 
          1.8,       5.77291, , 
            2,      5.802765, , 
          2.2,      5.834748, , 
          2.4,      5.868948, , 
          2.6,      5.905478, , 
          2.8,      5.944422, , 
            3,      5.985863, , 
          3.2,       6.03048, , 
          3.4,      6.078442, , 
          3.6,       6.13027, , 
          3.8,      6.186759, , 
            4,       6.24878, , 
          4.2,      6.319135, , 
          4.4,      6.401892, , 
          4.6,       6.50505, , 
          4.8,      6.630743, , 
            5,       6.77231, , 
          5.2,      6.929441, , 
          5.4,      7.119318, , 
          5.6,      7.501056, , 

