Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      5.443598, ,            -3,       5.51728, ,            -3,      5.532547, ,            -3,      4.863887, ,            -3,      5.151661, , 
         -2.8,       5.46863, ,          -2.8,      5.545193, ,          -2.8,      5.561071, ,          -2.8,      4.878789, ,          -2.8,      5.169407, , 
         -2.6,      5.491687, ,          -2.6,      5.570599, ,          -2.6,      5.586977, ,          -2.6,      4.892075, ,          -2.6,      5.185434, , 
         -2.4,      5.512915, ,          -2.4,      5.593188, ,          -2.4,      5.610183, ,          -2.4,      4.903767, ,          -2.4,      5.199752, , 
         -2.2,      5.532092, ,          -2.2,      5.613391, ,          -2.2,      5.630621, ,          -2.2,      4.913922, ,          -2.2,      5.212458, , 
           -2,       5.54912, ,            -2,      5.631175, ,            -2,      5.648366, ,            -2,      4.922565, ,            -2,      5.223575, , 
         -1.8,      5.564264, ,          -1.8,      5.647023, ,          -1.8,      5.664223, ,          -1.8,      4.929742, ,          -1.8,       5.23316, , 
         -1.6,      5.577605, ,          -1.6,      5.661251, ,          -1.6,      5.678587, ,          -1.6,      4.935489, ,          -1.6,      5.241268, , 
         -1.4,      5.589175, ,          -1.4,      5.674044, ,          -1.4,      5.691921, ,          -1.4,      4.939828, ,          -1.4,      5.247921, , 
         -1.2,      5.599104, ,          -1.2,      5.685131, ,          -1.2,      5.703481, ,          -1.2,      4.942813, ,          -1.2,      5.253185, , 
           -1,      5.607461, ,            -1,      5.694439, ,            -1,       5.71328, ,            -1,      4.944483, ,            -1,      5.257113, , 
         -0.8,       5.61456, ,          -0.8,      5.702295, ,          -0.8,      5.720722, ,          -0.8,      4.944863, ,          -0.8,      5.259724, , 
         -0.6,      5.620235, ,          -0.6,      5.708641, ,          -0.6,      5.726293, ,          -0.6,      4.944013, ,          -0.6,      5.261096, , 
         -0.4,      5.624356, ,          -0.4,      5.713058, ,          -0.4,      5.730359, ,          -0.4,      4.941959, ,          -0.4,      5.261243, , 
         -0.2,      5.627134, ,          -0.2,      5.715911, ,          -0.2,      5.733113, ,          -0.2,      4.938751, ,          -0.2,      5.260219, , 
            0,      5.628477, ,             0,      5.717328, ,             0,      5.734734, ,             0,      4.934429, ,             0,      5.258064, , 
          0.2,      5.628278, ,           0.2,      5.717212, ,           0.2,      5.734816, ,           0.2,      4.929018, ,           0.2,      5.254808, , 
          0.4,      5.626834, ,           0.4,      5.715749, ,           0.4,      5.733496, ,           0.4,      4.922555, ,           0.4,      5.250494, , 
          0.6,      5.624221, ,           0.6,      5.713044, ,           0.6,       5.73094, ,           0.6,      4.915075, ,           0.6,      5.245146, , 
          0.8,       5.62047, ,           0.8,      5.709615, ,           0.8,      5.727763, ,           0.8,      4.906601, ,           0.8,      5.238787, , 
            1,      5.615662, ,             1,      5.705975, ,             1,      5.724295, ,             1,      4.897175, ,             1,       5.23145, , 
          1.2,      5.609882, ,           1.2,      5.701261, ,           1.2,      5.719756, ,           1.2,      4.886822, ,           1.2,      5.223167, , 
          1.4,      5.603124, ,           1.4,      5.694938, ,           1.4,      5.713627, ,           1.4,      4.875573, ,           1.4,      5.213972, , 
          1.6,        5.5955, ,           1.6,      5.687706, ,           1.6,      5.706572, ,           1.6,      4.863472, ,           1.6,      5.203892, , 
          1.8,      5.587145, ,           1.8,      5.679712, ,           1.8,      5.698097, ,           1.8,      4.850522, ,           1.8,      5.192953, , 
            2,      5.578025, ,             2,      5.670927, ,             2,      5.688661, ,             2,      4.836744, ,             2,      5.181201, , 
          2.2,      5.568119, ,           2.2,      5.661306, ,           2.2,       5.67836, ,           2.2,      4.822161, ,           2.2,      5.168664, , 
          2.4,      5.557296, ,           2.4,      5.650587, ,           2.4,      5.667113, ,           2.4,      4.806802, ,           2.4,      5.155365, , 
          2.6,      5.545779, ,           2.6,      5.639192, ,           2.6,      5.655363, ,           2.6,      4.790701, ,           2.6,      5.141326, , 
          2.8,      5.533528, ,           2.8,      5.627127, ,           2.8,       5.64345, ,           2.8,      4.773882, ,           2.8,      5.126577, , 
            3,      5.520506, ,             3,      5.614384, ,             3,      5.631065, ,             3,       4.75636, ,             3,      5.111141, , 
          3.2,      5.506861, ,           3.2,      5.601036, ,           3.2,      5.618091, ,           3.2,      4.738163, ,           3.2,      5.095033, , 
