Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, ,            -3,     0.5992254, , 
         -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, ,          -2.8,     0.5989879, , 
         -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, ,          -2.6,     0.5987436, , 
         -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, ,          -2.4,     0.5984926, , 
         -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, ,          -2.2,     0.5982353, , 
           -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, ,            -2,     0.5979719, , 
         -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, ,          -1.8,     0.5977026, , 
         -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, ,          -1.6,     0.5974276, , 
         -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, ,          -1.4,      0.597147, , 
         -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, ,          -1.2,     0.5968612, , 
