Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.7878913, , 
         -4.8,     0.8027105, , 
         -4.6,     0.8175134, , 
         -4.4,     0.8322998, , 
         -4.2,     0.8470691, , 
           -4,     0.8618209, , 
         -3.8,     0.8765549, , 
         -3.6,     0.8912706, , 
         -3.4,     0.9059677, , 
         -3.2,     0.9206457, , 
           -3,     0.9353043, , 
         -2.8,     0.9499431, , 
         -2.6,     0.9645616, , 
         -2.4,     0.9791594, , 
         -2.2,     0.9937363, , 
           -2,      1.008292, , 
         -1.8,      1.022825, , 
         -1.6,      1.037337, , 
         -1.4,      1.051825, , 
         -1.2,      1.066291, , 
           -1,      1.080734, , 
         -0.8,      1.095152, , 
         -0.6,      1.109547, , 
         -0.4,      1.123917, , 
         -0.2,      1.138262, , 
            0,      1.152582, , 
          0.2,      1.166876, , 
          0.4,      1.181145, , 
          0.6,      1.195387, , 
          0.8,      1.209602, , 
            1,       1.22379, , 
          1.2,       1.23795, , 
          1.4,      1.252083, , 
          1.6,      1.266187, , 
          1.8,      1.280263, , 
            2,      1.294309, , 
          2.2,      1.308327, , 
          2.4,      1.322315, , 
          2.6,      1.336272, , 
          2.8,        1.3502, , 
            3,      1.364096, , 
          3.2,      1.377962, , 
          3.4,      1.391796, , 
          3.6,      1.405598, , 
          3.8,      1.419369, , 
            4,      1.433106, , 
          4.2,      1.446811, , 
          4.4,      1.460483, , 
          4.6,      1.474121, , 
          4.8,      1.487726, , 
            5,      1.501296, , 
          5.2,      1.514832, , 
          5.4,      1.528333, , 
          5.6,      1.541799, , 

