Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.5964182, ,            -3,     0.5964182, ,            -3,     0.5964182, , 
         -2.8,     0.6046491, ,          -2.8,     0.6046491, ,          -2.8,     0.6046491, , 
         -2.6,     0.6128628, ,          -2.6,     0.6128628, ,          -2.6,     0.6128628, , 
         -2.4,     0.6210589, ,          -2.4,     0.6210589, ,          -2.4,     0.6210589, , 
         -2.2,     0.6292371, ,          -2.2,     0.6292371, ,          -2.2,     0.6292371, , 
           -2,     0.6373971, ,            -2,     0.6373971, ,            -2,     0.6373971, , 
         -1.8,     0.6455385, ,          -1.8,     0.6455385, ,          -1.8,     0.6455385, , 
         -1.6,     0.6536611, ,          -1.6,     0.6536611, ,          -1.6,     0.6536611, , 
         -1.4,     0.6617645, ,          -1.4,     0.6617645, ,          -1.4,     0.6617645, , 
         -1.2,     0.6698485, ,          -1.2,     0.6698485, ,          -1.2,     0.6698485, , 
           -1,     0.6779127, ,            -1,     0.6779127, ,            -1,     0.6779127, , 
         -0.8,     0.6859568, ,          -0.8,     0.6859568, ,          -0.8,     0.6859568, , 
         -0.6,     0.6939805, ,          -0.6,     0.6939805, ,          -0.6,     0.6939805, , 
         -0.4,     0.7019836, ,          -0.4,     0.7019836, ,          -0.4,     0.7019836, , 
         -0.2,     0.7099656, ,          -0.2,     0.7099656, ,          -0.2,     0.7099656, , 
            0,     0.7179264, ,             0,     0.7179264, ,             0,     0.7179264, , 
          0.2,     0.7258656, ,           0.2,     0.7258656, ,           0.2,     0.7258656, , 
          0.4,     0.7337829, ,           0.4,     0.7337829, ,           0.4,     0.7337829, , 
          0.6,     0.7416781, ,           0.6,     0.7416781, ,           0.6,     0.7416781, , 
          0.8,     0.7495507, ,           0.8,     0.7495507, ,           0.8,     0.7495507, , 
            1,     0.7574007, ,             1,     0.7574007, ,             1,     0.7574007, , 
          1.2,     0.7652275, ,           1.2,     0.7652275, ,           1.2,     0.7652275, , 
          1.4,     0.7730311, ,           1.4,     0.7730311, ,           1.4,     0.7730311, , 
          1.6,      0.780811, ,           1.6,      0.780811, ,           1.6,      0.780811, , 
          1.8,      0.788567, ,           1.8,      0.788567, ,           1.8,      0.788567, , 
