Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
         -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, ,          -1.6,     0.9353536, , 
         -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, ,          -1.4,     0.9481013, , 
         -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, ,          -1.2,     0.9608264, , 
           -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, ,            -1,     0.9735286, , 
         -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, ,          -0.8,     0.9862073, , 
         -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, ,          -0.6,     0.9988623, , 
         -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, ,          -0.4,      1.011493, , 
         -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, ,          -0.2,      1.024099, , 
            0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, ,             0,      1.036681, , 
          0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, ,           0.2,      1.049237, , 
          0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, ,           0.4,      1.061768, , 
          0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, ,           0.6,      1.074273, , 
          0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, ,           0.8,      1.086751, , 
            1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, ,             1,      1.099203, , 
          1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, ,           1.2,      1.111627, , 
          1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, ,           1.4,      1.124024, , 
          1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, ,           1.6,      1.136394, , 
          1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, ,           1.8,      1.148735, , 
            2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, ,             2,      1.161048, , 
          2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, ,           2.2,      1.173332, , 
          2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, ,           2.4,      1.185587, , 
          2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, ,           2.6,      1.197812, , 
          2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, ,           2.8,      1.210007, , 
            3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, ,             3,      1.222173, , 
          3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, ,           3.2,      1.234307, , 
          3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, ,           3.4,      1.246411, , 
          3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, ,           3.6,      1.258484, , 
          3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, ,           3.8,      1.270525, , 
            4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, ,             4,      1.282534, , 
          4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, ,           4.2,      1.294511, , 
          4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, ,           4.4,      1.306455, , 
          4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, ,           4.6,      1.318367, , 
          4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, ,           4.8,      1.330245, , 
            5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, ,             5,       1.34209, , 
          5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, ,           5.2,      1.353901, , 
          5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, ,           5.4,      1.365678, , 
          5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, ,           5.6,      1.377421, , 
          5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, ,           5.8,      1.389128, , 
            6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, ,             6,      1.400801, , 
          6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, ,           6.2,      1.412438, , 
          6.4,       1.42404, ,           6.4,       1.42404, , , , ,           6.4,       1.42404, ,           6.4,       1.42404, ,           6.4,       1.42404, ,           6.4,       1.42404, ,           6.4,       1.42404, ,           6.4,       1.42404, , , , ,           6.4,       1.42404, ,           6.4,       1.42404, ,           6.4,       1.42404, , 
          6.6,      1.435605, ,           6.6,      1.435605, , , , ,           6.6,      1.435605, ,           6.6,      1.435605, ,           6.6,      1.435605, ,           6.6,      1.435605, ,           6.6,      1.435605, ,           6.6,      1.435605, , , , ,           6.6,      1.435605, ,           6.6,      1.435605, ,           6.6,      1.435605, , 
          6.8,      1.447134, ,           6.8,      1.447134, , , , ,           6.8,      1.447134, ,           6.8,      1.447134, ,           6.8,      1.447134, ,           6.8,      1.447134, ,           6.8,      1.447134, ,           6.8,      1.447134, , , , ,           6.8,      1.447134, ,           6.8,      1.447134, ,           6.8,      1.447134, , 
            7,      1.458627, ,             7,      1.458627, , , , ,             7,      1.458627, ,             7,      1.458627, ,             7,      1.458627, ,             7,      1.458627, ,             7,      1.458627, ,             7,      1.458627, , , , , , , , , , , , , , 
, , ,           7.2,      1.470083, , , , ,           7.2,      1.470083, ,           7.2,      1.470083, ,           7.2,      1.470083, ,           7.2,      1.470083, ,           7.2,      1.470083, ,           7.2,      1.470083, , , , , , , , , , , , , , 
, , ,           7.4,      1.481501, , , , ,           7.4,      1.481501, ,           7.4,      1.481501, ,           7.4,      1.481501, ,           7.4,      1.481501, ,           7.4,      1.481501, ,           7.4,      1.481501, , , , , , , , , , , , , , 
, , ,           7.6,      1.492883, , , , ,           7.6,      1.492883, ,           7.6,      1.492883, ,           7.6,      1.492883, ,           7.6,      1.492883, ,           7.6,      1.492883, ,           7.6,      1.492883, , , , , , , , , , , , , , 
, , , , , , , , ,           7.8,      1.504226, ,           7.8,      1.504226, ,           7.8,      1.504226, ,           7.8,      1.504226, ,           7.8,      1.504226, ,           7.8,      1.504226, , , , , , , , , , , , , , 

