Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.6356067, ,            -5,     0.6356067, ,            -5,     0.6356067, , 
         -4.8,     0.6356746, ,          -4.8,     0.6356746, ,          -4.8,     0.6356746, , 
         -4.6,     0.6357266, ,          -4.6,     0.6357266, ,          -4.6,     0.6357266, , 
         -4.4,      0.635764, ,          -4.4,      0.635764, ,          -4.4,      0.635764, , 
         -4.2,     0.6357877, ,          -4.2,     0.6357877, ,          -4.2,     0.6357877, , 
           -4,     0.6357985, ,            -4,     0.6357985, ,            -4,     0.6357985, , 
         -3.8,     0.6357973, ,          -3.8,     0.6357973, ,          -3.8,     0.6357973, , 
         -3.6,     0.6357849, ,          -3.6,     0.6357849, ,          -3.6,     0.6357849, , 
         -3.4,      0.635762, ,          -3.4,      0.635762, ,          -3.4,      0.635762, , 
         -3.2,     0.6357292, ,          -3.2,     0.6357292, ,          -3.2,     0.6357292, , 
           -3,     0.6356871, ,            -3,     0.6356871, ,            -3,     0.6356871, , 
         -2.8,     0.6356364, ,          -2.8,     0.6356364, ,          -2.8,     0.6356364, , 
         -2.6,     0.6355775, ,          -2.6,     0.6355775, ,          -2.6,     0.6355775, , 
         -2.4,     0.6355109, ,          -2.4,     0.6355109, ,          -2.4,     0.6355109, , 
         -2.2,     0.6354371, ,          -2.2,     0.6354371, ,          -2.2,     0.6354371, , 
           -2,     0.6353565, ,            -2,     0.6353565, ,            -2,     0.6353565, , 
         -1.8,     0.6352695, ,          -1.8,     0.6352695, ,          -1.8,     0.6352695, , 
         -1.6,     0.6351766, ,          -1.6,     0.6351766, ,          -1.6,     0.6351766, , 
         -1.4,     0.6350779, ,          -1.4,     0.6350779, ,          -1.4,     0.6350779, , 
         -1.2,     0.6349739, ,          -1.2,     0.6349739, ,          -1.2,     0.6349739, , 
           -1,     0.6348649, ,            -1,     0.6348649, ,            -1,     0.6348649, , 
         -0.8,     0.6347512, ,          -0.8,     0.6347512, ,          -0.8,     0.6347512, , 
         -0.6,      0.634633, ,          -0.6,      0.634633, ,          -0.6,      0.634633, , 
         -0.4,     0.6345107, ,          -0.4,     0.6345107, ,          -0.4,     0.6345107, , 
         -0.2,     0.6343843, ,          -0.2,     0.6343843, ,          -0.2,     0.6343843, , 
            0,     0.6342543, ,             0,     0.6342543, ,             0,     0.6342543, , 
          0.2,     0.6341207, ,           0.2,     0.6341207, ,           0.2,     0.6341207, , 
          0.4,     0.6339839, ,           0.4,     0.6339839, ,           0.4,     0.6339839, , 
          0.6,     0.6338439, ,           0.6,     0.6338439, ,           0.6,     0.6338439, , 
          0.8,      0.633701, ,           0.8,      0.633701, ,           0.8,      0.633701, , 
            1,     0.6335554, ,             1,     0.6335554, ,             1,     0.6335554, , 
          1.2,     0.6334072, ,           1.2,     0.6334072, ,           1.2,     0.6334072, , 
          1.4,     0.6332566, ,           1.4,     0.6332566, ,           1.4,     0.6332566, , 
          1.6,     0.6331037, ,           1.6,     0.6331037, ,           1.6,     0.6331037, , 
          1.8,     0.6329487, ,           1.8,     0.6329487, ,           1.8,     0.6329487, , 
            2,     0.6327918, ,             2,     0.6327918, ,             2,     0.6327918, , 
          2.2,      0.632633, ,           2.2,      0.632633, ,           2.2,      0.632633, , 
          2.4,     0.6324724, ,           2.4,     0.6324724, ,           2.4,     0.6324724, , 
          2.6,     0.6323103, ,           2.6,     0.6323103, ,           2.6,     0.6323103, , 
          2.8,     0.6321467, ,           2.8,     0.6321467, ,           2.8,     0.6321467, , 
            3,     0.6319817, ,             3,     0.6319817, ,             3,     0.6319817, , 
          3.2,     0.6318155, ,           3.2,     0.6318155, ,           3.2,     0.6318155, , 
          3.4,     0.6316481, ,           3.4,     0.6316481, ,           3.4,     0.6316481, , 
          3.6,     0.6314796, ,           3.6,     0.6314796, ,           3.6,     0.6314796, , 
          3.8,     0.6313102, ,           3.8,     0.6313102, ,           3.8,     0.6313102, , 
            4,     0.6311399, ,             4,     0.6311399, ,             4,     0.6311399, , 
          4.2,     0.6309688, ,           4.2,     0.6309688, ,           4.2,     0.6309688, , 
          4.4,     0.6307971, ,           4.4,     0.6307971, ,           4.4,     0.6307971, , 
          4.6,     0.6306247, ,           4.6,     0.6306247, ,           4.6,     0.6306247, , 
          4.8,     0.6304518, ,           4.8,     0.6304518, ,           4.8,     0.6304518, , 
            5,     0.6302784, ,             5,     0.6302784, ,             5,     0.6302784, , 
          5.2,     0.6301047, ,           5.2,     0.6301047, ,           5.2,     0.6301047, , 
          5.4,     0.6299306, ,           5.4,     0.6299306, ,           5.4,     0.6299306, , 
          5.6,     0.6297564, ,           5.6,     0.6297564, , , , , 
          5.8,     0.6295819, ,           5.8,     0.6295819, , , , , 
            6,     0.6294074, ,             6,     0.6294074, , , , , 
          6.2,     0.6292329, ,           6.2,     0.6292329, , , , , 

