Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.8201806, ,            -5,     0.8201806, ,            -5,     0.8201806, , 
         -4.8,     0.8357788, ,          -4.8,     0.8357788, ,          -4.8,     0.8357788, , 
         -4.6,     0.8513608, ,          -4.6,     0.8513608, ,          -4.6,     0.8513608, , 
         -4.4,     0.8669261, ,          -4.4,     0.8669261, ,          -4.4,     0.8669261, , 
         -4.2,     0.8824744, ,          -4.2,     0.8824744, ,          -4.2,     0.8824744, , 
           -4,     0.8980052, ,            -4,     0.8980052, ,            -4,     0.8980052, , 
         -3.8,     0.9135182, ,          -3.8,     0.9135182, ,          -3.8,     0.9135182, , 
         -3.6,     0.9290129, ,          -3.6,     0.9290129, ,          -3.6,     0.9290129, , 
         -3.4,     0.9444889, ,          -3.4,     0.9444889, ,          -3.4,     0.9444889, , 
         -3.2,     0.9599459, ,          -3.2,     0.9599459, ,          -3.2,     0.9599459, , 
           -3,     0.9753834, ,            -3,     0.9753834, ,            -3,     0.9753834, , 
         -2.8,     0.9908011, ,          -2.8,     0.9908011, ,          -2.8,     0.9908011, , 
         -2.6,      1.006199, ,          -2.6,      1.006199, ,          -2.6,      1.006199, , 
         -2.4,      1.021575, ,          -2.4,      1.021575, ,          -2.4,      1.021575, , 
         -2.2,      1.036931, ,          -2.2,      1.036931, ,          -2.2,      1.036931, , 
           -2,      1.052266, ,            -2,      1.052266, ,            -2,      1.052266, , 
         -1.8,      1.067578, ,          -1.8,      1.067578, ,          -1.8,      1.067578, , 
         -1.6,      1.082868, ,          -1.6,      1.082868, ,          -1.6,      1.082868, , 
         -1.4,      1.098136, ,          -1.4,      1.098136, ,          -1.4,      1.098136, , 
         -1.2,      1.113381, ,          -1.2,      1.113381, ,          -1.2,      1.113381, , 
           -1,      1.128602, ,            -1,      1.128602, ,            -1,      1.128602, , 
         -0.8,        1.1438, ,          -0.8,        1.1438, ,          -0.8,        1.1438, , 
         -0.6,      1.158974, ,          -0.6,      1.158974, ,          -0.6,      1.158974, , 
         -0.4,      1.174123, ,          -0.4,      1.174123, ,          -0.4,      1.174123, , 
         -0.2,      1.189247, ,          -0.2,      1.189247, ,          -0.2,      1.189247, , 
            0,      1.204346, ,             0,      1.204346, ,             0,      1.204346, , 
          0.2,      1.219419, ,           0.2,      1.219419, ,           0.2,      1.219419, , 
          0.4,      1.234466, ,           0.4,      1.234466, ,           0.4,      1.234466, , 
          0.6,      1.249487, ,           0.6,      1.249487, ,           0.6,      1.249487, , 
          0.8,      1.264481, ,           0.8,      1.264481, ,           0.8,      1.264481, , 
            1,      1.279448, ,             1,      1.279448, ,             1,      1.279448, , 
          1.2,      1.294388, ,           1.2,      1.294388, ,           1.2,      1.294388, , 
          1.4,        1.3093, ,           1.4,        1.3093, ,           1.4,        1.3093, , 
          1.6,      1.324183, ,           1.6,      1.324183, ,           1.6,      1.324183, , 
          1.8,      1.339038, ,           1.8,      1.339038, ,           1.8,      1.339038, , 
            2,      1.353864, ,             2,      1.353864, ,             2,      1.353864, , 
          2.2,       1.36866, ,           2.2,       1.36866, ,           2.2,       1.36866, , 
          2.4,      1.383427, ,           2.4,      1.383427, ,           2.4,      1.383427, , 
          2.6,      1.398164, ,           2.6,      1.398164, ,           2.6,      1.398164, , 
          2.8,       1.41287, ,           2.8,       1.41287, ,           2.8,       1.41287, , 
            3,      1.427546, ,             3,      1.427546, ,             3,      1.427546, , 
          3.2,      1.442191, ,           3.2,      1.442191, ,           3.2,      1.442191, , 
          3.4,      1.456804, ,           3.4,      1.456804, ,           3.4,      1.456804, , 
          3.6,      1.471385, ,           3.6,      1.471385, ,           3.6,      1.471385, , 
          3.8,      1.485935, ,           3.8,      1.485935, ,           3.8,      1.485935, , 
            4,      1.500452, ,             4,      1.500452, ,             4,      1.500452, , 
          4.2,      1.514936, ,           4.2,      1.514936, ,           4.2,      1.514936, , 
          4.4,      1.529386, ,           4.4,      1.529386, , , , , 
          4.6,      1.543804, ,           4.6,      1.543804, , , , , 
          4.8,      1.558187, ,           4.8,      1.558187, , , , , 
, , ,             5,      1.572537, , , , , 
, , ,           5.2,      1.586852, , , , , 
, , ,           5.4,      1.601132, , , , , 
, , ,           5.6,      1.615377, , , , , 

