Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      10.40929, ,            -3,      10.27326, ,            -3,      10.24551, ,            -3,      11.61794, ,            -3,      10.98519, , 
         -2.8,      10.36268, ,          -2.8,      10.22264, ,          -2.8,      10.19407, ,          -2.8,      11.58342, ,          -2.8,       10.9484, , 
         -2.6,      10.32011, ,          -2.6,      10.17699, ,          -2.6,      10.14778, ,          -2.6,       11.5528, ,          -2.6,      10.91537, , 
         -2.4,      10.28122, ,          -2.4,      10.13675, ,          -2.4,      10.10667, ,          -2.4,        11.526, ,          -2.4,      10.88603, , 
         -2.2,      10.24634, ,          -2.2,      10.10102, ,          -2.2,      10.07074, ,          -2.2,      11.50281, ,          -2.2,      10.86013, , 
           -2,      10.21556, ,            -2,      10.06977, ,            -2,      10.03975, ,            -2,      11.48315, ,            -2,      10.83756, , 
         -1.8,      10.18834, ,          -1.8,      10.04209, ,          -1.8,      10.01221, ,          -1.8,      11.46688, ,          -1.8,      10.81818, , 
         -1.6,      10.16448, ,          -1.6,      10.01736, ,          -1.6,      9.987395, ,          -1.6,      11.45388, ,          -1.6,      10.80184, , 
         -1.4,      10.14387, ,          -1.4,       9.99523, ,          -1.4,      9.964467, ,          -1.4,      11.44409, ,          -1.4,      10.78847, , 
         -1.2,      10.12626, ,          -1.2,      9.976129, ,          -1.2,      9.944674, ,          -1.2,      11.43735, ,          -1.2,      10.77791, , 
           -1,      10.11148, ,            -1,       9.96015, ,            -1,      9.927959, ,            -1,      11.43359, ,            -1,      10.77005, , 
         -0.8,      10.09896, ,          -0.8,      9.946703, ,          -0.8,      9.915299, ,          -0.8,      11.43274, ,          -0.8,      10.76483, , 
         -0.6,      10.08897, ,          -0.6,      9.935865, ,          -0.6,      9.905844, ,          -0.6,      11.43465, ,          -0.6,      10.76208, , 
         -0.4,      10.08173, ,          -0.4,      9.928336, ,          -0.4,      9.898955, ,          -0.4,      11.43928, ,          -0.4,      10.76179, , 
         -0.2,      10.07685, ,          -0.2,       9.92348, ,          -0.2,      9.894294, ,          -0.2,      11.44651, ,          -0.2,      10.76384, , 
            0,       10.0745, ,             0,      9.921069, ,             0,      9.891553, ,             0,      11.45628, ,             0,      10.76815, , 
          0.2,      10.07485, ,           0.2,      9.921266, ,           0.2,      9.891413, ,           0.2,      11.46852, ,           0.2,      10.77466, , 
          0.4,      10.07738, ,           0.4,      9.923756, ,           0.4,      9.893645, ,           0.4,      11.48318, ,           0.4,      10.78331, , 
          0.6,      10.08197, ,           0.6,      9.928361, ,           0.6,      9.897971, ,           0.6,      11.50019, ,           0.6,      10.79404, , 
          0.8,      10.08856, ,           0.8,      9.934204, ,           0.8,      9.903352, ,           0.8,      11.51952, ,           0.8,      10.80684, , 
            1,      10.09702, ,             1,      9.940415, ,             1,      9.909234, ,             1,       11.5411, ,             1,      10.82164, , 
          1.2,       10.1072, ,           1.2,      9.948469, ,           1.2,      9.916941, ,           1.2,      11.56489, ,           1.2,      10.83839, , 
          1.4,      10.11914, ,           1.4,      9.959295, ,           1.4,      9.927368, ,           1.4,      11.59085, ,           1.4,      10.85705, , 
          1.6,      10.13265, ,           1.6,      9.971704, ,           1.6,      9.939396, ,           1.6,      11.61891, ,           1.6,      10.87758, , 
          1.8,      10.14748, ,           1.8,      9.985456, ,           1.8,      9.953884, ,           1.8,      11.64908, ,           1.8,      10.89995, , 
            2,      10.16373, ,             2,      10.00061, ,             2,      9.970064, ,             2,      11.68135, ,             2,      10.92407, , 
          2.2,      10.18143, ,           2.2,      10.01726, ,           2.2,      9.987786, ,           2.2,       11.7157, ,           2.2,      10.94993, , 
          2.4,      10.20084, ,           2.4,      10.03588, ,           2.4,      10.00721, ,           2.4,       11.7521, ,           2.4,      10.97749, , 
          2.6,      10.22158, ,           2.6,      10.05575, ,           2.6,      10.02758, ,           2.6,      11.79049, ,           2.6,      11.00674, , 
          2.8,      10.24374, ,           2.8,      10.07687, ,           2.8,      10.04831, ,           2.8,      11.83086, ,           2.8,      11.03763, , 
            3,      10.26738, ,             3,      10.09927, ,             3,      10.06996, ,             3,      11.87321, ,             3,      11.07014, , 
          3.2,      10.29228, ,           3.2,      10.12284, ,           3.2,      10.09274, ,           3.2,      11.91751, ,           3.2,      11.10427, , 
          3.4,      10.31842, ,           3.4,      10.14763, ,           3.4,      10.11672, ,           3.4,      11.96373, ,           3.4,         11.14, , 
          3.6,      10.34581, ,           3.6,      10.17362, ,           3.6,      10.14225, ,           3.6,      12.01184, ,           3.6,      11.17731, , 
          3.8,      10.37436, ,           3.8,      10.20061, ,           3.8,      10.16891, ,           3.8,      12.06182, ,           3.8,      11.21617, , 
            4,      10.40412, ,             4,      10.22772, ,             4,      10.19575, ,             4,       12.1137, ,             4,      11.25657, , 
          4.2,      10.43502, ,           4.2,      10.25551, ,           4.2,      10.22323, ,           4.2,      12.16744, ,           4.2,      11.29849, , 
          4.4,        10.467, ,           4.4,       10.2843, ,           4.4,      10.25165, ,           4.4,      12.22299, ,           4.4,      11.34191, , 
          4.6,      10.50014, ,           4.6,      10.31471, ,           4.6,      10.28156, ,           4.6,      12.28034, ,           4.6,      11.38682, , 
