Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.6416414, , 
         -4.8,      0.641739, , 
         -4.6,     0.6418203, , 
         -4.4,     0.6418863, , 
         -4.2,     0.6419381, , 
           -4,     0.6419767, , 
         -3.8,      0.642003, , 
         -3.6,     0.6420177, , 
         -3.4,     0.6420217, , 
         -3.2,     0.6420156, , 
           -3,         0.642, , 
         -2.8,     0.6419756, , 
         -2.6,      0.641943, , 
         -2.4,     0.6419025, , 
         -2.2,     0.6418549, , 
           -2,     0.6418003, , 
         -1.8,     0.6417394, , 
         -1.6,     0.6416726, , 
         -1.4,        0.6416, , 
         -1.2,     0.6415222, , 
           -1,     0.6414395, , 
         -0.8,     0.6413521, , 
         -0.6,     0.6412604, , 
         -0.4,     0.6411645, , 
         -0.2,     0.6410649, , 
            0,     0.6409617, , 
          0.2,     0.6408552, , 
          0.4,     0.6407455, , 
          0.6,     0.6406329, , 
          0.8,     0.6405176, , 
            1,     0.6403997, , 
          1.2,     0.6402795, , 
          1.4,      0.640157, , 
          1.6,     0.6400326, , 
          1.8,     0.6399063, , 
            2,     0.6397782, , 
          2.2,     0.6396485, , 
          2.4,     0.6395174, , 
          2.6,     0.6393849, , 
          2.8,     0.6392513, , 
            3,     0.6391165, , 
          3.2,     0.6389807, , 
          3.4,     0.6388441, , 
          3.6,     0.6387067, , 
          3.8,     0.6385687, , 
            4,       0.63843, , 
          4.2,     0.6382909, , 
          4.4,     0.6381514, , 
          4.6,     0.6380116, , 
          4.8,     0.6378716, , 
            5,     0.6377314, , 
          5.2,     0.6375912, , 
          5.4,      0.637451, , 
          5.6,      0.637311, , 

