Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      0.764231, ,            -5,      0.764231, ,            -5,      0.764231, , 
         -4.8,     0.7784791, ,          -4.8,     0.7784791, ,          -4.8,     0.7784791, , 
         -4.6,      0.792711, ,          -4.6,      0.792711, ,          -4.6,      0.792711, , 
         -4.4,     0.8069263, ,          -4.4,     0.8069263, ,          -4.4,     0.8069263, , 
         -4.2,     0.8211245, ,          -4.2,     0.8211245, ,          -4.2,     0.8211245, , 
           -4,     0.8353054, ,            -4,     0.8353054, ,            -4,     0.8353054, , 
         -3.8,     0.8494685, ,          -3.8,     0.8494685, ,          -3.8,     0.8494685, , 
         -3.6,     0.8636134, ,          -3.6,     0.8636134, ,          -3.6,     0.8636134, , 
         -3.4,     0.8777397, ,          -3.4,     0.8777397, ,          -3.4,     0.8777397, , 
         -3.2,     0.8918469, ,          -3.2,     0.8918469, ,          -3.2,     0.8918469, , 
           -3,     0.9059348, ,            -3,     0.9059348, ,            -3,     0.9059348, , 
         -2.8,     0.9200029, ,          -2.8,     0.9200029, ,          -2.8,     0.9200029, , 
         -2.6,     0.9340508, ,          -2.6,     0.9340508, ,          -2.6,     0.9340508, , 
         -2.4,     0.9480781, ,          -2.4,     0.9480781, ,          -2.4,     0.9480781, , 
         -2.2,     0.9620845, ,          -2.2,     0.9620845, ,          -2.2,     0.9620845, , 
           -2,     0.9760694, ,            -2,     0.9760694, ,            -2,     0.9760694, , 
         -1.8,     0.9900326, ,          -1.8,     0.9900326, ,          -1.8,     0.9900326, , 
         -1.6,      1.003974, ,          -1.6,      1.003974, ,          -1.6,      1.003974, , 
         -1.4,      1.017892, ,          -1.4,      1.017892, ,          -1.4,      1.017892, , 
         -1.2,      1.031788, ,          -1.2,      1.031788, ,          -1.2,      1.031788, , 
           -1,       1.04566, ,            -1,       1.04566, ,            -1,       1.04566, , 
         -0.8,      1.059509, ,          -0.8,      1.059509, ,          -0.8,      1.059509, , 
         -0.6,      1.073333, ,          -0.6,      1.073333, ,          -0.6,      1.073333, , 
         -0.4,      1.087134, ,          -0.4,      1.087134, ,          -0.4,      1.087134, , 
         -0.2,      1.100909, ,          -0.2,      1.100909, ,          -0.2,      1.100909, , 
            0,      1.114659, ,             0,      1.114659, ,             0,      1.114659, , 
          0.2,      1.128383, ,           0.2,      1.128383, ,           0.2,      1.128383, , 
          0.4,      1.142082, ,           0.4,      1.142082, ,           0.4,      1.142082, , 
          0.6,      1.155754, ,           0.6,      1.155754, ,           0.6,      1.155754, , 
          0.8,        1.1694, ,           0.8,        1.1694, ,           0.8,        1.1694, , 
            1,      1.183018, ,             1,      1.183018, ,             1,      1.183018, , 
          1.2,      1.196609, ,           1.2,      1.196609, ,           1.2,      1.196609, , 
          1.4,      1.210173, ,           1.4,      1.210173, ,           1.4,      1.210173, , 
          1.6,      1.223708, ,           1.6,      1.223708, ,           1.6,      1.223708, , 
          1.8,      1.237214, ,           1.8,      1.237214, ,           1.8,      1.237214, , 
            2,      1.250692, ,             2,      1.250692, ,             2,      1.250692, , 
          2.2,       1.26414, ,           2.2,       1.26414, ,           2.2,       1.26414, , 
          2.4,      1.277559, ,           2.4,      1.277559, ,           2.4,      1.277559, , 
          2.6,      1.290948, ,           2.6,      1.290948, ,           2.6,      1.290948, , 
          2.8,      1.304307, ,           2.8,      1.304307, ,           2.8,      1.304307, , 
            3,      1.317635, ,             3,      1.317635, ,             3,      1.317635, , 
          3.2,      1.330932, ,           3.2,      1.330932, ,           3.2,      1.330932, , 
          3.4,      1.344198, ,           3.4,      1.344198, ,           3.4,      1.344198, , 
          3.6,      1.357432, ,           3.6,      1.357432, ,           3.6,      1.357432, , 
          3.8,      1.370634, ,           3.8,      1.370634, ,           3.8,      1.370634, , 
            4,      1.383803, ,             4,      1.383803, ,             4,      1.383803, , 
          4.2,       1.39694, ,           4.2,       1.39694, ,           4.2,       1.39694, , 
          4.4,      1.410044, ,           4.4,      1.410044, ,           4.4,      1.410044, , 
          4.6,      1.423114, ,           4.6,      1.423114, ,           4.6,      1.423114, , 
          4.8,      1.436151, ,           4.8,      1.436151, ,           4.8,      1.436151, , 
            5,      1.449154, ,             5,      1.449154, ,             5,      1.449154, , 
          5.2,      1.462122, ,           5.2,      1.462122, ,           5.2,      1.462122, , 
          5.4,      1.475056, ,           5.4,      1.475056, ,           5.4,      1.475056, , 
          5.6,      1.487955, ,           5.6,      1.487955, , , , , 
          5.8,      1.500818, ,           5.8,      1.500818, , , , , 
            6,      1.513646, ,             6,      1.513646, , , , , 
          6.2,      1.526437, ,           6.2,      1.526437, , , , , 

