Alpha,T1-15.8 m/s-VLM2, , 
           -3,      8.842881, , 
         -2.8,      8.804302, , 
         -2.6,      8.769991, , 
         -2.4,      8.739753, , 
         -2.2,      8.713001, , 
           -2,      8.689526, , 
         -1.8,      8.669157, , 
         -1.6,      8.651661, , 
         -1.4,      8.636919, , 
         -1.2,      8.624643, , 
           -1,      8.614579, , 
         -0.8,      8.606958, , 
         -0.6,      8.601937, , 
         -0.4,      8.599066, , 
         -0.2,      8.598613, , 
            0,      8.600159, , 
          0.2,      8.603668, , 
          0.4,      8.609048, , 
          0.6,      8.616237, , 
          0.8,      8.625212, , 
            1,      8.635871, , 
          1.2,       8.64822, , 
          1.4,      8.662183, , 
          1.6,      8.677802, , 
          1.8,      8.694966, , 
            2,      8.713668, , 
          2.2,      8.733914, , 
          2.4,      8.755675, , 
          2.6,      8.778938, , 
          2.8,      8.803631, , 
            3,      8.829798, , 
          3.2,      8.857378, , 
          3.4,      8.886385, , 
          3.6,      8.916776, , 
          3.8,      8.948507, , 
            4,       8.98155, , 
          4.2,      9.015872, , 
          4.4,      9.051439, , 
          4.6,      9.088194, , 
          4.8,       9.12609, , 
            5,      9.165088, , 
          5.2,      9.205146, , 
          5.4,      9.246272, , 
          5.6,      9.288418, , 
          5.8,      9.331571, , 
            6,      9.375663, , 
          6.2,      9.420659, , 
          6.4,       9.46653, , 
          6.6,       9.51327, , 
          6.8,       9.56092, , 
            7,      9.609473, , 
          7.2,      9.658925, , 
          7.4,      9.709276, , 
          7.6,      9.760558, , 
          7.8,      9.812786, , 
            8,      9.865953, , 
          8.2,      9.920069, , 
          8.4,       9.97517, , 
          8.6,      10.03126, , 
          8.8,      10.08853, , 
            9,       10.1471, , 
          9.2,      10.20693, , 
          9.4,      10.26818, , 
          9.6,        10.331, , 
          9.8,      10.39561, , 
           10,      10.46213, , 

