Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, ,            -3,     0.6222845, , 
         -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, ,          -2.8,     0.6221801, , 
         -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, ,          -2.6,     0.6220678, , 
         -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, ,          -2.4,     0.6219481, , 
         -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, ,          -2.2,     0.6218214, , 
           -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, ,            -2,     0.6216881, , 
         -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, ,          -1.8,     0.6215484, , 
         -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, ,          -1.6,     0.6214028, , 
         -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, ,          -1.4,     0.6212516, , 
         -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, ,          -1.2,      0.621095, , 
           -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, ,            -1,     0.6209332, , 
         -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, ,          -0.8,     0.6207667, , 
         -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, ,          -0.6,     0.6205955, , 
         -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, ,          -0.4,     0.6204199, , 
         -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, ,          -0.2,     0.6202402, , 
            0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, ,             0,     0.6200565, , 
          0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, ,           0.2,     0.6198691, , 
          0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, ,           0.4,      0.619678, , 
          0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, ,           0.6,     0.6194835, , 
          0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, ,           0.8,     0.6192858, , 
            1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, ,             1,      0.619085, , 
          1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, ,           1.2,     0.6188812, , 
          1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, ,           1.4,     0.6186747, , 
          1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, ,           1.6,     0.6184654, , 
          1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, ,           1.8,     0.6182536, , 
            2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, ,             2,     0.6180394, , 
          2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, ,           2.2,     0.6178229, , 
          2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, ,           2.4,     0.6176041, , 
          2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, ,           2.6,     0.6173833, , 
          2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, ,           2.8,     0.6171605, , 
            3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, ,             3,     0.6169359, , 
          3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, ,           3.2,     0.6167094, , 
          3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, ,           3.4,     0.6164813, , 
          3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, ,           3.6,     0.6162516, , 
          3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, ,           3.8,     0.6160203, , 
            4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, ,             4,     0.6157876, , 
          4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, ,           4.2,     0.6155536, , 
          4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, ,           4.4,     0.6153183, , 
          4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, ,           4.6,     0.6150818, , 
          4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, ,           4.8,     0.6148442, , 
            5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, ,             5,     0.6146055, , 
          5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, ,           5.2,     0.6143658, , 
          5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, ,           5.4,     0.6141253, , 
          5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, ,           5.6,     0.6138839, , 
          5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, ,           5.8,     0.6136417, , 
            6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, ,             6,     0.6133988, , 
          6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, ,           6.2,     0.6131552, , 
          6.4,      0.612911, ,           6.4,      0.612911, , , , ,           6.4,      0.612911, ,           6.4,      0.612911, ,           6.4,      0.612911, ,           6.4,      0.612911, ,           6.4,      0.612911, ,           6.4,      0.612911, , , , ,           6.4,      0.612911, ,           6.4,      0.612911, ,           6.4,      0.612911, , 
          6.6,     0.6126664, ,           6.6,     0.6126664, , , , ,           6.6,     0.6126664, ,           6.6,     0.6126664, ,           6.6,     0.6126664, ,           6.6,     0.6126664, ,           6.6,     0.6126664, ,           6.6,     0.6126664, , , , ,           6.6,     0.6126664, ,           6.6,     0.6126664, ,           6.6,     0.6126664, , 
          6.8,     0.6124212, ,           6.8,     0.6124212, , , , ,           6.8,     0.6124212, ,           6.8,     0.6124212, ,           6.8,     0.6124212, ,           6.8,     0.6124212, ,           6.8,     0.6124212, ,           6.8,     0.6124212, , , , ,           6.8,     0.6124212, ,           6.8,     0.6124212, ,           6.8,     0.6124212, , 
            7,     0.6121756, ,             7,     0.6121756, , , , ,             7,     0.6121756, ,             7,     0.6121756, ,             7,     0.6121756, ,             7,     0.6121756, ,             7,     0.6121756, ,             7,     0.6121756, , , , , , , , , , , , , , 
, , ,           7.2,     0.6119297, , , , ,           7.2,     0.6119297, ,           7.2,     0.6119297, ,           7.2,     0.6119297, ,           7.2,     0.6119297, ,           7.2,     0.6119297, ,           7.2,     0.6119297, , , , , , , , , , , , , , 
, , ,           7.4,     0.6116834, , , , ,           7.4,     0.6116834, ,           7.4,     0.6116834, ,           7.4,     0.6116834, ,           7.4,     0.6116834, ,           7.4,     0.6116834, ,           7.4,     0.6116834, , , , , , , , , , , , , , 
, , ,           7.6,     0.6114369, , , , ,           7.6,     0.6114369, ,           7.6,     0.6114369, ,           7.6,     0.6114369, ,           7.6,     0.6114369, ,           7.6,     0.6114369, ,           7.6,     0.6114369, , , , , , , , , , , , , , 
, , , , , , , , ,           7.8,     0.6111902, ,           7.8,     0.6111902, ,           7.8,     0.6111902, ,           7.8,     0.6111902, ,           7.8,     0.6111902, ,           7.8,     0.6111902, , , , , , , , , , , , , , 

