Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.6496694, ,            -5,     0.6496694, ,            -5,     0.6496694, , 
         -4.8,     0.6498064, ,          -4.8,     0.6498064, ,          -4.8,     0.6498064, , 
         -4.6,     0.6499263, ,          -4.6,     0.6499263, ,          -4.6,     0.6499263, , 
         -4.4,     0.6500305, ,          -4.4,     0.6500305, ,          -4.4,     0.6500305, , 
         -4.2,       0.65012, ,          -4.2,       0.65012, ,          -4.2,       0.65012, , 
           -4,     0.6501958, ,            -4,     0.6501958, ,            -4,     0.6501958, , 
         -3.8,     0.6502589, ,          -3.8,     0.6502589, ,          -3.8,     0.6502589, , 
         -3.6,     0.6503101, ,          -3.6,     0.6503101, ,          -3.6,     0.6503101, , 
         -3.4,     0.6503503, ,          -3.4,     0.6503503, ,          -3.4,     0.6503503, , 
         -3.2,     0.6503802, ,          -3.2,     0.6503802, ,          -3.2,     0.6503802, , 
           -3,     0.6504005, ,            -3,     0.6504005, ,            -3,     0.6504005, , 
         -2.8,     0.6504118, ,          -2.8,     0.6504118, ,          -2.8,     0.6504118, , 
         -2.6,     0.6504148, ,          -2.6,     0.6504148, ,          -2.6,     0.6504148, , 
         -2.4,       0.65041, ,          -2.4,       0.65041, ,          -2.4,       0.65041, , 
         -2.2,     0.6503979, ,          -2.2,     0.6503979, ,          -2.2,     0.6503979, , 
           -2,     0.6503789, ,            -2,     0.6503789, ,            -2,     0.6503789, , 
         -1.8,     0.6503537, ,          -1.8,     0.6503537, ,          -1.8,     0.6503537, , 
         -1.6,     0.6503225, ,          -1.6,     0.6503225, ,          -1.6,     0.6503225, , 
         -1.4,     0.6502858, ,          -1.4,     0.6502858, ,          -1.4,     0.6502858, , 
         -1.2,     0.6502439, ,          -1.2,     0.6502439, ,          -1.2,     0.6502439, , 
           -1,     0.6501972, ,            -1,     0.6501972, ,            -1,     0.6501972, , 
         -0.8,     0.6501461, ,          -0.8,     0.6501461, ,          -0.8,     0.6501461, , 
         -0.6,     0.6500908, ,          -0.6,     0.6500908, ,          -0.6,     0.6500908, , 
         -0.4,     0.6500316, ,          -0.4,     0.6500316, ,          -0.4,     0.6500316, , 
         -0.2,     0.6499689, ,          -0.2,     0.6499689, ,          -0.2,     0.6499689, , 
            0,     0.6499028, ,             0,     0.6499028, ,             0,     0.6499028, , 
          0.2,     0.6498336, ,           0.2,     0.6498336, ,           0.2,     0.6498336, , 
          0.4,     0.6497616, ,           0.4,     0.6497616, ,           0.4,     0.6497616, , 
          0.6,     0.6496869, ,           0.6,     0.6496869, ,           0.6,     0.6496869, , 
          0.8,     0.6496098, ,           0.8,     0.6496098, ,           0.8,     0.6496098, , 
            1,     0.6495305, ,             1,     0.6495305, ,             1,     0.6495305, , 
          1.2,     0.6494491, ,           1.2,     0.6494491, ,           1.2,     0.6494491, , 
          1.4,     0.6493659, ,           1.4,     0.6493659, ,           1.4,     0.6493659, , 
          1.6,      0.649281, ,           1.6,      0.649281, ,           1.6,      0.649281, , 
          1.8,     0.6491946, ,           1.8,     0.6491946, ,           1.8,     0.6491946, , 
            2,     0.6491068, ,             2,     0.6491068, ,             2,     0.6491068, , 
          2.2,     0.6490178, ,           2.2,     0.6490178, ,           2.2,     0.6490178, , 
          2.4,     0.6489277, ,           2.4,     0.6489277, ,           2.4,     0.6489277, , 
          2.6,     0.6488367, ,           2.6,     0.6488367, ,           2.6,     0.6488367, , 
          2.8,     0.6487448, ,           2.8,     0.6487448, ,           2.8,     0.6487448, , 
            3,     0.6486523, ,             3,     0.6486523, ,             3,     0.6486523, , 
          3.2,     0.6485592, ,           3.2,     0.6485592, ,           3.2,     0.6485592, , 
          3.4,     0.6484656, ,           3.4,     0.6484656, ,           3.4,     0.6484656, , 
          3.6,     0.6483717, ,           3.6,     0.6483717, ,           3.6,     0.6483717, , 
          3.8,     0.6482776, ,           3.8,     0.6482776, ,           3.8,     0.6482776, , 
            4,     0.6481833, ,             4,     0.6481833, ,             4,     0.6481833, , 
          4.2,      0.648089, ,           4.2,      0.648089, ,           4.2,      0.648089, , 
          4.4,     0.6479948, ,           4.4,     0.6479948, , , , , 
          4.6,     0.6479007, ,           4.6,     0.6479007, , , , , 
          4.8,     0.6478068, ,           4.8,     0.6478068, , , , , 
, , ,             5,     0.6477133, , , , , 
, , ,           5.2,     0.6476202, , , , , 
, , ,           5.4,     0.6475276, , , , , 
, , ,           5.6,     0.6474355, , , , , 

