Alpha,T1-15.8 m/s-VLM2, , 
           -3,      4.828487, , 
         -2.8,      4.851847, , 
         -2.6,      4.873524, , 
         -2.4,      4.893717, , 
         -2.2,      4.912467, , 
           -2,      4.929299, , 
         -1.8,      4.944395, , 
         -1.6,      4.957872, , 
         -1.4,      4.969834, , 
         -1.2,      4.980386, , 
           -1,      4.989593, , 
         -0.8,      4.997477, , 
         -0.6,      5.004182, , 
         -0.4,      5.009758, , 
         -0.2,      5.014179, , 
            0,      5.017264, , 
          0.2,      5.019168, , 
          0.4,      5.020027, , 
          0.6,      5.019796, , 
          0.8,      5.018602, , 
            1,      5.016493, , 
          1.2,      5.013522, , 
          1.4,      5.009719, , 
          1.6,      5.005263, , 
          1.8,       5.00011, , 
            2,      4.994209, , 
          2.2,      4.987474, , 
          2.4,      4.980002, , 
          2.6,      4.971714, , 
          2.8,      4.962782, , 
            3,      4.953272, , 
          3.2,      4.943151, , 
          3.4,      4.932524, , 
          3.6,       4.92141, , 
          3.8,      4.909803, , 
            4,      4.897771, , 
          4.2,       4.88532, , 
          4.4,      4.872569, , 
          4.6,      4.859455, , 
          4.8,      4.845964, , 
            5,       4.83205, , 
          5.2,      4.817786, , 
          5.4,      4.803215, , 
          5.6,      4.788303, , 
          5.8,      4.773062, , 
            6,      4.757549, , 
          6.2,      4.741786, , 
          6.4,      4.725755, , 
          6.6,      4.709503, , 
          6.8,       4.69305, , 
            7,      4.676363, , 
          7.2,      4.659483, , 
          7.4,      4.642426, , 
          7.6,      4.625195, , 
          7.8,      4.607795, , 
            8,      4.590248, , 
          8.2,      4.572566, , 
          8.4,      4.554755, , 
          8.6,      4.536828, , 
          8.8,      4.518784, , 
            9,      4.500637, , 
          9.2,      4.482407, , 
          9.4,      4.464101, , 
          9.6,      4.445733, , 
          9.8,      4.427305, , 
           10,      4.408829, , 

