Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.8119846, ,            -5,     0.8119846, ,            -5,     0.8119846, ,            -5,     0.8119846, ,            -5,     0.8119846, , 
         -4.8,     0.8273852, ,          -4.8,     0.8273852, ,          -4.8,     0.8273852, ,          -4.8,     0.8273852, ,          -4.8,     0.8273852, , 
         -4.6,     0.8427695, ,          -4.6,     0.8427695, ,          -4.6,     0.8427695, ,          -4.6,     0.8427695, ,          -4.6,     0.8427695, , 
         -4.4,     0.8581371, ,          -4.4,     0.8581371, ,          -4.4,     0.8581371, ,          -4.4,     0.8581371, ,          -4.4,     0.8581371, , 
         -4.2,     0.8734877, ,          -4.2,     0.8734877, ,          -4.2,     0.8734877, ,          -4.2,     0.8734877, ,          -4.2,     0.8734877, , 
           -4,     0.8888208, ,            -4,     0.8888208, ,            -4,     0.8888208, ,            -4,     0.8888208, ,            -4,     0.8888208, , 
         -3.8,     0.9041361, ,          -3.8,     0.9041361, ,          -3.8,     0.9041361, ,          -3.8,     0.9041361, ,          -3.8,     0.9041361, , 
         -3.6,     0.9194331, ,          -3.6,     0.9194331, ,          -3.6,     0.9194331, ,          -3.6,     0.9194331, ,          -3.6,     0.9194331, , 
         -3.4,     0.9347115, ,          -3.4,     0.9347115, ,          -3.4,     0.9347115, ,          -3.4,     0.9347115, ,          -3.4,     0.9347115, , 
         -3.2,     0.9499707, ,          -3.2,     0.9499707, ,          -3.2,     0.9499707, ,          -3.2,     0.9499707, ,          -3.2,     0.9499707, , 
           -3,     0.9652106, ,            -3,     0.9652106, ,            -3,     0.9652106, ,            -3,     0.9652106, ,            -3,     0.9652106, , 
         -2.8,     0.9804305, ,          -2.8,     0.9804305, ,          -2.8,     0.9804305, ,          -2.8,     0.9804305, ,          -2.8,     0.9804305, , 
         -2.6,     0.9956303, ,          -2.6,     0.9956303, ,          -2.6,     0.9956303, ,          -2.6,     0.9956303, ,          -2.6,     0.9956303, , 
         -2.4,      1.010809, ,          -2.4,      1.010809, ,          -2.4,      1.010809, ,          -2.4,      1.010809, ,          -2.4,      1.010809, , 
         -2.2,      1.025967, ,          -2.2,      1.025967, ,          -2.2,      1.025967, ,          -2.2,      1.025967, ,          -2.2,      1.025967, , 
           -2,      1.041104, ,            -2,      1.041104, ,            -2,      1.041104, ,            -2,      1.041104, ,            -2,      1.041104, , 
         -1.8,      1.056219, ,          -1.8,      1.056219, ,          -1.8,      1.056219, ,          -1.8,      1.056219, ,          -1.8,      1.056219, , 
         -1.6,      1.071311, ,          -1.6,      1.071311, ,          -1.6,      1.071311, ,          -1.6,      1.071311, ,          -1.6,      1.071311, , 
         -1.4,      1.086381, ,          -1.4,      1.086381, ,          -1.4,      1.086381, ,          -1.4,      1.086381, ,          -1.4,      1.086381, , 
         -1.2,      1.101428, ,          -1.2,      1.101428, ,          -1.2,      1.101428, ,          -1.2,      1.101428, ,          -1.2,      1.101428, , 
           -1,      1.116452, ,            -1,      1.116452, ,            -1,      1.116452, ,            -1,      1.116452, ,            -1,      1.116452, , 
         -0.8,      1.131452, ,          -0.8,      1.131452, ,          -0.8,      1.131452, ,          -0.8,      1.131452, ,          -0.8,      1.131452, , 
         -0.6,      1.146428, ,          -0.6,      1.146428, ,          -0.6,      1.146428, ,          -0.6,      1.146428, ,          -0.6,      1.146428, , 
         -0.4,      1.161379, ,          -0.4,      1.161379, ,          -0.4,      1.161379, ,          -0.4,      1.161379, ,          -0.4,      1.161379, , 
         -0.2,      1.176305, ,          -0.2,      1.176305, ,          -0.2,      1.176305, ,          -0.2,      1.176305, ,          -0.2,      1.176305, , 
            0,      1.191206, ,             0,      1.191206, ,             0,      1.191206, ,             0,      1.191206, ,             0,      1.191206, , 
          0.2,      1.206082, ,           0.2,      1.206082, ,           0.2,      1.206082, ,           0.2,      1.206082, ,           0.2,      1.206082, , 
          0.4,      1.220931, ,           0.4,      1.220931, ,           0.4,      1.220931, ,           0.4,      1.220931, ,           0.4,      1.220931, , 
