Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
         -2.6,      7.098439, ,          -2.6,      6.780512, ,          -2.6,      10.84036, ,          -2.6,      6.657219, ,          -2.6,      6.614833, ,          -2.6,      6.607936, ,          -2.6,      6.576756, ,          -2.6,      6.564875, ,          -2.6,      6.559141, ,          -2.6,      9.888667, ,          -2.6,      8.304291, ,          -2.6,      7.551303, ,          -2.6,      7.472808, , 
         -2.4,      7.076508, ,          -2.4,      6.755668, ,          -2.4,      10.83063, ,          -2.4,      6.631282, ,          -2.4,      6.588521, ,          -2.4,      6.581567, ,          -2.4,      6.550448, ,          -2.4,      6.538774, ,          -2.4,      6.533091, ,          -2.4,      9.881578, ,          -2.4,      8.300606, ,          -2.4,      7.535733, ,          -2.4,      7.456108, , 
         -2.2,      7.057678, ,          -2.2,      6.733681, ,          -2.2,      10.82576, ,          -2.2,      6.608257, ,          -2.2,      6.565321, ,          -2.2,      6.558381, ,          -2.2,      6.527653, ,          -2.2,      6.516315, ,          -2.2,      6.510515, ,          -2.2,      9.879183, ,          -2.2,       8.30127, ,          -2.2,      7.523765, ,          -2.2,      7.442923, , 
           -2,       7.04188, ,            -2,       6.71441, ,            -2,      10.82576, ,            -2,      6.587938, ,            -2,      6.544833, ,            -2,      6.537903, ,            -2,      6.507684, ,            -2,      6.496804, ,            -2,      6.491048, ,            -2,      9.881473, ,            -2,      8.306245, ,            -2,      7.515295, ,            -2,      7.433157, , 
         -1.8,      7.029078, ,          -1.8,      6.697752, ,          -1.8,      10.83054, ,          -1.8,       6.57014, ,          -1.8,      6.526831, ,          -1.8,      6.519906, ,          -1.8,      6.490234, ,          -1.8,      6.479866, ,          -1.8,      6.474228, ,          -1.8,      9.888383, ,          -1.8,      8.315532, ,          -1.8,       7.51031, ,          -1.8,      7.426791, , 
         -1.6,      7.019181, ,          -1.6,      6.683667, ,          -1.6,      10.83999, ,          -1.6,      6.554818, ,          -1.6,      6.511193, ,          -1.6,      6.504232, ,          -1.6,      6.473864, ,          -1.6,      6.462924, ,          -1.6,      6.457133, ,          -1.6,      9.899815, ,          -1.6,      8.329031, ,          -1.6,      7.508757, ,          -1.6,      7.423768, , 
         -1.4,      7.012188, ,          -1.4,      6.672056, ,          -1.4,      10.85392, ,          -1.4,        6.5418, ,          -1.4,      6.497779, ,          -1.4,      6.490765, ,          -1.4,      6.459577, ,          -1.4,      6.447991, ,          -1.4,      6.442027, ,          -1.4,      9.915661, ,          -1.4,       8.34677, ,          -1.4,      7.510593, ,          -1.4,      7.424052, , 
         -1.2,      7.008024, ,          -1.2,      6.662859, ,          -1.2,      10.87233, ,          -1.2,      6.531064, ,          -1.2,       6.48656, ,          -1.2,       6.47948, ,          -1.2,      6.447374, ,          -1.2,      6.435086, ,          -1.2,      6.428941, ,          -1.2,      9.935905, ,          -1.2,      8.368702, ,          -1.2,      7.515839, ,          -1.2,      7.427645, , 
           -1,      7.006659, ,            -1,      6.656067, ,            -1,      10.89505, ,            -1,      6.522497, ,            -1,      6.477437, ,            -1,      6.470274, ,            -1,      6.437526, ,            -1,      6.424839, ,            -1,      6.418602, ,            -1,      9.960439, ,            -1,       8.39485, ,            -1,      7.524486, ,            -1,      7.434534, , 
         -0.8,      7.008033, ,          -0.8,      6.651634, ,          -0.8,      10.92205, ,          -0.8,      6.516053, ,          -0.8,      6.470294, ,          -0.8,       6.46303, ,          -0.8,      6.429871, ,          -0.8,      6.417054, ,          -0.8,      6.410805, ,          -0.8,      9.989243, ,          -0.8,      8.425155, ,          -0.8,      7.536462, ,          -0.8,      7.444649, , 
         -0.6,      7.012173, ,          -0.6,      6.649534, ,          -0.6,      10.95335, ,          -0.6,      6.511812, ,          -0.6,      6.465233, ,          -0.6,      6.457827, ,          -0.6,       6.42412, ,          -0.6,      6.411148, ,          -0.6,      6.404859, ,          -0.6,      10.02234, ,          -0.6,      8.459711, ,          -0.6,      7.551806, ,          -0.6,      7.458028, , 
         -0.4,      7.018989, ,          -0.4,       6.64971, ,          -0.4,      10.98861, ,          -0.4,      6.509657, ,          -0.4,      6.462182, ,          -0.4,      6.454623, ,          -0.4,      6.420291, ,          -0.4,      6.407119, ,          -0.4,      6.400596, ,          -0.4,      10.05948, ,          -0.4,      8.498327, ,          -0.4,      7.570459, ,          -0.4,      7.474606, , 
         -0.2,      7.028515, ,          -0.2,      6.652224, ,          -0.2,       11.0281, ,          -0.2,      6.509656, ,          -0.2,      6.461174, ,          -0.2,      6.453436, ,          -0.2,      6.418252, ,          -0.2,      6.404732, ,          -0.2,      6.398001, ,          -0.2,      10.10087, ,          -0.2,      8.541218, ,          -0.2,      7.592526, ,          -0.2,      7.494475, , 
            0,      7.040653, ,             0,      6.656982, ,             0,      11.07142, ,             0,      6.511792, ,             0,       6.46219, ,             0,      6.454246, ,             0,      6.418079, ,             0,      6.404154, ,             0,      6.397193, ,             0,      10.14632, ,             0,      8.588428, ,             0,      7.617919, ,             0,      7.517545, , 
          0.2,      7.055455, ,           0.2,      6.663989, ,           0.2,      11.11846, ,           0.2,      6.516143, ,           0.2,      6.465385, ,           0.2,       6.45722, ,           0.2,       6.41996, ,           0.2,      6.405565, ,           0.2,      6.398357, ,           0.2,      10.19579, ,           0.2,       8.64006, ,           0.2,      7.646667, ,           0.2,      7.543849, , 
          0.4,      7.072915, ,           0.4,      6.673223, ,           0.4,      11.16671, ,           0.4,      6.522664, ,           0.4,      6.470778, ,           0.4,      6.462391, ,           0.4,       6.42403, ,           0.4,      6.409159, ,           0.4,        6.4017, ,           0.4,      10.24773, ,           0.4,       8.69614, ,           0.4,      7.678749, ,           0.4,       7.57337, , 
          0.6,      7.093014, ,           0.6,      6.684646, ,           0.6,      11.21894, ,           0.6,      6.531332, ,           0.6,      6.478337, ,           0.6,      6.469738, ,           0.6,      6.430331, ,           0.6,      6.415011, ,           0.6,      6.407317, ,           0.6,      10.30387, ,           0.6,      8.756656, ,           0.6,      7.714229, ,           0.6,       7.60616, , 
          0.8,      7.115714, ,           0.8,      6.698247, ,           0.8,       11.2754, ,           0.8,      6.542157, ,           0.8,      6.488089, ,           0.8,      6.479284, ,           0.8,      6.438859, ,           0.8,      6.423102, ,           0.8,      6.415185, ,           0.8,      10.36429, ,           0.8,      8.821481, ,           0.8,      7.753074, ,           0.8,      7.642181, , 
            1,      7.140976, ,             1,      6.713971, ,             1,      11.33586, ,             1,      6.555098, ,             1,      6.500016, ,             1,      6.491023, ,             1,      6.449668, ,             1,       6.43351, ,             1,      6.425391, ,             1,      10.42894, ,             1,      8.890815, ,             1,      7.795392, ,             1,      7.681515, , 
          1.2,       7.16876, ,           1.2,      6.731728, ,           1.2,      11.39969, ,           1.2,      6.570066, ,           1.2,      6.514027, ,           1.2,      6.504862, ,           1.2,      6.462651, ,           1.2,      6.446124, ,           1.2,      6.437818, ,           1.2,      10.49726, ,           1.2,      8.964308, ,           1.2,      7.841349, ,           1.2,      7.724292, , 
          1.4,       7.19915, ,           1.4,       6.75148, ,           1.4,      11.46729, ,           1.4,       6.58701, ,           1.4,      6.530067, ,           1.4,      6.520748, ,           1.4,      6.477762, ,           1.4,      6.460895, ,           1.4,      6.452419, ,           1.4,      10.56971, ,           1.4,      9.042401, ,           1.4,       7.89114, ,           1.4,      7.770688, , 
          1.6,      7.231958, ,           1.6,      6.773117, ,           1.6,      11.53809, ,           1.6,       6.60582, ,           1.6,      6.548012, ,           1.6,      6.538548, ,           1.6,      6.494829, ,           1.6,      6.477637, ,           1.6,         6.469, ,           1.6,      10.64598, ,           1.6,      9.125258, ,           1.6,      7.944777, ,           1.6,      7.820674, , 
          1.8,      7.267232, ,           1.8,      6.796591, ,           1.8,      11.61304, ,           1.8,      6.626418, ,           1.8,      6.567776, ,           1.8,      6.558171, ,           1.8,      6.513757, ,           1.8,      6.496267, ,           1.8,       6.48748, ,           1.8,      10.72659, ,           1.8,      9.212748, ,           1.8,      8.002854, ,           1.8,      7.874745, , 
            2,      7.305127, ,             2,      6.821836, ,             2,      11.69057, ,             2,      6.648703, ,             2,      6.589222, ,             2,      6.579486, ,             2,      6.534429, ,             2,      6.516666, ,             2,       6.50774, ,             2,      10.81057, ,             2,      9.304904, ,             2,      8.065418, ,             2,      7.932974, , 
          2.2,       7.34571, ,           2.2,      6.848826, ,           2.2,      11.77151, ,           2.2,      6.672635, ,           2.2,      6.612264, ,           2.2,      6.602392, ,           2.2,      6.556709, ,           2.2,        6.5387, ,           2.2,      6.529646, ,           2.2,      10.89846, ,           2.2,      9.401759, ,           2.2,      8.132956, ,           2.2,      7.995776, , 
          2.4,      7.388932, ,           2.4,      6.877498, ,           2.4,      11.85596, ,           2.4,      6.698083, ,           2.4,      6.636813, ,           2.4,      6.626797, ,           2.4,      6.580462, ,           2.4,      6.562205, ,           2.4,       6.55302, ,           2.4,      10.99014, ,           2.4,      9.502929, ,           2.4,      8.205338, ,           2.4,      8.063032, , 
          2.6,      7.435144, ,           2.6,      6.907807, ,           2.6,      11.94314, ,           2.6,      6.724957, ,           2.6,       6.66276, ,           2.6,      6.652587, ,           2.6,      6.605562, ,           2.6,      6.587052, ,           2.6,      6.577733, ,           2.6,      11.08523, ,           2.6,      9.608649, ,           2.6,      8.283192, ,           2.6,      8.135328, , 
          2.8,      7.484465, ,           2.8,      6.939673, ,           2.8,       12.0331, ,           2.8,      6.753163, ,           2.8,      6.690004, ,           2.8,      6.679662, ,           2.8,      6.631897, ,           2.8,      6.613118, ,           2.8,      6.603658, ,           2.8,      11.18383, ,           2.8,      9.719134, ,           2.8,      8.366778, ,           2.8,      8.212903, , 
            3,      7.537025, ,             3,      6.973033, ,             3,      12.12634, ,             3,       6.78266, ,             3,      6.718499, ,             3,      6.707992, ,             3,      6.659444, ,             3,      6.640348, ,             3,      6.630728, ,             3,      11.28629, ,             3,      9.834533, ,             3,      8.456705, ,             3,      8.296282, , 
          3.2,       7.59326, ,           3.2,      7.007942, ,           3.2,       12.2222, ,           3.2,      6.813444, ,           3.2,      6.748179, ,           3.2,      6.737506, ,           3.2,      6.688129, ,           3.2,      6.668672, ,           3.2,      6.658874, ,           3.2,      11.39227, ,           3.2,       9.95502, ,           3.2,      8.553348, ,           3.2,      8.385862, , 
          3.4,      7.653234, ,           3.4,      7.044421, ,           3.4,      12.32119, ,           3.4,      6.845432, ,           3.4,      6.778969, ,           3.4,      6.768124, ,           3.4,      6.717883, ,           3.4,      6.698048, ,           3.4,      6.688059, ,           3.4,      11.50205, ,           3.4,      10.08058, ,           3.4,      8.657115, ,           3.4,      8.481986, , 
          3.6,      7.717822, ,           3.6,      7.082515, ,           3.6,      12.42304, ,           3.6,      6.878584, ,           3.6,      6.810845, ,           3.6,      6.799814, ,           3.6,      6.748665, ,           3.6,      6.728446, ,           3.6,      6.718259, ,           3.6,      11.61569, ,           3.6,      10.21175, ,           3.6,      8.768504, ,           3.6,      8.585243, , 
          3.8,      7.787295, ,           3.8,      7.122203, ,           3.8,      12.52799, ,           3.8,      6.912844, ,           3.8,      6.843761, ,           3.8,      6.832504, ,           3.8,      6.780348, ,           3.8,      6.759751, ,           3.8,      6.749368, ,           3.8,      11.73362, ,           3.8,      10.34923, ,           3.8,      8.887765, ,           3.8,      8.695898, , 
            4,      7.862772, ,             4,      7.163632, ,             4,      12.63698, ,             4,      6.948199, ,             4,       6.87766, ,             4,      6.866148, ,             4,      6.812894, ,             4,      6.791913, ,             4,       6.78133, ,             4,      11.85711, ,             4,      10.49474, ,             4,      9.015049, ,             4,      8.814307, , 
          4.2,      7.944414, ,           4.2,      7.206817, ,           4.2,      12.75109, ,           4.2,      6.984729, ,           4.2,      6.912556, ,           4.2,      6.900778, ,           4.2,      6.846338, ,           4.2,      6.824911, ,           4.2,      6.814108, ,           4.2,      11.98787, ,           4.2,      10.65078, ,           4.2,      9.149842, ,           4.2,      8.940087, , 
          4.4,      8.033561, ,           4.4,      7.251786, ,           4.4,      12.86873, ,           4.4,      7.022402, ,           4.4,      6.948445, ,           4.4,      6.936403, ,           4.4,      6.880714, ,           4.4,      6.858782, ,           4.4,      6.847734, ,           4.4,      12.12381, ,           4.4,      10.81458, ,           4.4,      9.291531, ,           4.4,      9.073019, , 
          4.6,      8.131906, ,           4.6,      7.298627, ,           4.6,       12.9909, ,           4.6,      7.061132, ,           4.6,       6.98527, ,           4.6,      6.972961, ,           4.6,      6.915994, ,           4.6,      6.893534, ,           4.6,      6.882228, ,           4.6,      12.26646, ,           4.6,      10.98836, ,           4.6,      9.439864, ,           4.6,      9.213256, , 
          4.8,      8.240928, ,           4.8,      7.347583, ,           4.8,      13.12016, ,           4.8,       7.10095, ,           4.8,      7.023053, ,           4.8,      7.010444, ,           4.8,      6.952136, ,           4.8,      6.929176, ,           4.8,       6.91762, ,           4.8,      12.41993, ,           4.8,      11.17829, ,           4.8,      9.594937, ,           4.8,      9.361184, , 
            5,      8.362225, ,             5,      7.399055, ,             5,      13.26223, ,             5,      7.142006, ,             5,      7.061852, ,             5,      7.048905, ,             5,      6.989164, ,             5,      6.965709, ,             5,      6.953903, ,             5,       12.5924, ,             5,      11.39562, ,             5,       9.75627, ,             5,      9.516731, , 
          5.2,      8.497437, ,           5.2,       7.45305, ,           5.2,      13.42054, ,           5.2,      7.184268, ,           5.2,      7.101702, ,           5.2,      7.088411, ,           5.2,      7.027166, ,           5.2,      7.003168, ,           5.2,      6.991097, ,           5.2,      12.78928, ,           5.2,      11.64835, ,           5.2,        9.9236, ,           5.2,       9.68003, , 
          5.4,      8.646997, ,           5.4,      7.510124, ,           5.4,      13.58337, ,           5.4,      7.227653, ,           5.4,      7.142582, ,           5.4,      7.128955, ,           5.4,      7.066211, ,           5.4,      7.041654, ,           5.4,      7.029319, ,           5.4,      12.99263, ,           5.4,       11.9105, ,           5.4,      10.09813, ,           5.4,      9.852109, , 
          5.6,      8.808915, ,           5.6,      7.570665, ,           5.6,      13.73963, ,           5.6,      7.272386, ,           5.6,      7.184574, ,           5.6,      7.170589, ,           5.6,      7.106277, ,           5.6,      7.081151, ,           5.6,      7.068552, ,           5.6,      13.18633, ,           5.6,      12.15962, ,           5.6,      10.28093, ,           5.6,      10.03337, , 
          5.8,      8.982206, ,           5.8,      7.635264, ,           5.8,      13.88779, ,           5.8,      7.318641, ,           5.8,      7.227814, ,           5.8,      7.213415, ,           5.8,      7.147446, ,           5.8,      7.121811, ,           5.8,      7.108965, ,           5.8,       13.3682, ,           5.8,      12.39296, ,           5.8,      10.47636, ,           5.8,      10.22709, , 
            6,      9.165716, ,             6,      7.705903, ,             6,      14.02663, ,             6,      7.366449, ,             6,      7.272371, ,             6,      7.257536, ,             6,      7.189857, ,             6,      7.163719, ,             6,      7.150622, ,             6,      13.53643, ,             6,      12.60755, ,             6,      10.67824, ,             6,      10.42784, , 
          6.2,      9.359498, ,           6.2,      7.784608, ,           6.2,      14.15957, ,           6.2,      7.415786, ,           6.2,      7.318294, ,           6.2,      7.303061, ,           6.2,      7.233627, ,           6.2,      7.206847, ,           6.2,      7.193446, ,           6.2,      13.69625, ,           6.2,      12.81153, ,           6.2,      10.89388, ,           6.2,      10.64133, , 
          6.4,      9.565651, ,           6.4,      7.876079, , , , ,           6.4,      7.467147, ,           6.4,      7.365865, ,           6.4,      7.350182, ,           6.4,       7.27881, ,           6.4,      7.251346, ,           6.4,       7.23762, , , , ,           6.4,      13.00688, ,           6.4,      11.16107, ,           6.4,      10.89829, , 
          6.6,      9.792145, ,           6.6,      7.984974, , , , ,           6.6,      7.520711, ,           6.6,      7.415143, ,           6.6,      7.398943, ,           6.6,      7.325487, ,           6.6,      7.297377, ,           6.6,      7.283324, , , , ,           6.6,      13.20401, ,           6.6,      11.59853, ,           6.6,      11.29659, , 
          6.8,      10.03574, ,           6.8,      8.107004, , , , ,           6.8,      7.576746, ,           6.8,      7.466352, ,           6.8,      7.449612, ,           6.8,      7.373869, ,           6.8,      7.344974, ,           6.8,      7.330535, , , , ,           6.8,      13.39379, ,           6.8,      11.93884, ,           6.8,       11.6185, , 
            7,      10.28752, ,             7,      8.239636, , , , ,             7,       7.63579, ,             7,       7.51991, ,             7,      7.502495, ,             7,      7.423953, ,             7,      7.394136, ,             7,      7.379265, , , , , , , , , , , , , , 
, , ,           7.2,      8.384767, , , , ,           7.2,      7.698519, ,           7.2,      7.575927, ,           7.2,      7.557757, ,           7.2,      7.476144, ,           7.2,      7.445356, ,           7.2,      7.430009, , , , , , , , , , , , , , 
, , ,           7.4,      8.554189, , , , ,           7.4,      7.765655, ,           7.4,      7.635049, ,           7.4,      7.616009, ,           7.4,      7.530707, ,           7.4,      7.498653, ,           7.4,      7.482704, , , , , , , , , , , , , , 
, , ,           7.6,      8.867265, , , , ,           7.6,      7.838726, ,           7.6,      7.697665, ,           7.6,      7.677559, ,           7.6,       7.58793, ,           7.6,      7.554511, ,           7.6,      7.537898, , , , , , , , , , , , , , 
, , , , , , , , ,           7.8,      7.919722, ,           7.8,      7.764808, ,           7.8,      7.743384, ,           7.8,      7.648445, ,           7.8,      7.613375, ,           7.8,      7.595946, , , , , , , , , , , , , , 

