Alpha,T1-15.8 m/s-VLM2, , 
           -3,     0.5753956, , 
         -2.8,     0.5832392, , 
         -2.6,     0.5910658, , 
         -2.4,     0.5988753, , 
         -2.2,     0.6066673, , 
           -2,     0.6144415, , 
         -1.8,     0.6221976, , 
         -1.6,     0.6299354, , 
         -1.4,     0.6376544, , 
         -1.2,     0.6453544, , 
           -1,     0.6530351, , 
         -0.8,     0.6606963, , 
         -0.6,     0.6683375, , 
         -0.4,     0.6759586, , 
         -0.2,     0.6835592, , 
            0,     0.6911391, , 
          0.2,      0.698698, , 
          0.4,     0.7062355, , 
          0.6,     0.7137514, , 
          0.8,     0.7212454, , 
            1,     0.7287172, , 
          1.2,     0.7361666, , 
          1.4,     0.7435932, , 
          1.6,     0.7509968, , 
          1.8,     0.7583772, , 
            2,      0.765734, , 
          2.2,      0.773067, , 
          2.4,     0.7803759, , 
          2.6,     0.7876604, , 
          2.8,     0.7949204, , 
            3,     0.8021554, , 
          3.2,     0.8093653, , 
          3.4,     0.8165498, , 
          3.6,     0.8237086, , 
          3.8,     0.8308415, , 
            4,     0.8379483, , 
          4.2,     0.8450286, , 
          4.4,     0.8520823, , 
          4.6,     0.8591091, , 
          4.8,     0.8661087, , 
            5,     0.8730809, , 
          5.2,     0.8800255, , 
          5.4,     0.8869422, , 
          5.6,     0.8938308, , 
          5.8,     0.9006911, , 
            6,     0.9075228, , 
          6.2,     0.9143257, , 
          6.4,     0.9210996, , 
          6.6,     0.9278442, , 
          6.8,     0.9345594, , 
            7,     0.9412448, , 
          7.2,     0.9479004, , 
          7.4,     0.9545258, , 
          7.6,     0.9611209, , 
          7.8,     0.9676855, , 
            8,     0.9742193, , 
          8.2,     0.9807222, , 
          8.4,     0.9871939, , 
          8.6,     0.9936343, , 
          8.8,      1.000043, , 
            9,       1.00642, , 
          9.2,      1.012765, , 
          9.4,      1.019078, , 
          9.6,      1.025359, , 
          9.8,      1.031607, , 
           10,      1.037823, , 

