Alpha,T1-15.8 m/s-VLM2, , 
           -3,      6.427784, , 
         -2.8,        6.4564, , 
         -2.6,      6.482061, , 
         -2.4,      6.504841, , 
         -2.2,      6.525126, , 
           -2,      6.543029, , 
         -1.8,       6.55864, , 
         -1.6,      6.572108, , 
         -1.4,      6.583498, , 
         -1.2,      6.593012, , 
           -1,      6.600831, , 
         -0.8,      6.606765, , 
         -0.6,      6.610681, , 
         -0.4,      6.612921, , 
         -0.2,      6.613275, , 
            0,      6.612067, , 
          0.2,       6.60933, , 
          0.4,      6.605137, , 
          0.6,      6.599542, , 
          0.8,      6.592571, , 
            1,      6.584309, , 
          1.2,      6.574763, , 
          1.4,      6.564002, , 
          1.6,      6.552006, , 
          1.8,      6.538871, , 
            2,      6.524619, , 
          2.2,      6.509259, , 
          2.4,      6.492827, , 
          2.6,      6.475351, , 
          2.8,      6.456901, , 
            3,       6.43746, , 
          3.2,      6.417094, , 
          3.4,      6.395809, , 
          3.6,      6.373657, , 
          3.8,      6.350686, , 
            4,      6.326937, , 
          4.2,      6.302451, , 
          4.4,      6.277272, , 
          4.6,      6.251457, , 
          4.8,      6.225056, , 
            5,      6.198114, , 
          5.2,      6.170675, , 
          5.4,       6.14275, , 
          5.6,      6.114386, , 
          5.8,      6.085608, , 
            6,      6.056475, , 
          6.2,      6.027023, , 
          6.4,      5.997284, , 
          6.6,      5.967274, , 
          6.8,      5.936979, , 
            7,      5.906416, , 
          7.2,        5.8756, , 
          7.4,      5.844543, , 
          7.6,      5.813239, , 
          7.8,      5.781689, , 
            8,      5.749913, , 
          8.2,      5.717916, , 
          8.4,      5.685689, , 
          8.6,      5.653244, , 
          8.8,      5.620487, , 
            9,      5.587363, , 
          9.2,      5.553915, , 
          9.4,      5.520071, , 
          9.6,      5.485771, , 
          9.8,      5.450922, , 
           10,      5.415489, , 

