Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      6.098782, ,            -3,       6.27336, ,            -3,      6.345909, ,            -3,      6.380383, ,            -3,      6.402229, ,            -3,      6.409945, ,            -3,      4.694692, ,            -3,      5.467234, ,            -3,      5.843636, , 
         -2.8,      6.121775, ,          -2.8,      6.301633, ,          -2.8,       6.37568, ,          -2.8,       6.41041, ,          -2.8,      6.432155, ,          -2.8,      6.440135, ,          -2.8,      4.709385, ,          -2.8,      5.482135, ,          -2.8,      5.863058, , 
         -2.6,      6.142506, ,          -2.6,      6.327184, ,          -2.6,      6.402533, ,          -2.6,      6.437329, ,          -2.6,      6.458636, ,          -2.6,       6.46619, ,          -2.6,      4.722295, ,          -2.6,      5.494948, ,          -2.6,      5.880349, , 
         -2.4,      6.161088, ,          -2.4,      6.350187, ,          -2.4,      6.426638, ,          -2.4,      6.461441, ,          -2.4,      6.483285, ,          -2.4,      6.491372, ,          -2.4,      4.733407, ,          -2.4,      5.505716, ,          -2.4,      5.895551, , 
         -2.2,      6.177558, ,          -2.2,      6.370735, ,          -2.2,      6.448332, ,          -2.2,      6.483008, ,          -2.2,      6.505515, ,          -2.2,      6.514301, ,          -2.2,      4.742886, ,          -2.2,      5.514479, ,          -2.2,      5.908736, , 
           -2,      6.191775, ,            -2,      6.388581, ,            -2,      6.467678, ,            -2,      6.501541, ,            -2,       6.52448, ,            -2,      6.534415, ,            -2,      4.750682, ,            -2,      5.521271, ,            -2,      5.919937, , 
         -1.8,      6.203965, ,          -1.8,      6.404163, ,          -1.8,      6.484747, ,          -1.8,      6.517883, ,          -1.8,      6.541156, ,          -1.8,      6.552113, ,          -1.8,      4.756864, ,          -1.8,       5.52617, ,          -1.8,      5.929234, , 
         -1.6,      6.214195, ,          -1.6,      6.417503, ,          -1.6,      6.499383, ,          -1.6,       6.53377, ,          -1.6,      6.557367, ,          -1.6,      6.567732, ,          -1.6,      4.761562, ,          -1.6,      5.529226, ,          -1.6,      5.936664, , 
         -1.4,      6.222557, ,          -1.4,      6.428785, ,          -1.4,      6.511756, ,          -1.4,       6.54737, ,          -1.4,      6.571407, ,          -1.4,      6.581078, ,          -1.4,      4.764769, ,          -1.4,      5.530499, ,          -1.4,      5.942293, , 
         -1.2,      6.229132, ,          -1.2,      6.438089, ,          -1.2,      6.521898, ,          -1.2,      6.558188, ,          -1.2,      6.582663, ,          -1.2,      6.592035, ,          -1.2,      4.766514, ,          -1.2,      5.530027, ,          -1.2,      5.946169, , 
           -1,       6.23395, ,            -1,      6.445481, ,            -1,      6.530006, ,            -1,      6.566674, ,            -1,      6.591374, ,            -1,      6.600403, ,            -1,      4.766824, ,            -1,       5.52783, ,            -1,      5.948302, , 
         -0.8,      6.237105, ,          -0.8,      6.451082, ,          -0.8,      6.536204, ,          -0.8,      6.573065, ,          -0.8,      6.597754, ,          -0.8,      6.606345, ,          -0.8,      4.765723, ,          -0.8,      5.523973, ,          -0.8,      5.948756, , 
         -0.6,      6.238617, ,          -0.6,      6.455227, ,          -0.6,      6.541162, ,          -0.6,       6.57825, ,          -0.6,      6.601867, ,          -0.6,      6.610016, ,          -0.6,      4.763262, ,          -0.6,      5.518489, ,          -0.6,      5.947535, , 
         -0.4,      6.238581, ,          -0.4,      6.457742, ,          -0.4,      6.544416, ,          -0.4,      6.581702, ,          -0.4,      6.604186, ,          -0.4,      6.611855, ,          -0.4,       4.75949, ,          -0.4,      5.511435, ,          -0.4,      5.944704, , 
         -0.2,      6.237002, ,          -0.2,      6.458451, ,          -0.2,      6.545723, ,          -0.2,      6.583116, ,          -0.2,      6.605543, ,          -0.2,      6.613345, ,          -0.2,      4.754393, ,          -0.2,      5.502852, ,          -0.2,      5.940305, , 
            0,      6.233946, ,             0,      6.457571, ,             0,      6.545366, ,             0,      6.582793, ,             0,      6.605396, ,             0,      6.613389, ,             0,      4.748076, ,             0,      5.492784, ,             0,      5.934377, , 
          0.2,      6.229439, ,           0.2,      6.455116, ,           0.2,      6.543514, ,           0.2,      6.580865, ,           0.2,      6.603859, ,           0.2,      6.612267, ,           0.2,      4.740513, ,           0.2,      5.481215, ,           0.2,       5.92695, , 
          0.4,      6.223536, ,           0.4,      6.451114, ,           0.4,      6.540325, ,           0.4,      6.577465, ,           0.4,       6.60104, ,           0.4,       6.61008, ,           0.4,      4.731708, ,           0.4,      5.468187, ,           0.4,      5.918102, , 
          0.6,      6.216265, ,           0.6,      6.445774, ,           0.6,      6.535787, ,           0.6,      6.572691, ,           0.6,      6.596402, ,           0.6,      6.605669, ,           0.6,       4.72174, ,           0.6,      5.453752, ,           0.6,      5.907864, , 
          0.8,      6.207662, ,           0.8,      6.439062, ,           0.8,       6.53005, ,           0.8,      6.566445, ,           0.8,      6.590256, ,           0.8,      6.600022, ,           0.8,      4.710644, ,           0.8,      5.437941, ,           0.8,      5.896248, , 
            1,      6.197784, ,             1,      6.431117, ,             1,      6.523091, ,             1,      6.559012, ,             1,      6.582903, ,             1,      6.593128, ,             1,      4.698448, ,             1,      5.420801, ,             1,      5.883329, , 
          1.2,      6.186624, ,           1.2,      6.421906, ,           1.2,      6.514864, ,           1.2,      6.551291, ,           1.2,      6.575248, ,           1.2,      6.585262, ,           1.2,      4.685164, ,           1.2,      5.402339, ,           1.2,       5.86909, , 
          1.4,      6.174244, ,           1.4,      6.411535, ,           1.4,      6.505483, ,           1.4,      6.542779, ,           1.4,      6.566845, ,           1.4,      6.576453, ,           1.4,       4.67088, ,           1.4,      5.382623, ,           1.4,      5.853585, , 
          1.6,      6.160686, ,           1.6,      6.400021, ,           1.6,       6.49493, ,           1.6,      6.532931, ,           1.6,      6.557148, ,           1.6,      6.566512, ,           1.6,      4.655629, ,           1.6,      5.361681, ,           1.6,      5.836843, , 
          1.8,      6.145978, ,           1.8,      6.387373, ,           1.8,      6.483212, ,           1.8,      6.521679, ,           1.8,      6.546081, ,           1.8,      6.555428, ,           1.8,      4.639434, ,           1.8,      5.339566, ,           1.8,      5.818904, , 
            2,      6.130158, ,             2,      6.373672, ,             2,      6.470478, ,             2,      6.509467, ,             2,      6.534084, ,             2,      6.543432, ,             2,      4.622329, ,             2,      5.316304, ,             2,      5.799802, , 
          2.2,      6.113241, ,           2.2,      6.358902, ,           2.2,      6.456625, ,           2.2,      6.495994, ,           2.2,      6.520637, ,           2.2,      6.529901, ,           2.2,      4.604294, ,           2.2,      5.291912, ,           2.2,      5.779554, , 
          2.4,      6.095283, ,           2.4,       6.34314, ,           2.4,      6.441804, ,           2.4,      6.481572, ,           2.4,      6.506283, ,           2.4,      6.515496, ,           2.4,      4.585433, ,           2.4,      5.266478, ,           2.4,      5.758222, , 
          2.6,      6.076309, ,           2.6,        6.3264, ,           2.6,      6.426018, ,           2.6,      6.466209, ,           2.6,      6.490953, ,           2.6,      6.500063, ,           2.6,      4.565745, ,           2.6,      5.240046, ,           2.6,      5.735825, , 
          2.8,      6.056347, ,           2.8,      6.308691, ,           2.8,      6.409279, ,           2.8,      6.449941, ,           2.8,      6.474734, ,           2.8,      6.483729, ,           2.8,      4.545263, ,           2.8,      5.212585, ,           2.8,      5.712365, , 
            3,      6.035457, ,             3,      6.290087, ,             3,      6.391613, ,             3,      6.432801, ,             3,      6.457865, ,             3,      6.466924, ,             3,      4.524021, ,             3,      5.184129, ,             3,      5.687903, , 
          3.2,      6.013636, ,           3.2,      6.270569, ,           3.2,      6.372988, ,           3.2,      6.414724, ,           3.2,      6.440558, ,           3.2,      6.450105, ,           3.2,       4.50205, ,           3.2,      5.154697, ,           3.2,      5.662466, , 
          3.4,      5.990917, ,           3.4,      6.250205, ,           3.4,      6.353508, ,           3.4,       6.39576, ,           3.4,      6.422329, ,           3.4,      6.432354, ,           3.4,       4.47962, ,           3.4,      5.124355, ,           3.4,      5.636115, , 
          3.6,      5.967333, ,           3.6,      6.229015, ,           3.6,      6.333143, ,           3.6,      6.375894, ,           3.6,      6.403188, ,           3.6,      6.413686, ,           3.6,      4.456858, ,           3.6,      5.093109, ,           3.6,      5.608858, , 
          3.8,      5.942925, ,           3.8,      6.207036, ,           3.8,      6.311954, ,           3.8,       6.35516, ,           3.8,      6.383157, ,           3.8,      6.394117, ,           3.8,      4.433271, ,           3.8,      5.061038, ,           3.8,      5.580716, , 
            4,      5.917731, ,             4,      6.184293, ,             4,      6.289974, ,             4,      6.333578, ,             4,      6.362087, ,             4,      6.373358, ,             4,      4.409005, ,             4,      5.028212, ,             4,      5.551754, , 
          4.2,       5.89179, ,           4.2,      6.160822, ,           4.2,      6.267229, ,           4.2,      6.311186, ,           4.2,      6.339985, ,           4.2,      6.351377, ,           4.2,       4.38425, ,           4.2,      4.994607, ,           4.2,      5.521975, , 
          4.4,      5.865136, ,           4.4,      6.136677, ,           4.4,      6.243763, ,           4.4,      6.288034, ,           4.4,      6.317083, ,           4.4,      6.328576, ,           4.4,      4.358836, ,           4.4,       4.96033, ,           4.4,      5.491349, , 
          4.6,      5.837773, ,           4.6,      6.111903, ,           4.6,      6.219606, ,           4.6,      6.264144, ,           4.6,      6.293377, ,           4.6,      6.304933, ,           4.6,       4.33309, ,           4.6,      4.925386, ,           4.6,      5.459864, , 
          4.8,      5.809755, ,           4.8,      6.086543, ,           4.8,      6.194829, ,           4.8,      6.239581, ,           4.8,      6.268961, ,           4.8,      6.280569, ,           4.8,      4.306705, ,           4.8,      4.889788, ,           4.8,      5.427581, , 
            5,      5.781147, ,             5,      6.060639, ,             5,      6.169492, ,             5,      6.214412, ,             5,      6.243924, ,             5,      6.255591, ,             5,      4.279898, ,             5,      4.853574, ,             5,      5.394518, , 
          5.2,      5.751972, ,           5.2,      6.034234, ,           5.2,      6.143624, ,           5.2,      6.188689, ,           5.2,      6.218327, ,           5.2,      6.230059, ,           5.2,      4.252772, ,           5.2,      4.816731, ,           5.2,      5.360564, , 
          5.4,      5.722227, ,           5.4,      6.007379, ,           5.4,       6.11728, ,           5.4,      6.162477, ,           5.4,      6.192223, ,           5.4,      6.204007, ,           5.4,      4.225195, ,           5.4,      4.779347, ,           5.4,      5.325731, , 
          5.6,      5.691878, ,           5.6,      5.980084, ,           5.6,      6.090485, ,           5.6,      6.135798, ,           5.6,      6.165629, ,           5.6,      6.177454, ,           5.6,      4.197238, ,           5.6,      4.741461, ,           5.6,      5.290012, , 
          5.8,      5.660967, ,           5.8,      5.952393, ,           5.8,      6.063295, ,           5.8,       6.10872, ,           5.8,      6.138617, ,           5.8,      6.150473, ,           5.8,       4.16897, ,           5.8,      4.703126, ,           5.8,      5.253371, , 
            6,      5.629531, ,             6,      5.924337, ,             6,      6.035753, ,             6,      6.081287, ,             6,      6.111244, ,             6,      6.123121, ,             6,      4.140515, ,             6,        4.6644, ,             6,      5.215912, , 
          6.2,       5.59756, ,           6.2,      5.895946, ,           6.2,      6.007915, ,           6.2,      6.053554, ,           6.2,      6.083574, ,           6.2,      6.095469, ,           6.2,      4.111877, ,           6.2,      4.625371, ,           6.2,      5.177617, , 
          6.4,      5.564978, ,           6.4,      5.867262, ,           6.4,      5.979822, ,           6.4,      6.025575, ,           6.4,      6.055664, ,           6.4,      6.067576, ,           6.4,      4.082972, ,           6.4,      4.586014, ,           6.4,      5.138361, , 
          6.6,      5.531821, ,           6.6,      5.838312, ,           6.6,      5.951496, ,           6.6,      5.997367, ,           6.6,      6.027536, ,           6.6,      6.039473, ,           6.6,      4.053832, ,           6.6,      4.546359, ,           6.6,      5.098186, , 
          6.8,      5.498086, ,           6.8,      5.809132, ,           6.8,      5.922969, ,           6.8,      5.968958, ,           6.8,      5.999222, ,           6.8,        6.0112, ,           6.8,      4.024486, ,           6.8,      4.506344, ,           6.8,      5.057104, , 
            7,      5.463724, ,             7,      5.779737, ,             7,      5.894267, ,             7,      5.940387, ,             7,      5.970751, ,             7,      5.982783, ,             7,      3.994991, ,             7,      4.466024, ,             7,      5.015049, , 
          7.2,      5.428737, ,           7.2,      5.750113, ,           7.2,      5.865393, ,           7.2,      5.911671, ,           7.2,      5.942137, ,           7.2,      5.954226, ,           7.2,      3.965399, ,           7.2,      4.425468, ,           7.2,      4.971928, , 
          7.4,        5.3931, ,           7.4,      5.720285, ,           7.4,      5.836405, ,           7.4,      5.882861, ,           7.4,      5.913432, ,           7.4,       5.92558, ,           7.4,      3.935637, ,           7.4,      4.384709, ,           7.4,      4.927912, , 
          7.6,      5.356617, ,           7.6,      5.690251, ,           7.6,       5.80731, ,           7.6,      5.853961, ,           7.6,      5.884646, ,           7.6,      5.896854, ,           7.6,      3.905723, ,           7.6,      4.343654, ,           7.6,      4.882891, , 
          7.8,      5.319333, ,           7.8,      5.660029, ,           7.8,      5.778131, ,           7.8,      5.825003, ,           7.8,      5.855823, ,           7.8,      5.868085, ,           7.8,      3.875664, ,           7.8,      4.302227, ,           7.8,      4.836887, , 
            8,      5.281077, ,             8,      5.629609, ,             8,      5.748882, ,             8,      5.796001, ,             8,       5.82698, ,             8,       5.83929, ,             8,      3.845344, ,             8,      4.260312, ,             8,       4.78996, , 
