Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      9.633857, ,            -5,      9.921984, ,            -5,      9.976661, ,            -5,      7.747845, ,            -5,      8.562345, , 
         -4.8,      9.750536, ,          -4.8,      10.04871, ,          -4.8,      10.10408, ,          -4.8,      7.806541, ,          -4.8,      8.646151, , 
         -4.6,      9.861251, ,          -4.6,      10.16857, ,          -4.6,      10.22398, ,          -4.6,      7.859199, ,          -4.6,      8.724229, , 
         -4.4,      9.966083, ,          -4.4,        10.282, ,          -4.4,      10.33723, ,          -4.4,       7.90578, ,          -4.4,      8.796559, , 
         -4.2,      10.06506, ,          -4.2,      10.38929, ,          -4.2,      10.44738, ,          -4.2,      7.946214, ,          -4.2,      8.862947, , 
           -4,      10.15832, ,            -4,      10.49045, ,            -4,      10.55145, ,            -4,      7.980489, ,            -4,      8.923264, , 
         -3.8,      10.24602, ,          -3.8,      10.58575, ,          -3.8,      10.64905, ,          -3.8,      8.008589, ,          -3.8,      8.977434, , 
         -3.6,      10.32821, ,          -3.6,       10.6753, ,          -3.6,      10.73963, ,          -3.6,       8.03046, ,          -3.6,      9.025321, , 
         -3.4,      10.40498, ,          -3.4,      10.75925, ,          -3.4,      10.82442, ,          -3.4,      8.045946, ,          -3.4,       9.06697, , 
         -3.2,      10.47637, ,          -3.2,      10.83789, ,          -3.2,      10.90408, ,          -3.2,      8.054945, ,          -3.2,      9.102372, , 
           -3,      10.54238, ,            -3,      10.91144, ,            -3,      10.97879, ,            -3,      8.057472, ,            -3,      9.131379, , 
         -2.8,      10.60294, ,          -2.8,      10.98002, ,          -2.8,      11.04863, ,          -2.8,      8.053595, ,          -2.8,      9.154011, , 
         -2.6,      10.65798, ,          -2.6,      11.04371, ,          -2.6,      11.11375, ,          -2.6,      8.043272, ,          -2.6,      9.170103, , 
         -2.4,      10.70743, ,          -2.4,      11.10249, ,          -2.4,      11.17419, ,          -2.4,      8.026573, ,          -2.4,      9.179556, , 
         -2.2,      10.75114, ,          -2.2,      11.15653, ,          -2.2,      11.23014, ,          -2.2,      8.003588, ,          -2.2,      9.182421, , 
           -2,      10.78905, ,            -2,      11.20546, ,            -2,      11.28147, ,            -2,      7.974306, ,            -2,       9.17865, , 
         -1.8,      10.82107, ,          -1.8,      11.24909, ,          -1.8,      11.32777, ,          -1.8,      7.939061, ,          -1.8,      9.168252, , 
         -1.6,      10.84706, ,          -1.6,      11.28738, ,          -1.6,      11.36909, ,          -1.6,      7.897682, ,          -1.6,      9.151122, , 
         -1.4,      10.86709, ,          -1.4,      11.31984, ,          -1.4,      11.40498, ,          -1.4,        7.8503, ,          -1.4,      9.127517, , 
         -1.2,        10.881, ,          -1.2,      11.34592, ,          -1.2,      11.43456, ,          -1.2,      7.796859, ,          -1.2,      9.097388, , 
           -1,      10.88886, ,            -1,       11.3655, ,            -1,      11.45745, ,            -1,      7.737568, ,            -1,      9.060745, , 
         -0.8,       10.8907, ,          -0.8,      11.37857, ,          -0.8,      11.47353, ,          -0.8,       7.67306, ,          -0.8,      9.017892, , 
         -0.6,      10.88659, ,          -0.6,      11.38496, ,          -0.6,      11.48265, ,          -0.6,      7.603136, ,          -0.6,      8.968584, , 
