Alpha,T1-15.8 m/s-VLM2, , 
           -4,      10.06919, , 
         -3.8,      10.02584, , 
         -3.6,      9.986737, , 
         -3.4,      9.952136, , 
         -3.2,      9.921561, , 
           -3,       9.89373, , 
         -2.8,      9.869189, , 
         -2.6,      9.847926, , 
         -2.4,      9.830124, , 
         -2.2,      9.816239, , 
           -2,      9.805811, , 
         -1.8,       9.79803, , 
         -1.6,       9.79275, , 
         -1.4,      9.789841, , 
         -1.2,      9.788845, , 
           -1,      9.790075, , 
         -0.8,      9.793395, , 
         -0.6,      9.798217, , 
         -0.4,      9.805096, , 
         -0.2,      9.814203, , 
            0,      9.825663, , 
          0.2,      9.839036, , 
          0.4,      9.854254, , 
          0.6,       9.87147, , 
          0.8,      9.891095, , 
            1,       9.91236, , 
          1.2,      9.935305, , 
          1.4,       9.95991, , 
          1.6,      9.986207, , 
          1.8,      10.01415, , 
            2,      10.04371, , 
          2.2,       10.0747, , 
          2.4,      10.10718, , 
          2.6,      10.14139, , 
          2.8,      10.17716, , 
            3,      10.21431, , 
          3.2,      10.25305, , 
          3.4,      10.29338, , 
          3.6,      10.33483, , 
          3.8,      10.37777, , 
            4,       10.4224, , 
          4.2,      10.46843, , 
          4.4,       10.5159, , 
          4.6,        10.565, , 
          4.8,      10.61539, , 
            5,      10.66771, , 
          5.2,      10.72099, , 
          5.4,      10.77597, , 
          5.6,      10.83252, , 
          5.8,      10.89049, , 
            6,      10.94999, , 

