Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      0.860895, ,            -4,      0.860895, ,            -4,      0.860895, , 
         -3.8,     0.8741343, ,          -3.8,     0.8741343, ,          -3.8,     0.8741343, , 
         -3.6,     0.8873525, ,          -3.6,     0.8873525, ,          -3.6,     0.8873525, , 
         -3.4,     0.9005491, ,          -3.4,     0.9005491, ,          -3.4,     0.9005491, , 
         -3.2,     0.9137236, ,          -3.2,     0.9137236, ,          -3.2,     0.9137236, , 
           -3,     0.9268758, ,            -3,     0.9268758, ,            -3,     0.9268758, , 
         -2.8,     0.9400051, ,          -2.8,     0.9400051, ,          -2.8,     0.9400051, , 
         -2.6,     0.9531113, ,          -2.6,     0.9531113, ,          -2.6,     0.9531113, , 
         -2.4,     0.9661938, ,          -2.4,     0.9661938, ,          -2.4,     0.9661938, , 
         -2.2,     0.9792523, ,          -2.2,     0.9792523, ,          -2.2,     0.9792523, , 
           -2,     0.9922864, ,            -2,     0.9922864, ,            -2,     0.9922864, , 
         -1.8,      1.005296, ,          -1.8,      1.005296, ,          -1.8,      1.005296, , 
         -1.6,       1.01828, ,          -1.6,       1.01828, ,          -1.6,       1.01828, , 
         -1.4,      1.031238, ,          -1.4,      1.031238, ,          -1.4,      1.031238, , 
         -1.2,      1.044171, ,          -1.2,      1.044171, ,          -1.2,      1.044171, , 
           -1,      1.057077, ,            -1,      1.057077, ,            -1,      1.057077, , 
         -0.8,      1.069956, ,          -0.8,      1.069956, ,          -0.8,      1.069956, , 
         -0.6,      1.082808, ,          -0.6,      1.082808, ,          -0.6,      1.082808, , 
         -0.4,      1.095633, ,          -0.4,      1.095633, ,          -0.4,      1.095633, , 
         -0.2,      1.108429, ,          -0.2,      1.108429, ,          -0.2,      1.108429, , 
            0,      1.121198, ,             0,      1.121198, ,             0,      1.121198, , 
          0.2,      1.133937, ,           0.2,      1.133937, ,           0.2,      1.133937, , 
          0.4,      1.146648, ,           0.4,      1.146648, ,           0.4,      1.146648, , 
          0.6,      1.159329, ,           0.6,      1.159329, ,           0.6,      1.159329, , 
          0.8,      1.171981, ,           0.8,      1.171981, ,           0.8,      1.171981, , 
            1,      1.184602, ,             1,      1.184602, ,             1,      1.184602, , 
          1.2,      1.197193, ,           1.2,      1.197193, ,           1.2,      1.197193, , 
          1.4,      1.209752, ,           1.4,      1.209752, ,           1.4,      1.209752, , 
          1.6,      1.222281, ,           1.6,      1.222281, ,           1.6,      1.222281, , 
          1.8,      1.234778, ,           1.8,      1.234778, ,           1.8,      1.234778, , 
            2,      1.247242, ,             2,      1.247242, ,             2,      1.247242, , 
          2.2,      1.259675, ,           2.2,      1.259675, ,           2.2,      1.259675, , 
          2.4,      1.272075, ,           2.4,      1.272075, ,           2.4,      1.272075, , 
          2.6,      1.284441, ,           2.6,      1.284441, ,           2.6,      1.284441, , 
          2.8,      1.296775, ,           2.8,      1.296775, ,           2.8,      1.296775, , 
            3,      1.309074, ,             3,      1.309074, ,             3,      1.309074, , 
          3.2,      1.321339, ,           3.2,      1.321339, ,           3.2,      1.321339, , 
          3.4,       1.33357, ,           3.4,       1.33357, ,           3.4,       1.33357, , 
          3.6,      1.345767, ,           3.6,      1.345767, ,           3.6,      1.345767, , 
          3.8,      1.357928, ,           3.8,      1.357928, ,           3.8,      1.357928, , 
            4,      1.370053, ,             4,      1.370053, ,             4,      1.370053, , 
          4.2,      1.382143, ,           4.2,      1.382143, ,           4.2,      1.382143, , 
          4.4,      1.394196, ,           4.4,      1.394196, ,           4.4,      1.394196, , 
          4.6,      1.406214, ,           4.6,      1.406214, ,           4.6,      1.406214, , 
          4.8,      1.418194, ,           4.8,      1.418194, ,           4.8,      1.418194, , 
            5,      1.430137, ,             5,      1.430137, ,             5,      1.430137, , 
          5.2,      1.442043, ,           5.2,      1.442043, , , , , 
          5.4,      1.453911, ,           5.4,      1.453911, , , , , 
, , ,           5.6,      1.465741, , , , , 
, , ,           5.8,      1.477533, , , , , 
, , ,             6,      1.489286, , , , , 

