Alpha,T1-15.8 m/s-VLM2, , 
           -4,     0.9601504, , 
         -3.8,     0.9753237, , 
         -3.6,      0.990476, , 
         -3.4,      1.005607, , 
         -3.2,      1.020715, , 
           -3,      1.035802, , 
         -2.8,      1.050866, , 
         -2.6,      1.065906, , 
         -2.4,      1.080923, , 
         -2.2,      1.095916, , 
           -2,      1.110885, , 
         -1.8,      1.125829, , 
         -1.6,      1.140747, , 
         -1.4,       1.15564, , 
         -1.2,      1.170507, , 
           -1,      1.185348, , 
         -0.8,      1.200162, , 
         -0.6,      1.214948, , 
         -0.4,      1.229707, , 
         -0.2,      1.244438, , 
            0,      1.259141, , 
          0.2,      1.273815, , 
          0.4,      1.288459, , 
          0.6,      1.303075, , 
          0.8,       1.31766, , 
            1,      1.332215, , 
          1.2,      1.346739, , 
          1.4,      1.361232, , 
          1.6,      1.375694, , 
          1.8,      1.390124, , 
            2,      1.404521, , 
          2.2,      1.418887, , 
          2.4,      1.433219, , 
          2.6,      1.447518, , 
          2.8,      1.461783, , 
            3,      1.476014, , 
          3.2,      1.490211, , 
          3.4,      1.504373, , 
          3.6,        1.5185, , 

