Alpha,T1-15.8 m/s-VLM2, , 
           -1,      5.260497, , 
         -0.8,      4.375722, , 
         -0.6,      3.737317, , 
         -0.4,      3.277685, , 
         -0.2,      2.954381, , 
            0,      2.729011, , 
          0.2,      2.559542, , 
          0.4,      2.431643, , 
          0.6,      2.336269, , 
          0.8,       2.25782, , 
            1,      2.183712, , 
          1.2,      2.131399, , 
          1.4,      2.076098, , 
          1.6,      2.030913, , 
          1.8,      1.996154, , 
            2,      1.968363, , 
          2.2,      1.943999, , 
          2.4,      1.925322, , 
          2.6,      1.910749, , 
          2.8,      1.899783, , 
            3,      1.891932, , 
          3.2,      1.887001, , 
          3.4,      1.884667, , 
          3.6,      1.884449, , 
          3.8,      1.886295, , 
            4,      1.889907, , 
          4.2,      1.895153, , 
          4.4,      1.902009, , 
          4.6,      1.910214, , 
          4.8,      1.918658, , 
            5,      1.928357, , 
          5.2,      1.967058, , 
          5.4,      1.971593, , 
          5.6,      1.986651, , 
          5.8,      2.011996, , 
            6,      2.028924, , 
          6.2,      2.048601, , 
          6.4,      2.100964, , 
          6.6,      2.111049, , 

