Alpha,T1-15.8 m/s-VLM2, , 
           -2,      9.088014, , 
         -1.8,      7.760856, , 
         -1.6,       6.80261, , 
         -1.4,      6.079375, , 
         -1.2,      5.517724, , 
           -1,      5.072245, , 
         -0.8,      4.712705, , 
         -0.6,      4.418495, , 
         -0.4,      4.175188, , 
         -0.2,      3.973302, , 
            0,      3.816504, , 
          0.2,      3.725008, , 
          0.4,       3.70508, , 
          0.6,      3.721255, , 
          0.8,      3.774354, , 
            1,      3.840817, , 
          1.2,      3.917567, , 
          1.4,      4.001877, , 
          1.6,      4.083318, , 
          1.8,      4.205168, , 
            2,       4.26412, , 
          2.2,      4.356864, , 
          2.4,      4.465325, , 
          2.6,      4.573086, , 
          2.8,      4.685132, , 
            3,      4.801606, , 
          3.2,      4.923982, , 
          3.4,      5.052416, , 
          3.6,      5.186728, , 

