Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      14.07441, ,            -2,      12.57184, ,            -2,      12.25491, ,            -2,      20.98291, ,            -2,       17.8457, , 
         -1.8,      11.22586, ,          -1.8,      10.04148, ,          -1.8,      9.815032, ,          -1.8,      16.67527, ,          -1.8,      14.20081, , 
         -1.6,      9.265441, ,          -1.6,      8.311322, ,          -1.6,      8.131296, ,          -1.6,      13.70637, ,          -1.6,      11.69005, , 
         -1.4,       7.85192, ,          -1.4,      7.074819, ,          -1.4,      6.912262, ,          -1.4,      11.56137, ,          -1.4,      9.877035, , 
         -1.2,      6.795944, ,          -1.2,      6.131207, ,          -1.2,      5.990028, ,          -1.2,      9.955269, ,          -1.2,      8.520692, , 
           -1,      5.984678, ,            -1,        5.4057, ,            -1,      5.272959, ,            -1,      8.717226, ,            -1,      7.476292, , 
         -0.8,      5.345618, ,          -0.8,       4.83211, ,          -0.8,      4.714073, ,          -0.8,      7.740967, ,          -0.8,      6.653054, , 
         -0.6,       4.83296, ,          -0.6,      4.374908, ,          -0.6,       4.26894, ,          -0.6,      6.956073, ,          -0.6,        5.9916, , 
         -0.4,      4.415009, ,          -0.4,      4.004311, ,          -0.4,      3.909775, ,          -0.4,      6.314925, ,          -0.4,       5.45161, , 
         -0.2,      4.069806, ,          -0.2,      3.699192, ,          -0.2,      3.614044, ,          -0.2,      5.784033, ,          -0.2,      5.004874, , 
            0,      3.781503, ,             0,      3.444759, ,             0,      3.367421, ,             0,       5.33932, ,             0,      4.631046, , 
          0.2,      3.538377, ,           0.2,      3.230433, ,           0.2,       3.15972, ,           0.2,      4.963154, ,           0.2,      4.315145, , 
          0.4,      3.331623, ,           0.4,      3.048382, ,           0.4,      2.983358, ,           0.4,      4.642236, ,           0.4,       4.04591, , 
          0.6,      3.154672, ,           0.6,      2.893651, ,           0.6,      2.834266, ,           0.6,       4.36648, ,           0.6,      3.814873, , 
          0.8,      3.004716, ,           0.8,      2.767207, ,           0.8,      2.713958, ,           0.8,      4.128134, ,           0.8,      3.615624, , 
            1,      2.881516, ,             1,         2.662, ,             1,      2.612177, ,             1,      3.921766, ,             1,      3.445102, , 
          1.2,      2.775194, ,           1.2,      2.574884, ,           1.2,      2.532078, ,           1.2,      3.743391, ,           1.2,       3.30031, , 
          1.4,      2.689619, ,           1.4,      2.516087, ,           1.4,      2.474502, ,           1.4,      3.590782, ,           1.4,      3.176729, , 
          1.6,      2.628871, ,           1.6,      2.472441, ,           1.6,      2.435167, ,           1.6,      3.460335, ,           1.6,      3.072211, , 
          1.8,      2.584597, ,           1.8,      2.444361, ,           1.8,      2.404957, ,           1.8,      3.349465, ,           1.8,      2.988385, , 
            2,      2.557891, ,             2,      2.420747, ,             2,       2.38479, ,             2,      3.258399, ,             2,      2.922875, , 
          2.2,      2.534623, ,           2.2,      2.399762, ,           2.2,      2.368073, ,           2.2,       3.18491, ,           2.2,      2.869917, , 
          2.4,      2.510624, ,           2.4,      2.387086, ,           2.4,      2.358145, ,           2.4,      3.124607, ,           2.4,      2.828146, , 
          2.6,       2.49831, ,           2.6,      2.392455, ,           2.6,       2.35795, ,           2.6,      3.075236, ,           2.6,      2.795744, , 
          2.8,      2.498039, ,           2.8,      2.385383, ,           2.8,      2.358116, ,           2.8,      3.034593, ,           2.8,      2.771153, , 
            3,      2.501918, ,             3,      2.390527, ,             3,      2.367679, ,             3,      3.001229, ,             3,      2.755302, , 
          3.2,      2.499177, ,           3.2,      2.396507, ,           3.2,      2.368337, ,           3.2,      2.974347, ,           3.2,      2.744599, , 
          3.4,      2.503885, ,           3.4,      2.412152, ,           3.4,          2.38, ,           3.4,      2.953043, ,           3.4,      2.740128, , 
          3.6,      2.514352, ,           3.6,      2.420772, ,           3.6,       2.39517, ,           3.6,      2.936298, ,           3.6,      2.736825, , 
          3.8,      2.520942, ,           3.8,      2.432267, ,           3.8,      2.413452, ,           3.8,      2.923176, ,           3.8,      2.731018, , 
            4,      2.528679, ,             4,      2.451018, ,             4,      2.427487, ,             4,      2.913103, ,             4,      2.729082, , 
          4.2,      2.542933, ,           4.2,      2.465722, ,           4.2,      2.446084, ,           4.2,      2.905521, ,           4.2,      2.731019, , 
          4.4,      2.554714, ,           4.4,      2.481345, ,           4.4,      2.462831, ,           4.4,      2.900326, ,           4.4,      2.735776, , 
          4.6,      2.571221, ,           4.6,      2.494186, ,           4.6,      2.477849, ,           4.6,      2.897484, ,           4.6,      2.742209, , 
          4.8,      2.583154, ,           4.8,      2.512808, ,           4.8,      2.496959, ,           4.8,      2.897081, ,           4.8,      2.749826, , 
            5,      2.603548, ,             5,      2.533206, ,             5,      2.516162, ,             5,       2.89892, ,             5,        2.7599, , 
          5.2,      2.619634, ,           5.2,      2.553116, ,           5.2,      2.537049, ,           5.2,      2.902704, ,           5.2,      2.771465, , 
          5.4,      2.637014, ,           5.4,      2.573121, ,           5.4,      2.558278, ,           5.4,      2.908319, ,           5.4,       2.78284, , 
          5.6,      2.654795, ,           5.6,      2.594879, ,           5.6,      2.575888, ,           5.6,      2.915672, ,           5.6,      2.794775, , 

