Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      12.49903, ,            -2,      11.20031, ,            -2,      10.92483, ,            -2,      18.28812, ,            -2,      15.69941, , 
         -1.8,      10.83223, ,          -1.8,      9.712377, ,          -1.8,      9.497388, ,          -1.8,      15.86661, ,          -1.8,      13.60678, , 
         -1.6,      9.596351, ,          -1.6,      8.623844, ,          -1.6,      8.439767, ,          -1.6,      14.04206, ,          -1.6,      12.04158, , 
         -1.4,      8.650397, ,          -1.4,      7.805391, ,          -1.4,      7.628183, ,          -1.4,       12.6263, ,          -1.4,       10.8339, , 
         -1.2,      7.908771, ,          -1.2,      7.143602, ,          -1.2,      6.980753, ,          -1.2,      11.50252, ,          -1.2,       9.88029, , 
           -1,        7.3164, ,            -1,       6.61519, ,            -1,      6.454137, ,            -1,      10.59294, ,            -1,      9.112322, , 
         -0.8,      6.834336, ,          -0.8,      6.183171, ,          -0.8,      6.033258, ,          -0.8,      9.845904, ,          -0.8,      8.483903, , 
         -0.6,      6.437651, ,          -0.6,      5.831935, ,          -0.6,      5.691614, ,          -0.6,      9.224361, ,          -0.6,      7.963081, , 
         -0.4,      6.107851, ,          -0.4,      5.543398, ,          -0.4,      5.413313, ,          -0.4,       8.70196, ,          -0.4,      7.527012, , 
         -0.2,      5.831722, ,          -0.2,       5.30384, ,          -0.2,      5.182428, ,          -0.2,      8.259135, ,          -0.2,      7.158983, , 
            0,      5.599316, ,             0,      5.103456, ,             0,      4.989463, ,             0,      7.881174, ,             0,      6.846386, , 
          0.2,      5.402943, ,           0.2,      4.935159, ,           0.2,      4.827647, ,           0.2,      7.556931, ,           0.2,      6.579559, , 
          0.4,      5.236622, ,           0.4,      4.793596, ,           0.4,      4.691807, ,           0.4,      7.277626, ,           0.4,       6.35096, , 
          0.6,      5.095875, ,           0.6,       4.67619, ,           0.6,      4.580637, ,           0.6,      7.036428, ,           0.6,      6.154842, , 
          0.8,      4.980915, ,           0.8,      4.588949, ,           0.8,      4.501012, ,           0.8,      6.827988, ,           0.8,      5.986877, , 
            1,      4.895521, ,             1,      4.524188, ,             1,      4.439854, ,             1,      6.649095, ,             1,      5.846924, , 
          1.2,      4.826506, ,           1.2,      4.479608, ,           1.2,      4.405432, ,           1.2,      6.497798, ,           1.2,      5.734161, , 
          1.4,      4.783242, ,           1.4,      4.475928, ,           1.4,      4.402245, ,           1.4,      6.374325, ,           1.4,      5.644353, , 
          1.6,      4.775934, ,           1.6,      4.492943, ,           1.6,       4.42548, ,           1.6,      6.275856, ,           1.6,      5.576647, , 
          1.8,      4.792306, ,           1.8,      4.533397, ,           1.8,      4.460614, ,           1.8,      6.200709, ,           1.8,       5.53666, , 
            2,      4.836482, ,             2,      4.578301, ,             2,      4.510581, ,             2,      6.151932, ,             2,      5.522593, , 
          2.2,      4.883457, ,           2.2,       4.62478, ,           2.2,      4.563968, ,           2.2,      6.127797, ,           2.2,      5.525701, , 
          2.4,      4.925609, ,           2.4,      4.684345, ,           2.4,        4.6278, ,           2.4,      6.121929, ,           2.4,      5.544891, , 
          2.6,       4.98766, ,           2.6,      4.777329, ,           2.6,      4.708741, ,           2.6,      6.131485, ,           2.6,      5.577914, , 
          2.8,      5.071637, ,           2.8,      4.844033, ,           2.8,      4.788919, ,           2.8,      6.153349, ,           2.8,      5.622747, , 
            3,      5.162618, ,             3,      4.933927, ,             3,      4.887001, ,             3,        6.1856, ,             3,      5.682202, , 
          3.2,      5.238623, ,           3.2,      5.024539, ,           3.2,      4.965773, ,           3.2,      6.227439, ,           3.2,      5.749769, , 
          3.4,      5.328852, ,           3.4,      5.134687, ,           3.4,      5.066603, ,           3.4,      6.277707, ,           3.4,       5.82832, , 
          3.6,      5.430431, ,           3.6,      5.229461, ,           3.6,      5.174456, ,           3.6,      6.334856, ,           3.6,      5.907659, , 
          3.8,       5.52295, ,           3.8,      5.329817, ,           3.8,      5.288823, ,           3.8,      6.397368, ,           3.8,      5.979983, , 
            4,      5.617187, ,             4,      5.445725, ,             4,      5.393753, ,             4,      6.464386, ,             4,       6.05917, , 
          4.2,      5.725291, ,           4.2,      5.552557, ,           4.2,      5.508607, ,           4.2,      6.535014, ,           4.2,      6.145626, , 
          4.4,      5.827491, ,           4.4,      5.661235, ,           4.4,      5.619265, ,           4.4,      6.609294, ,           4.4,      6.237358, , 
          4.6,      5.940113, ,           4.6,      5.763362, ,           4.6,      5.725863, ,           4.6,       6.68741, ,           4.6,      6.332026, , 
          4.8,      6.041988, ,           4.8,      5.878616, ,           4.8,      5.841795, ,           4.8,      6.769809, ,           4.8,      6.428666, , 
            5,      6.163369, ,             5,      5.998079, ,             5,      5.958014, ,             5,       6.85628, ,             5,      6.530392, , 
          5.2,      6.274626, ,           5.2,      6.116521, ,           5.2,      6.078318, ,           5.2,      6.946336, ,           5.2,       6.63514, , 
          5.4,      6.388879, ,           5.4,      6.235316, ,           5.4,      6.199627, ,           5.4,      7.039895, ,           5.4,      6.739016, , 
          5.6,      6.504077, ,           5.6,      6.358502, ,           5.6,      6.312343, ,           5.6,      7.136907, ,           5.6,      6.843845, , 

