Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      6.187254, ,            -2,      6.919235, ,            -2,      4.870076, , 
         -1.8,      7.259019, ,          -1.8,      8.088858, ,          -1.8,      5.725013, , 
         -1.6,      8.290736, ,          -1.6,      9.248449, ,          -1.6,       6.55558, , 
         -1.4,      9.282706, ,          -1.4,      10.35477, ,          -1.4,      7.359724, , 
         -1.2,      10.23137, ,          -1.2,      11.39615, ,          -1.2,      8.134605, , 
           -1,      11.13227, ,            -1,      12.37949, ,            -1,      8.877322, , 
         -0.8,      11.98272, ,          -0.8,      13.30289, ,          -0.8,      9.585241, , 
         -0.6,      12.78079, ,          -0.6,      14.16458, ,          -0.6,      10.25663, , 
         -0.4,      13.52515, ,          -0.4,      14.96351, ,          -0.4,      10.88985, , 
         -0.2,       14.2133, ,          -0.2,      15.68835, ,          -0.2,      11.48238, , 
            0,      14.80104, ,             0,      16.26406, ,             0,      12.02719, , 
          0.2,      15.20128, ,           0.2,      16.44211, ,           0.2,      12.49703, , 
          0.4,      15.31583, ,           0.4,      16.43367, ,           0.4,      12.83047, , 
          0.6,      15.27293, ,           0.6,      16.25271, ,           0.6,       12.9971, , 
          0.8,      15.08203, ,           0.8,       15.9768, ,           0.8,      13.04849, , 
            1,      14.82628, ,             1,      15.74224, ,             1,      13.00654, , 
          1.2,      14.55031, ,           1.2,        15.402, ,           1.2,      12.89399, , 
          1.4,      14.24831, ,           1.4,      15.05176, ,           1.4,      12.69048, , 
          1.6,      13.95954, ,           1.6,      14.70822, ,           1.6,      12.48513, , 
          1.8,      13.57939, ,           1.8,      14.30928, ,           1.8,      12.33781, , 
            2,       13.3994, ,             2,      13.92068, ,             2,      12.17051, , 
          2.2,      13.09186, ,           2.2,      13.58912, ,           2.2,      11.98592, , 
          2.4,      12.77081, ,           2.4,      13.25138, ,           2.4,      11.78095, , 
          2.6,      12.47002, ,           2.6,      12.91436, ,           2.6,      11.56133, , 
          2.8,      12.17772, ,           2.8,       12.5829, ,           2.8,      11.33661, , 
            3,       11.8848, ,             3,      12.25311, ,             3,      11.11249, , 
          3.2,      11.59194, ,           3.2,      11.93999, ,           3.2,      10.88741, , 
          3.4,      11.30042, ,           3.4,      11.65367, ,           3.4,       10.6583, , 
          3.6,      11.01174, ,           3.6,      11.34852, ,           3.6,       10.4261, , 
, , ,           3.8,      10.87164, , , , , 
, , ,             4,      10.30396, , , , , 
, , ,           4.2,      8.738968, , , , , 
, , ,           4.4,      8.000396, , , , , 

