Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,       13.7858, ,            -2,      12.36517, ,            -2,      17.27757, , 
         -1.8,      12.00667, ,          -1.8,      10.77322, ,          -1.8,      15.05528, , 
         -1.6,      10.67378, ,          -1.6,       9.59015, ,          -1.6,      13.37442, , 
         -1.4,      9.645145, ,          -1.4,      8.684411, ,          -1.4,      12.06664, , 
         -1.2,      8.832862, ,          -1.2,      7.980825, ,          -1.2,      11.02578, , 
           -1,      8.179924, ,            -1,         7.401, ,            -1,      10.18305, , 
         -0.8,      7.647663, ,          -0.8,      6.927186, ,          -0.8,      9.490319, , 
         -0.6,      7.207492, ,          -0.6,      6.536751, ,          -0.6,      8.913795, , 
         -0.4,      6.840316, ,          -0.4,      6.211405, ,          -0.4,        8.4292, , 
         -0.2,      6.531643, ,          -0.2,      5.941547, ,          -0.2,      8.018469, , 
            0,      6.270675, ,             0,      5.715367, ,             0,      7.668148, , 
          0.2,      6.049044, ,           0.2,       5.52524, ,           0.2,      7.367788, , 
          0.4,      5.860421, ,           0.4,      5.364506, ,           0.4,      7.109269, , 
          0.6,      5.699649, ,           0.6,      5.228581, ,           0.6,      6.886132, , 
          0.8,      5.562652, ,           0.8,      5.113788, ,           0.8,      6.693231, , 
            1,      5.446258, ,             1,      5.018654, ,             1,      6.526475, , 
          1.2,      5.351019, ,           1.2,      4.948513, ,           1.2,      6.382764, , 
          1.4,      5.280327, ,           1.4,      4.896678, ,           1.4,      6.261235, , 
          1.6,      5.224774, ,           1.6,      4.863517, ,           1.6,      6.163037, , 
          1.8,      5.184345, ,           1.8,      4.846345, ,           1.8,      6.084977, , 
            2,      5.166246, ,             2,      4.858685, ,             2,      6.022646, , 
          2.2,      5.172027, ,           2.2,      4.889449, ,           2.2,      5.978227, , 
          2.4,      5.198985, ,           2.4,      4.937233, ,           2.4,       5.95446, , 
          2.6,      5.252059, ,           2.6,      4.982647, ,           2.6,      5.949499, , 
          2.8,      5.300512, ,           2.8,      5.031949, ,           2.8,      5.961491, , 
            3,      5.342033, ,             3,      5.096215, ,             3,      5.984321, , 
          3.2,      5.401976, ,           3.2,      5.175552, ,           3.2,       6.01805, , 
          3.4,      5.477985, ,           3.4,      5.245786, ,           3.4,      6.060973, , 
          3.6,      5.566678, ,           3.6,      5.332989, ,           3.6,      6.114635, , 
          3.8,      5.652041, ,           3.8,      5.426775, ,           3.8,      6.180129, , 
            4,      5.727855, ,             4,      5.508616, ,             4,      6.245575, , 
          4.2,      5.814434, ,           4.2,      5.611704, ,           4.2,      6.319377, , 
          4.4,      5.924022, ,           4.4,      5.723603, ,           4.4,      6.407509, , 
          4.6,      6.029739, ,           4.6,      5.818786, ,           4.6,      6.489064, , 
          4.8,      6.099934, ,           4.8,      5.921988, ,           4.8,      6.564941, , 
            5,      6.208126, ,             5,      6.032424, ,             5,      6.647621, , 
          5.2,      6.318311, ,           5.2,      6.140467, ,           5.2,       6.73619, , 
          5.4,       6.42062, ,           5.4,      6.250311, ,           5.4,      6.829107, , 
          5.6,      6.526474, ,           5.6,      6.364093, ,           5.6,      6.926953, , 
          5.8,      6.642152, ,           5.8,       6.47591, ,           5.8,      7.028167, , 
            6,      6.748495, ,             6,      6.586468, ,             6,      7.127517, , 
          6.2,      6.857058, ,           6.2,      6.699201, ,           6.2,      7.225725, , 
          6.4,      6.976766, ,           6.4,      6.818142, ,           6.4,      7.330464, , 
          6.6,      7.093267, ,           6.6,      6.939443, ,           6.6,      7.439823, , 
          6.8,      7.211566, ,           6.8,       7.06199, ,           6.8,      7.550647, , 

