Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      9.526439, ,            -2,      8.502032, ,            -2,      7.898976, ,            -2,      7.592184, ,            -2,      7.420743, ,            -2,       7.35041, ,            -2,      14.01211, ,            -2,      12.69004, ,            -2,      10.78994, , 
         -1.8,      7.506359, ,          -1.8,      6.706591, ,          -1.8,      6.235952, ,          -1.8,      6.013168, ,          -1.8,      5.875596, ,          -1.8,      5.822746, ,          -1.8,      11.00815, ,          -1.8,      9.975698, ,          -1.8,      8.492652, , 
         -1.6,       6.13763, ,          -1.6,      5.490933, ,          -1.6,      5.110721, ,          -1.6,      4.936594, ,          -1.6,      4.817375, ,          -1.6,      4.771351, ,          -1.6,      8.969662, ,          -1.6,      8.134502, ,          -1.6,      6.935111, , 
         -1.4,       5.16266, ,          -1.4,      4.626129, ,          -1.4,      4.310871, ,          -1.4,      4.158988, ,          -1.4,      4.051689, ,          -1.4,      4.010945, ,          -1.4,       7.51382, ,          -1.4,      6.820224, ,          -1.4,      5.824602, , 
         -1.2,      4.439671, ,          -1.2,       3.98491, ,          -1.2,      3.717698, ,          -1.2,      3.583332, ,          -1.2,      3.490128, ,          -1.2,      3.454119, ,          -1.2,      6.433516, ,          -1.2,      5.845209, ,          -1.2,      5.000927, , 
           -1,      3.887065, ,            -1,      3.494923, ,            -1,      3.264437, ,            -1,      3.147537, ,            -1,      3.067777, ,            -1,      3.036584, ,            -1,      5.607297, ,            -1,      5.099593, ,            -1,      4.371138, , 
         -0.8,      3.454439, ,          -0.8,       3.11156, ,          -0.8,      2.909893, ,          -0.8,      2.807738, ,          -0.8,      2.737988, ,          -0.8,      2.710705, ,          -0.8,      4.959708, ,          -0.8,      4.515312, ,          -0.8,      3.877801, , 
         -0.6,      3.109029, ,          -0.6,      2.805692, ,          -0.6,       2.62714, ,          -0.6,      2.536805, ,          -0.6,      2.475096, ,          -0.6,      2.450945, ,          -0.6,       4.44184, ,          -0.6,      4.048252, ,          -0.6,       3.48372, , 
         -0.4,      2.828638, ,          -0.4,      2.557611, ,          -0.4,      2.397908, ,          -0.4,      2.317203, ,          -0.4,       2.26205, ,          -0.4,      2.240462, ,          -0.4,      4.020676, ,          -0.4,      3.668639, ,          -0.4,      3.163625, , 
         -0.2,      2.597938, ,          -0.2,      2.353627, ,          -0.2,      2.209531, ,          -0.2,      2.136775, ,          -0.2,      2.087044, ,          -0.2,       2.06757, ,          -0.2,      3.673511, ,          -0.2,      3.355874, ,          -0.2,      2.900052, , 
            0,      2.405913, ,             0,      2.183984, ,             0,       2.05301, ,             0,      1.987109, ,             0,      1.942138, ,             0,      1.924551, ,             0,      3.383908, ,             0,      3.095114, ,             0,      2.680487, , 
          0.2,      2.245095, ,           0.2,      2.043372, ,           0.2,      1.925806, ,           0.2,      1.866955, ,           0.2,      1.827412, ,           0.2,      1.812094, ,           0.2,       3.14021, ,           0.2,       2.87584, ,           0.2,      2.496131, , 
          0.4,      2.113984, ,           0.4,      1.930301, ,           0.4,      1.823025, ,           0.4,      1.770518, ,           0.4,      1.736824, ,           0.4,      1.723374, ,           0.4,      2.934225, ,           0.4,      2.690691, ,           0.4,       2.34221, , 
          0.6,      2.006115, ,           0.6,      1.840391, ,           0.6,      1.747499, ,           0.6,      1.708913, ,           0.6,      1.677815, ,           0.6,      1.665259, ,           0.6,      2.759903, ,           0.6,      2.535103, ,           0.6,      2.215339, , 
          0.8,      1.925755, ,           0.8,      1.782475, ,           0.8,      1.699617, ,           0.8,      1.666183, ,           0.8,      1.636527, ,           0.8,      1.622727, ,           0.8,      2.613711, ,           0.8,      2.406741, ,           0.8,        2.1136, , 
            1,       1.86808, ,             1,      1.742212, ,             1,      1.667543, ,             1,      1.638973, ,             1,      1.607978, ,             1,      1.594175, ,             1,      2.492751, ,             1,      2.303983, ,             1,      2.037809, , 
          1.2,      1.827771, ,           1.2,       1.71754, ,           1.2,      1.648561, ,           1.2,      1.621698, ,           1.2,      1.596207, ,           1.2,       1.58358, ,           1.2,      2.397643, ,           1.2,      2.225351, ,           1.2,      1.980322, , 
          1.4,      1.799946, ,           1.4,      1.700627, ,           1.4,      1.640004, ,           1.4,      1.604268, ,           1.4,       1.58205, ,           1.4,      1.572011, ,           1.4,      2.324107, ,           1.4,      2.164004, ,           1.4,      1.937112, , 
          1.6,      1.782568, ,           1.6,      1.686525, ,           1.6,      1.633765, ,           1.6,       1.60081, ,           1.6,      1.577576, ,           1.6,      1.567795, ,           1.6,      2.265675, ,           1.6,      2.115623, ,           1.6,      1.905746, , 
          1.8,       1.77391, ,           1.8,      1.684047, ,           1.8,      1.631112, ,           1.8,       1.59871, ,           1.8,      1.577203, ,           1.8,      1.569866, ,           1.8,      2.218668, ,           1.8,      2.077785, ,           1.8,      1.884229, , 
            2,      1.771455, ,             2,      1.681722, ,             2,      1.629384, ,             2,      1.602175, ,             2,      1.583465, ,             2,      1.577959, ,             2,      2.181273, ,             2,      2.047969, ,             2,      1.872392, , 
          2.2,      1.763751, ,           2.2,       1.68372, ,           2.2,      1.630822, ,           2.2,      1.612767, ,           2.2,      1.584814, ,           2.2,      1.580975, ,           2.2,      2.150963, ,           2.2,      2.024428, ,           2.2,       1.86573, , 
          2.4,      1.764549, ,           2.4,      1.685524, ,           2.4,      1.635584, ,           2.4,       1.61489, ,           2.4,      1.600322, ,           2.4,      1.595267, ,           2.4,      2.125939, ,           2.4,      2.005825, ,           2.4,      1.855638, , 
          2.6,       1.76216, ,           2.6,      1.691431, ,           2.6,      1.642195, ,           2.6,      1.624084, ,           2.6,      1.607344, ,           2.6,      1.602916, ,           2.6,       2.10499, ,           2.6,      1.990932, ,           2.6,      1.847683, , 
          2.8,      1.769664, ,           2.8,      1.696694, ,           2.8,      1.653273, ,           2.8,      1.632579, ,           2.8,      1.618322, ,           2.8,      1.613702, ,           2.8,      2.087378, ,           2.8,      1.979086, ,           2.8,      1.843242, , 
            3,      1.767472, ,             3,      1.706651, ,             3,      1.665781, ,             3,      1.646271, ,             3,      1.630098, ,             3,      1.624968, ,             3,      2.072521, ,             3,      1.969868, ,             3,      1.844242, , 
          3.2,      1.774515, ,           3.2,       1.71417, ,           3.2,      1.675622, ,           3.2,      1.656638, ,           3.2,      1.643855, ,           3.2,      1.639168, ,           3.2,      2.060244, ,           3.2,      1.963174, ,           3.2,      1.845554, , 
          3.4,      1.779786, ,           3.4,      1.723018, ,           3.4,      1.688739, ,           3.4,      1.669936, ,           3.4,      1.657603, ,           3.4,      1.652302, ,           3.4,      2.050735, ,           3.4,      1.959209, ,           3.4,      1.847305, , 
          3.6,      1.792954, ,           3.6,       1.73434, ,           3.6,      1.701536, ,           3.6,      1.684397, ,           3.6,      1.672535, ,           3.6,      1.664849, ,           3.6,      2.043886, ,           3.6,       1.95761, ,           3.6,      1.852002, , 
          3.8,      1.800132, ,           3.8,      1.748116, ,           3.8,      1.716308, ,           3.8,      1.699686, ,           3.8,      1.685657, ,           3.8,      1.679217, ,           3.8,      2.039767, ,           3.8,      1.958377, ,           3.8,      1.858934, , 
            4,      1.810683, ,             4,      1.762421, ,             4,      1.731898, ,             4,      1.716417, ,             4,        1.6976, ,             4,      1.691784, ,             4,      2.037899, ,             4,      1.961053, ,             4,      1.868144, , 
          4.2,      1.823904, ,           4.2,       1.77807, ,           4.2,      1.748942, ,           4.2,      1.731987, ,           4.2,      1.716423, ,           4.2,      1.710341, ,           4.2,      2.038493, ,           4.2,      1.965839, ,           4.2,      1.878745, , 
, , , , , , , , , , , , , , ,           4.4,      1.759387, , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.6,      1.779049, , , , , , , , , , , 
, , , , , , , , , , , , , , ,           4.8,      1.791688, , , , , , , , , , , 
, , , , , , , , , , , , , , ,             5,      1.954346, , , , , , , , , , , 

