Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.0852586, , 
         -1.8,     0.1010024, , 
         -1.6,     0.1167446, , 
         -1.4,     0.1324849, , 
         -1.2,     0.1482228, , 
           -1,     0.1639579, , 
         -0.8,     0.1796899, , 
         -0.6,     0.1954182, , 
         -0.4,     0.2111425, , 
         -0.2,     0.2268623, , 
            0,     0.2425773, , 
          0.2,      0.258287, , 
          0.4,     0.2739911, , 
          0.6,      0.289689, , 
          0.8,     0.3053804, , 
            1,     0.3210649, , 
          1.2,     0.3367421, , 
          1.4,     0.3524115, , 
          1.6,     0.3680727, , 
          1.8,     0.3837254, , 
            2,     0.3993691, , 
          2.2,     0.4150034, , 
          2.4,     0.4306279, , 
          2.6,     0.4462422, , 
          2.8,     0.4618459, , 
            3,     0.4774386, , 
          3.2,     0.4930198, , 
          3.4,     0.5085893, , 
          3.6,     0.5241464, , 

