Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      9.180901, ,            -2,       8.22371, ,            -2,      11.60358, , 
         -1.8,      7.843677, ,          -1.8,      7.047538, ,          -1.8,      9.908016, , 
         -1.6,      6.877596, ,          -1.6,      6.171202, ,          -1.6,      8.673142, , 
         -1.4,      6.148603, ,          -1.4,      5.516167, ,          -1.4,       7.73766, , 
         -1.2,      5.582282, ,          -1.2,      5.014799, ,          -1.2,      7.008299, , 
           -1,      5.133044, ,            -1,      4.618256, ,            -1,      6.427081, , 
         -0.8,      4.770481, ,          -0.8,      4.298931, ,          -0.8,      5.955954, , 
         -0.6,      4.473845, ,          -0.6,      4.038303, ,          -0.6,      5.568616, , 
         -0.4,      4.228545, ,          -0.4,      3.823349, ,          -0.4,      5.246679, , 
         -0.2,      4.024507, ,          -0.2,      3.647189, ,          -0.2,       4.97733, , 
            0,      3.865191, ,             0,      3.518417, ,             0,      4.752923, , 
          0.2,       3.76372, ,           0.2,      3.480411, ,           0.2,      4.575004, , 
          0.4,       3.73565, ,           0.4,      3.482193, ,           0.4,      4.456593, , 
          0.6,      3.746112, ,           0.6,      3.520868, ,           0.6,      4.399684, , 
          0.8,      3.793391, ,           0.8,      3.581515, ,           0.8,      4.382422, , 
            1,      3.858629, ,             1,      3.634736, ,             1,      4.396503, , 
          1.2,      3.931587, ,           1.2,      3.714807, ,           1.2,      4.434727, , 
          1.4,      4.014651, ,           1.4,      3.800998, ,           1.4,      4.505554, , 
          1.6,      4.097419, ,           1.6,      3.889507, ,           1.6,      4.579345, , 
          1.8,      4.211716, ,           1.8,        3.9976, ,           1.8,      4.633787, , 
            2,      4.268084, ,             2,      4.108818, ,             2,      4.697202, , 
          2.2,       4.36796, ,           2.2,      4.208712, ,           2.2,      4.769212, , 
          2.4,      4.477327, ,           2.4,      4.315581, ,           2.4,      4.851794, , 
          2.6,      4.584869, ,           2.6,       4.42776, ,           2.6,      4.943507, , 
          2.8,      4.694434, ,           2.8,      4.543912, ,           2.8,      5.041001, , 
            3,      4.809598, ,             3,      4.665678, ,             3,      5.142131, , 
          3.2,       4.93052, ,           3.2,      4.787472, ,           3.2,      5.247848, , 
          3.4,       5.05706, ,           3.4,      4.904532, ,           3.4,      5.360006, , 
          3.6,      5.188921, ,           3.6,      5.035739, ,           3.6,      5.478659, , 
, , ,           3.8,      5.255415, , , , , 
, , ,             4,      5.543202, , , , , 
, , ,           4.2,      6.527961, , , , , 
, , ,           4.4,      7.124667, , , , , 

