Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5214795, , 
         -0.8,     0.5362931, , 
         -0.6,     0.5510952, , 
         -0.4,     0.5658853, , 
         -0.2,     0.5806631, , 
            0,     0.5954282, , 
          0.2,     0.6101801, , 
          0.4,     0.6249185, , 
          0.6,      0.639643, , 
          0.8,     0.6543532, , 
            1,     0.6690487, , 
          1.2,     0.6837291, , 
          1.4,      0.698394, , 
          1.6,      0.713043, , 
          1.8,     0.7276758, , 
            2,      0.742292, , 
          2.2,     0.7568911, , 
          2.4,     0.7714729, , 
          2.6,     0.7860368, , 
          2.8,     0.8005826, , 
            3,     0.8151098, , 
          3.2,     0.8296181, , 
          3.4,      0.844107, , 
          3.6,     0.8585763, , 
          3.8,     0.8730256, , 
            4,     0.8874543, , 
          4.2,     0.9018623, , 
          4.4,     0.9162491, , 
          4.6,     0.9306144, , 
          4.8,     0.9449577, , 
            5,     0.9592787, , 
          5.2,     0.9735771, , 

