Alpha,T1-15.8 m/s-VLM2, , 
           -1,      10.04981, , 
         -0.8,      10.22154, , 
         -0.6,      10.37115, , 
         -0.4,      10.49963, , 
         -0.2,       10.6047, , 
            0,      10.68738, , 
          0.2,      10.75152, , 
          0.4,      10.79971, , 
          0.6,       10.8329, , 
          0.8,      10.85343, , 
            1,      10.86338, , 
          1.2,      10.86381, , 
          1.4,      10.85566, , 
          1.6,      10.83822, , 
          1.8,      10.81351, , 
            2,      10.78259, , 
          2.2,      10.74572, , 
          2.4,      10.70368, , 
          2.6,      10.65689, , 
          2.8,       10.6062, , 
            3,      10.55232, , 
          3.2,      10.49606, , 
          3.4,      10.43718, , 
          3.6,      10.37668, , 
          3.8,      10.31418, , 
            4,      10.25024, , 
          4.2,      10.18472, , 
          4.4,      10.11767, , 
          4.6,      10.04935, , 
          4.8,      9.979871, , 
            5,      9.909747, , 
          5.2,      9.838929, , 
          5.4,      9.767947, , 
          5.6,      9.696678, , 
          5.8,        9.6252, , 
            6,      9.553691, , 
          6.2,      9.481855, , 
          6.4,      9.409776, , 
          6.6,      9.337715, , 
          6.8,      9.265649, , 
            7,       9.19383, , 
          7.2,      9.122223, , 
          7.4,      9.050932, , 
          7.6,       8.98005, , 
          7.8,      8.909529, , 
            8,      8.839553, , 
          8.2,      8.769996, , 
          8.4,      8.701085, , 
          8.6,      8.632648, , 
          8.8,      8.564887, , 
            9,      8.497719, , 
          9.2,      8.431196, , 
          9.4,      8.365338, , 
          9.6,      8.300117, , 

