Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.488818, , 
         -0.8,      3.455273, , 
         -0.6,      3.428499, , 
         -0.4,      3.407788, , 
         -0.2,      3.392137, , 
            0,      3.380889, , 
          0.2,      3.373803, , 
          0.4,      3.370223, , 
          0.6,      3.369467, , 
          0.8,      3.371203, , 
            1,      3.375129, , 
          1.2,      3.381542, , 
          1.4,      3.390255, , 
          1.6,      3.401212, , 
          1.8,      3.414299, , 
            2,      3.429146, , 
          2.2,      3.445583, , 
          2.4,      3.463544, , 
          2.6,      3.482888, , 
          2.8,      3.503541, , 
            3,      3.525515, , 
          3.2,      3.548618, , 
          3.4,      3.572716, , 
          3.6,       3.59774, , 
          3.8,       3.62367, , 
            4,      3.650432, , 
          4.2,      3.677975, , 
          4.4,      3.706274, , 
          4.6,      3.735286, , 
          4.8,      3.764964, , 
            5,      3.795307, , 
          5.2,      3.826297, , 

