Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.8018267, ,            -3,     0.8018267, ,            -3,     0.8018267, , 
         -2.8,     0.8150134, ,          -2.8,     0.8150134, ,          -2.8,     0.8150134, , 
         -2.6,     0.8281811, ,          -2.6,     0.8281811, ,          -2.6,     0.8281811, , 
         -2.4,     0.8413296, ,          -2.4,     0.8413296, ,          -2.4,     0.8413296, , 
         -2.2,     0.8544584, ,          -2.2,     0.8544584, ,          -2.2,     0.8544584, , 
           -2,     0.8675672, ,            -2,     0.8675672, ,            -2,     0.8675672, , 
         -1.8,     0.8806556, ,          -1.8,     0.8806556, ,          -1.8,     0.8806556, , 
         -1.6,     0.8937231, ,          -1.6,     0.8937231, ,          -1.6,     0.8937231, , 
         -1.4,     0.9067694, ,          -1.4,     0.9067694, ,          -1.4,     0.9067694, , 
         -1.2,     0.9197941, ,          -1.2,     0.9197941, ,          -1.2,     0.9197941, , 
           -1,     0.9327968, ,            -1,     0.9327968, ,            -1,     0.9327968, , 
         -0.8,     0.9457771, ,          -0.8,     0.9457771, ,          -0.8,     0.9457771, , 
         -0.6,     0.9587347, ,          -0.6,     0.9587347, ,          -0.6,     0.9587347, , 
         -0.4,     0.9716691, ,          -0.4,     0.9716691, ,          -0.4,     0.9716691, , 
         -0.2,     0.9845799, ,          -0.2,     0.9845799, ,          -0.2,     0.9845799, , 
            0,     0.9974668, ,             0,     0.9974668, ,             0,     0.9974668, , 
          0.2,      1.010329, ,           0.2,      1.010329, ,           0.2,      1.010329, , 
          0.4,      1.023167, ,           0.4,      1.023167, ,           0.4,      1.023167, , 
          0.6,       1.03598, ,           0.6,       1.03598, ,           0.6,       1.03598, , 
          0.8,      1.048768, ,           0.8,      1.048768, ,           0.8,      1.048768, , 
            1,      1.061529, ,             1,      1.061529, ,             1,      1.061529, , 
          1.2,      1.074265, ,           1.2,      1.074265, ,           1.2,      1.074265, , 
          1.4,      1.086974, ,           1.4,      1.086974, ,           1.4,      1.086974, , 
          1.6,      1.099656, ,           1.6,      1.099656, ,           1.6,      1.099656, , 
          1.8,      1.112311, ,           1.8,      1.112311, ,           1.8,      1.112311, , 
            2,      1.124938, ,             2,      1.124938, ,             2,      1.124938, , 
          2.2,      1.137537, ,           2.2,      1.137537, ,           2.2,      1.137537, , 
          2.4,      1.150108, ,           2.4,      1.150108, ,           2.4,      1.150108, , 
          2.6,       1.16265, ,           2.6,       1.16265, ,           2.6,       1.16265, , 
          2.8,      1.175163, ,           2.8,      1.175163, ,           2.8,      1.175163, , 
            3,      1.187647, ,             3,      1.187647, ,             3,      1.187647, , 
          3.2,        1.2001, ,           3.2,        1.2001, ,           3.2,        1.2001, , 
          3.4,      1.212524, ,           3.4,      1.212524, ,           3.4,      1.212524, , 
          3.6,      1.224917, ,           3.6,      1.224917, ,           3.6,      1.224917, , 
          3.8,       1.23728, ,           3.8,       1.23728, ,           3.8,       1.23728, , 
            4,      1.249611, ,             4,      1.249611, ,             4,      1.249611, , 
          4.2,      1.261911, ,           4.2,      1.261911, ,           4.2,      1.261911, , 
          4.4,      1.274179, ,           4.4,      1.274179, ,           4.4,      1.274179, , 
          4.6,      1.286414, ,           4.6,      1.286414, ,           4.6,      1.286414, , 
          4.8,      1.298618, ,           4.8,      1.298618, ,           4.8,      1.298618, , 
            5,      1.310788, ,             5,      1.310788, ,             5,      1.310788, , 
          5.2,      1.322925, ,           5.2,      1.322925, ,           5.2,      1.322925, , 
          5.4,      1.335029, ,           5.4,      1.335029, ,           5.4,      1.335029, , 
          5.6,      1.347099, ,           5.6,      1.347099, ,           5.6,      1.347099, , 
          5.8,      1.359134, ,           5.8,      1.359134, ,           5.8,      1.359134, , 
            6,      1.371136, ,             6,      1.371136, ,             6,      1.371136, , 
          6.2,      1.383102, ,           6.2,      1.383102, ,           6.2,      1.383102, , 
          6.4,      1.395033, ,           6.4,      1.395033, ,           6.4,      1.395033, , 
          6.6,      1.406929, ,           6.6,      1.406929, ,           6.6,      1.406929, , 
          6.8,      1.418789, ,           6.8,      1.418789, ,           6.8,      1.418789, , 
            7,      1.430613, ,             7,      1.430613, ,             7,      1.430613, , 
          7.2,      1.442401, ,           7.2,      1.442401, ,           7.2,      1.442401, , 
          7.4,      1.454152, ,           7.4,      1.454152, , , , , 
          7.6,      1.465867, ,           7.6,      1.465867, , , , , 

