Alpha,T1-15.8 m/s-VLM2, , 
           -3,     0.5988339, , 
         -2.8,     0.5986248, , 
         -2.6,     0.5984084, , 
         -2.4,     0.5981847, , 
         -2.2,     0.5979543, , 
           -2,     0.5977173, , 
         -1.8,      0.597474, , 
         -1.6,     0.5972246, , 
         -1.4,     0.5969693, , 
         -1.2,     0.5967084, , 
           -1,     0.5964421, , 
         -0.8,     0.5961705, , 
         -0.6,     0.5958938, , 
         -0.4,     0.5956122, , 
         -0.2,     0.5953259, , 
            0,     0.5950349, , 
          0.2,     0.5947395, , 
          0.4,     0.5944397, , 
          0.6,     0.5941357, , 
          0.8,     0.5938276, , 
            1,     0.5935155, , 
          1.2,     0.5931996, , 
          1.4,     0.5928798, , 
          1.6,     0.5925564, , 
          1.8,     0.5922295, , 
            2,      0.591899, , 
          2.2,     0.5915652, , 
          2.4,     0.5912281, , 
          2.6,     0.5908877, , 
          2.8,     0.5905442, , 
            3,     0.5901976, , 
          3.2,      0.589848, , 
          3.4,     0.5894955, , 
          3.6,     0.5891401, , 
          3.8,      0.588782, , 
            4,     0.5884211, , 
          4.2,     0.5880575, , 
          4.4,     0.5876914, , 
          4.6,     0.5873227, , 
          4.8,     0.5869516, , 
            5,      0.586578, , 
          5.2,     0.5862021, , 
          5.4,     0.5858238, , 
          5.6,     0.5854433, , 
          5.8,     0.5850607, , 
            6,     0.5846758, , 
          6.2,     0.5842889, , 
          6.4,     0.5838999, , 
          6.6,     0.5835089, , 
          6.8,      0.583116, , 
            7,     0.5827212, , 
          7.2,     0.5823246, , 
          7.4,     0.5819261, , 
          7.6,     0.5815259, , 
          7.8,      0.581124, , 
            8,     0.5807205, , 
          8.2,     0.5803153, , 
          8.4,     0.5799086, , 
          8.6,     0.5795004, , 
          8.8,     0.5790907, , 
            9,     0.5786795, , 
          9.2,      0.578267, , 
          9.4,     0.5778532, , 
          9.6,     0.5774381, , 
          9.8,     0.5770217, , 
           10,     0.5766041, , 

