Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      14.88808, ,            -2,        13.338, ,            -2,      12.97671, ,            -2,       21.6832, ,            -2,       18.7483, , 
         -1.8,      11.94969, ,          -1.8,      10.69742, ,          -1.8,      10.40621, ,          -1.8,      17.52475, ,          -1.8,      15.09823, , 
         -1.6,      10.01754, ,          -1.6,      8.970704, ,          -1.6,      8.726829, ,          -1.6,      14.72246, ,          -1.6,       12.6653, , 
         -1.4,      8.660973, ,          -1.4,      7.762378, ,          -1.4,      7.553934, ,          -1.4,      12.72158, ,          -1.4,      10.94088, , 
         -1.2,      7.662156, ,          -1.2,      6.874986, ,          -1.2,      6.692643, ,          -1.2,      11.23139, ,          -1.2,      9.663354, , 
           -1,      6.901614, ,            -1,       6.20094, ,            -1,      6.038804, ,            -1,      10.08605, ,            -1,      8.685196, , 
         -0.8,      6.307446, ,          -0.8,      5.675664, ,          -0.8,      5.529618, ,          -0.8,      9.183432, ,          -0.8,      7.916694, , 
         -0.6,      5.833928, ,          -0.6,      5.258144, ,          -0.6,      5.125151, ,          -0.6,      8.457953, ,          -0.6,      7.300801, , 
         -0.4,      5.450747, ,          -0.4,      4.921429, ,          -0.4,      4.799543, ,          -0.4,      7.865855, ,          -0.4,       6.79977, , 
         -0.2,      5.144362, ,          -0.2,      4.661063, ,          -0.2,       4.55029, ,          -0.2,      7.377651, ,          -0.2,      6.388743, , 
            0,      4.908017, ,             0,      4.479342, ,             0,      4.388844, ,             0,      6.974358, ,             0,      6.055798, , 
          0.2,      4.753851, ,           0.2,      4.387277, ,           0.2,      4.310963, ,           0.2,      6.647291, ,           0.2,      5.795682, , 
          0.4,      4.692101, ,           0.4,      4.350329, ,           0.4,      4.284802, ,           0.4,       6.39887, ,           0.4,      5.614454, , 
          0.6,      4.652473, ,           0.6,      4.355363, ,           0.6,      4.298582, ,           0.6,      6.223811, ,           0.6,      5.492828, , 
          0.8,      4.655216, ,           0.8,      4.373755, ,           0.8,      4.298784, ,           0.8,      6.099061, ,           0.8,      5.413357, , 
            1,       4.69645, ,             1,      4.410346, ,             1,      4.325944, ,             1,       6.01577, ,             1,      5.374323, , 
          1.2,      4.740129, ,           1.2,        4.4624, ,           1.2,      4.390826, ,           1.2,       5.96413, ,           1.2,       5.36475, , 
          1.4,      4.780115, ,           1.4,      4.529226, ,           1.4,      4.463972, ,           1.4,      5.936835, ,           1.4,      5.379574, , 
          1.6,      4.838071, ,           1.6,      4.592646, , , , ,           1.6,      5.928746, ,           1.6,      5.412649, , 
          1.8,      4.912818, ,           1.8,       4.65454, , , , ,           1.8,      5.935059, ,           1.8,      5.460942, , 
            2,      4.981909, ,             2,      4.746258, , , , ,             2,      5.952363, ,             2,      5.499966, , 
          2.2,      5.053313, ,           2.2,      4.824134, , , , ,           2.2,      5.980074, ,           2.2,      5.551954, , 
          2.4,      5.118486, ,           2.4,      4.922615, , , , ,           2.4,      6.017125, ,           2.4,      5.611098, , 
          2.6,      5.206168, ,           2.6,      5.008622, , , , ,           2.6,      6.061868, ,           2.6,      5.675933, , 
          2.8,      5.298043, ,           2.8,      5.106977, , , , ,           2.8,      6.113661, ,           2.8,      5.744111, , 
            3,      5.391296, ,             3,      5.208026, , , , ,             3,      6.172292, ,             3,      5.820166, , 
          3.2,      5.491177, ,           3.2,      5.315109, , , , ,           3.2,       6.23796, ,           3.2,      5.902814, , 
          3.4,      5.595118, ,           3.4,      5.426373, , , , ,           3.4,      6.309736, ,           3.4,      5.989034, , 
          3.6,      5.703839, ,           3.6,      5.533077, , , , ,           3.6,      6.388518, ,           3.6,      6.081259, , 
          3.8,      5.816903, ,           3.8,      5.646749, , , , ,           3.8,      6.472664, ,           3.8,      6.178453, , 
            4,      5.934674, ,             4,      5.783245, , , , ,             4,      6.562956, ,             4,      6.280944, , 
          4.2,      6.056784, ,           4.2,      5.829455, , , , ,           4.2,      6.659251, ,           4.2,      6.388929, , 
          4.4,       6.18287, ,           4.4,      5.927952, , , , ,           4.4,      6.761423, ,           4.4,       6.50218, , 
          4.6,      6.313131, ,           4.6,      6.049564, , , , ,           4.6,      6.869718, ,           4.6,      6.620697, , 
          4.8,      6.447315, ,           4.8,      6.037021, , , , ,           4.8,      6.985037, ,           4.8,      6.744758, , 
            5,      6.585987, ,             5,      6.046339, , , , ,             5,      7.107248, ,             5,      6.874706, , 
          5.2,      6.728559, ,           5.2,      6.232332, , , , ,           5.2,      7.235822, ,           5.2,      7.010161, , 
          5.4,      6.876397, ,           5.4,      6.462964, , , , ,           5.4,      7.372011, ,           5.4,       7.15196, , 
          5.6,      7.034921, ,           5.6,      6.656657, , , , ,           5.6,      7.516313, ,           5.6,      7.300551, , 
          5.8,      7.189116, , , , , , , ,           5.8,      7.669988, ,           5.8,      7.456856, , 
            6,      7.368469, , , , , , , ,             6,      7.835203, ,             6,      7.622606, , 
          6.2,      7.551696, , , , , , , , , , , , , , 

