Alpha,T1-15.8 m/s-VLM2, , 
           -2,      32.03993, , 
         -1.8,      23.22526, , 
         -1.6,       17.8992, , 
         -1.4,      14.40064, , 
         -1.2,      11.96455, , 
           -1,      10.19118, , 
         -0.8,      8.854942, , 
         -0.6,      7.820535, , 
         -0.4,      7.002135, , 
         -0.2,      6.342847, , 
            0,      5.803647, , 
          0.2,       5.35698, , 
          0.4,      4.983571, , 
          0.6,      4.673337, , 
          0.8,      4.414646, , 
            1,      4.196089, , 
          1.2,      4.022323, , 
          1.4,      3.887658, , 
          1.6,      3.786644, , 
          1.8,      3.705327, , 
            2,      3.636039, , 
          2.2,      3.586493, , 
          2.4,      3.541778, , 
          2.6,      3.512286, , 
          2.8,       3.48225, , 
            3,      3.455508, , 
          3.2,      3.446086, , 
          3.4,      3.444186, , 
          3.6,      3.414871, , 
          3.8,       3.41218, , 
            4,      3.424029, , 
          4.2,      3.408734, , 
          4.4,      3.415942, , 
          4.6,      3.417074, , 
          4.8,      3.421589, , 
            5,      3.431195, , 
          5.2,       3.44153, , 
          5.4,      3.446544, , 
          5.6,      3.457285, , 
          5.8,       3.47117, , 
            6,      3.486524, , 
          6.2,      3.501463, , 
          6.4,      3.517715, , 
          6.6,      3.536094, , 
          6.8,      3.555167, , 
            7,      3.575048, , 
          7.2,      3.595991, , 
          7.4,      3.617936, , 
          7.6,      3.640765, , 
          7.8,      3.664602, , 
            8,      3.689281, , 

