Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      3.761425, ,            -2,      4.217801, ,            -2,      4.339525, ,            -2,      2.515035, ,            -2,      2.946192, , 
         -1.8,      4.725028, ,          -1.8,      5.293656, ,          -1.8,      5.445246, ,          -1.8,      3.166825, ,          -1.8,      3.706621, , 
         -1.6,      5.661149, ,          -1.6,      6.334713, ,          -1.6,      6.514626, ,          -1.6,      3.805695, ,          -1.6,      4.449914, , 
         -1.4,      6.564933, ,          -1.4,         7.336, ,          -1.4,      7.540895, ,          -1.4,      4.429569, ,          -1.4,      5.173046, , 
         -1.2,      7.433132, ,          -1.2,      8.293913, ,          -1.2,      8.522037, ,          -1.2,      5.035887, ,          -1.2,      5.872855, , 
           -1,      8.261603, ,            -1,      9.203749, ,            -1,      9.452776, ,            -1,      5.621893, ,            -1,      6.546342, , 
         -0.8,      9.047107, ,          -0.8,      10.06195, ,          -0.8,      10.32943, ,          -0.8,      6.185519, ,          -0.8,       7.19122, , 
         -0.6,      9.787168, ,          -0.6,      10.86597, ,          -0.6,       11.1495, ,          -0.6,      6.724912, ,          -0.6,      7.805356, , 
         -0.4,      10.47982, ,          -0.4,      11.61346, ,          -0.4,      11.90982, ,          -0.4,      7.238294, ,          -0.4,      8.386538, , 
         -0.2,      11.10764, ,          -0.2,       12.2653, ,          -0.2,      12.56519, ,          -0.2,      7.723159, ,          -0.2,      8.931041, , 
            0,      11.64535, ,             0,      12.76504, ,             0,      13.02932, ,             0,      8.174589, ,             0,      9.426052, , 
          0.2,      12.02483, ,           0.2,        13.034, ,           0.2,      13.26563, ,           0.2,       8.58071, ,           0.2,      9.852201, , 
          0.4,       12.1838, ,           0.4,      13.14513, ,           0.4,      13.34693, ,           0.4,      8.916788, ,           0.4,      10.17236, , 
          0.6,      12.28804, ,           0.6,      13.12988, ,           0.6,      13.30398, ,           0.6,      9.169663, ,           0.6,      10.39904, , 
          0.8,      12.28077, ,           0.8,      13.07445, ,           0.8,      13.30335, ,           0.8,      9.358687, ,           0.8,      10.55264, , 
            1,      12.17247, ,             1,      12.96555, ,             1,      13.21951, ,             1,      9.489239, ,             1,      10.62974, , 
          1.2,       12.0598, ,           1.2,      12.81371, ,           1.2,      13.02342, ,           1.2,      9.572006, ,           1.2,      10.64882, , 
          1.4,      11.95845, ,           1.4,      12.62387, ,           1.4,      12.80918, ,           1.4,      9.616332, ,           1.4,       10.6193, , 
          1.6,      11.81453, ,           1.6,      12.44882, , , , ,           1.6,      9.629548, ,           1.6,      10.55403, , 
          1.8,      11.63391, ,           1.8,      12.28256, , , , ,           1.8,      9.619231, ,           1.8,      10.46013, , 
            2,      11.47177, ,             2,      12.04415, , , , ,             2,      9.591065, ,             2,      10.38546, , 
          2.2,      11.30885, ,           2.2,      11.84882, , , , ,           2.2,      9.546299, ,           2.2,      10.28761, , 
          2.4,       11.1641, ,           2.4,      11.61065, , , , ,           2.4,      9.487087, ,           2.4,      10.17849, , 
          2.6,      10.97506, ,           2.6,      11.41028, , , , ,           2.6,      9.416543, ,           2.6,      10.06147, , 
          2.8,      10.78368, ,           2.8,      11.18939, , , , ,           2.8,      9.336168, ,           2.8,      9.941259, , 
            3,      10.59608, ,             3,      10.97112, , , , ,             3,      9.246802, ,             3,      9.810472, , 
          3.2,      10.40219, ,           3.2,      10.74885, , , , ,           3.2,        9.1487, ,           3.2,      9.672154, , 
          3.4,      10.20774, ,           3.4,      10.52717, , , , ,           3.4,      9.043796, ,           3.4,      9.531914, , 
          3.6,      10.01192, ,           3.6,      10.32293, , , , ,           3.6,      8.931358, ,           3.6,      9.386291, , 
          3.8,      9.816012, ,           3.8,      10.11381, , , , ,           3.8,      8.814274, ,           3.8,      9.237511, , 
            4,      9.619859, ,             4,      9.873534, , , , ,             4,      8.691964, ,             4,      9.085591, , 
          4.2,      9.424507, ,           4.2,      9.794731, , , , ,           4.2,       8.56516, ,           4.2,      8.930778, , 
          4.4,       9.23086, ,           4.4,      9.630847, , , , ,           4.4,      8.434551, ,           4.4,      8.773919, , 
          4.6,      9.038894, ,           4.6,      9.435839, , , , ,           4.6,      8.300334, ,           4.6,      8.615489, , 
          4.8,      8.849225, ,           4.8,      9.455589, , , , ,           4.8,      8.161967, ,           4.8,      8.455584, , 
            5,        8.6613, ,             5,      9.440909, , , , ,             5,      8.020208, ,             5,      8.294254, , 
          5.2,      8.476131, ,           5.2,      9.157027, , , , ,           5.2,       7.87621, ,           5.2,      8.132423, , 
          5.4,      8.292195, ,           5.4,      8.827617, , , , ,           5.4,      7.729133, ,           5.4,      7.969548, , 
          5.6,      8.103513, ,           5.6,      8.568529, , , , ,           5.6,      7.579078, ,           5.6,      7.805626, , 
          5.8,      7.927926, , , , , , , ,           5.8,      7.425451, ,           5.8,      7.640207, , 
            6,       7.73289, , , , , , , ,             6,       7.26697, ,             6,      7.472161, , 
          6.2,      7.543155, , , , , , , , , , , , , , 

