Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      13.50176, ,            -2,      12.08364, ,            -2,       17.0494, , 
         -1.8,      10.76692, ,          -1.8,      9.630873, ,          -1.8,      13.63361, , 
         -1.6,      8.988038, ,          -1.6,      8.042765, ,          -1.6,      11.38397, , 
         -1.4,       7.74514, ,          -1.4,      6.936005, ,          -1.4,      9.801274, , 
         -1.2,      6.834098, ,          -1.2,      6.126469, ,          -1.2,      8.635066, , 
           -1,      6.142414, ,            -1,      5.513085, ,            -1,      7.745274, , 
         -0.8,      5.603084, ,          -0.8,      5.035779, ,          -0.8,      7.048104, , 
         -0.6,      5.173803, ,          -0.6,      4.656786, ,          -0.6,      6.490951, , 
         -0.4,      4.832895, ,          -0.4,       4.36401, ,          -0.4,      6.040041, , 
         -0.2,      4.582886, ,          -0.2,       4.18896, ,          -0.2,       5.67956, , 
            0,      4.451161, ,             0,      4.107935, ,             0,       5.41791, , 
          0.2,       4.39659, ,           0.2,       4.08933, ,           0.2,      5.247164, , 
          0.4,      4.372818, ,           0.4,      4.103452, ,           0.4,      5.138927, , 
          0.6,      4.398357, ,           0.6,      4.123155, ,           0.6,      5.078898, , 
          0.8,      4.450104, ,           0.8,      4.169943, ,           0.8,      5.058046, , 
            1,      4.484064, ,             1,      4.218123, ,             1,      5.065149, , 
          1.2,      4.532306, ,           1.2,      4.296591, ,           1.2,       5.09499, , 
          1.4,       4.60184, ,           1.4,      4.365699, ,           1.4,      5.133326, , 
          1.6,      4.649842, ,           1.6,      4.445143, ,           1.6,      5.169497, , 
          1.8,      4.723152, ,           1.8,      4.517715, ,           1.8,      5.218392, , 
            2,      4.809461, ,             2,      4.605064, ,             2,      5.271357, , 
          2.2,      4.888972, ,           2.2,      4.698115, ,           2.2,      5.335646, , 
          2.4,      4.979022, ,           2.4,      4.797306, ,           2.4,       5.40641, , 
          2.6,      5.075336, ,           2.6,      4.901971, ,           2.6,      5.482006, , 
          2.8,      5.177711, ,           2.8,      5.008444, ,           2.8,      5.564567, , 
            3,      5.286142, ,             3,      5.112307, ,             3,      5.654331, , 
          3.2,      5.400129, ,           3.2,      5.247056, ,           3.2,      5.750669, , 
          3.4,      5.519679, ,           3.4,      5.315628, ,           3.4,      5.853716, , 
          3.6,      5.644593, ,           3.6,      5.374208, ,           3.6,      5.963475, , 
          3.8,      5.774643, ,           3.8,      5.420257, ,           3.8,      6.079615, , 
            4,      5.909327, ,             4,      5.454147, ,             4,      6.202213, , 
          4.2,      6.049327, ,           4.2,      5.450716, ,           4.2,       6.33188, , 
          4.4,      6.194286, ,           4.4,      5.676724, ,           4.4,      6.468286, , 
          4.6,      6.346816, ,           4.6,      5.958798, ,           4.6,      6.612138, , 
          4.8,      6.503922, , , , ,           4.8,        6.7632, , 
            5,      6.683646, , , , ,             5,      6.923638, , 
          5.2,       6.86893, , , , ,           5.2,      7.093783, , 
          5.4,      7.043649, , , , , , , , 
          5.6,      7.247074, , , , , , , , 

