Alpha,T1-15.8 m/s-VLM2, , 
           -2,      3.028398, , 
         -1.8,      4.147703, , 
         -1.6,      5.243195, , 
         -1.4,      6.309688, , 
         -1.2,       7.34102, , 
           -1,      8.332069, , 
         -0.8,       9.27858, , 
         -0.6,      10.16356, , 
         -0.4,      10.89331, , 
         -0.2,      11.36405, , 
            0,      11.66069, , 
          0.2,      11.80836, , 
          0.4,      11.85882, , 
          0.6,      11.80335, , 
          0.8,      11.79924, , 
            1,      11.67155, , 
          1.2,      11.70559, , 
          1.4,      11.59763, , 
          1.6,      11.45262, , 
          1.8,      11.32693, , 
            2,       11.1743, , 
          2.2,      11.00931, , 
          2.4,      10.83308, , 
          2.6,      10.63229, , 
          2.8,      10.42206, , 
            3,      10.21632, , 
          3.2,       10.0166, , 
          3.4,      9.822074, , 
          3.6,      9.634985, , 
          3.8,      9.434785, , 
            4,      9.196028, , 
          4.2,      8.958396, , 
          4.4,       8.72901, , 
          4.6,      8.508279, , 
          4.8,      8.276816, , 
            5,      8.033562, , 
          5.2,      7.797558, , 
          5.4,      7.554742, , 
          5.6,      7.353139, , 
          5.8,      7.143956, , 
            6,      6.851882, , 
          6.2,      6.661297, , 
          6.4,      6.394515, , 
          6.6,      6.194244, , 
          6.8,      5.895928, , 
            7,       5.71021, , 
          7.2,      5.518419, , 

