Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,    0.03569792, ,            -2,    0.03569792, ,            -2,    0.03569792, , 
         -1.8,     0.0488775, ,          -1.8,     0.0488775, ,          -1.8,     0.0488775, , 
         -1.6,    0.06205659, ,          -1.6,    0.06205659, ,          -1.6,    0.06205659, , 
         -1.4,    0.07523476, ,          -1.4,    0.07523476, ,          -1.4,    0.07523476, , 
         -1.2,    0.08841162, ,          -1.2,    0.08841162, ,          -1.2,    0.08841162, , 
           -1,     0.1015867, ,            -1,     0.1015867, ,            -1,     0.1015867, , 
         -0.8,     0.1147597, ,          -0.8,     0.1147597, ,          -0.8,     0.1147597, , 
         -0.6,     0.1279301, ,          -0.6,     0.1279301, ,          -0.6,     0.1279301, , 
         -0.4,     0.1410976, ,          -0.4,     0.1410976, ,          -0.4,     0.1410976, , 
         -0.2,     0.1542617, ,          -0.2,     0.1542617, ,          -0.2,     0.1542617, , 
            0,      0.167422, ,             0,      0.167422, ,             0,      0.167422, , 
          0.2,     0.1805781, ,           0.2,     0.1805781, ,           0.2,     0.1805781, , 
          0.4,     0.1937296, ,           0.4,     0.1937296, ,           0.4,     0.1937296, , 
          0.6,      0.206876, ,           0.6,      0.206876, ,           0.6,      0.206876, , 
          0.8,     0.2200171, ,           0.8,     0.2200171, ,           0.8,     0.2200171, , 
            1,     0.2331523, ,             1,     0.2331523, ,             1,     0.2331523, , 
          1.2,     0.2462812, ,           1.2,     0.2462812, ,           1.2,     0.2462812, , 
          1.4,     0.2594035, ,           1.4,     0.2594035, ,           1.4,     0.2594035, , 
          1.6,     0.2725188, ,           1.6,     0.2725188, ,           1.6,     0.2725188, , 
          1.8,     0.2856265, ,           1.8,     0.2856265, ,           1.8,     0.2856265, , 
            2,     0.2987264, ,             2,     0.2987264, ,             2,     0.2987264, , 
          2.2,     0.3118181, ,           2.2,     0.3118181, ,           2.2,     0.3118181, , 
          2.4,      0.324901, ,           2.4,      0.324901, ,           2.4,      0.324901, , 
          2.6,     0.3379748, ,           2.6,     0.3379748, ,           2.6,     0.3379748, , 
          2.8,     0.3510392, ,           2.8,     0.3510392, ,           2.8,     0.3510392, , 
            3,     0.3640936, ,             3,     0.3640936, ,             3,     0.3640936, , 
          3.2,     0.3771378, ,           3.2,     0.3771378, ,           3.2,     0.3771378, , 
          3.4,     0.3901712, ,           3.4,     0.3901712, ,           3.4,     0.3901712, , 
          3.6,     0.4031935, ,           3.6,     0.4031935, ,           3.6,     0.4031935, , 
          3.8,     0.4162044, ,           3.8,     0.4162044, ,           3.8,     0.4162044, , 
            4,     0.4292033, ,             4,     0.4292033, ,             4,     0.4292033, , 
          4.2,     0.4421899, ,           4.2,     0.4421899, ,           4.2,     0.4421899, , 
          4.4,     0.4551638, ,           4.4,     0.4551638, ,           4.4,     0.4551638, , 
          4.6,     0.4681246, ,           4.6,     0.4681246, ,           4.6,     0.4681246, , 
          4.8,     0.4810719, ,           4.8,     0.4810719, ,           4.8,     0.4810719, , 
            5,     0.4940054, ,             5,     0.4940054, ,             5,     0.4940054, , 
          5.2,     0.5069245, ,           5.2,     0.5069245, ,           5.2,     0.5069245, , 
          5.4,      0.519829, , , , ,           5.4,      0.519829, , 
          5.6,     0.5327184, , , , ,           5.6,     0.5327184, , 
          5.8,     0.5455924, , , , ,           5.8,     0.5455924, , 
            6,     0.5584505, , , , ,             6,     0.5584505, , 
          6.2,     0.5712923, , , , ,           6.2,     0.5712923, , 
          6.4,     0.5841176, , , , ,           6.4,     0.5841176, , 
          6.6,     0.5969258, , , , , , , , 
          6.8,     0.6097167, , , , , , , , 
            7,     0.6224898, , , , , , , , 
          7.2,     0.6352447, , , , , , , , 
          7.4,     0.6479811, , , , , , , , 
          7.6,     0.6606986, , , , , , , , 
          7.8,     0.6733968, , , , , , , , 
            8,     0.6860753, , , , , , , , 

