Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.7311012, , 
         -1.8,     0.7441495, , 
         -1.6,     0.7571795, , 
         -1.4,     0.7701907, , 
         -1.2,     0.7831827, , 
           -1,     0.7961551, , 
         -0.8,     0.8091075, , 
         -0.6,     0.8220396, , 
         -0.4,     0.8349508, , 
         -0.2,      0.847841, , 
            0,     0.8607096, , 
          0.2,     0.8735562, , 
          0.4,     0.8863806, , 
          0.6,     0.8991822, , 
          0.8,     0.9119607, , 
            1,     0.9247158, , 
          1.2,      0.937447, , 
          1.4,      0.950154, , 
          1.6,     0.9628363, , 
          1.8,     0.9754937, , 
            2,     0.9881257, , 
          2.2,      1.000732, , 
          2.4,      1.013312, , 
          2.6,      1.025866, , 
          2.8,      1.038393, , 
            3,      1.050892, , 
          3.2,      1.063365, , 
          3.4,      1.075809, , 
          3.6,      1.088225, , 
          3.8,      1.100612, , 
            4,       1.11297, , 
          4.2,      1.125299, , 
          4.4,      1.137598, , 
          4.6,      1.149867, , 
          4.8,      1.162106, , 
            5,      1.174314, , 
          5.2,      1.186491, , 
          5.4,      1.198637, , 
          5.6,       1.21075, , 
          5.8,      1.222832, , 
            6,      1.234881, , 
          6.2,      1.246898, , 
          6.4,      1.258881, , 
          6.6,      1.270831, , 
          6.8,      1.282747, , 
            7,      1.294629, , 

