Alpha,T1-15.8 m/s-VLM2, , 
           -2,       6.18333, , 
         -1.8,      6.129146, , 
         -1.6,      6.079293, , 
         -1.4,      6.033498, , 
         -1.2,      5.991578, , 
           -1,      5.953461, , 
         -0.8,      5.919023, , 
         -0.6,      5.887913, , 
         -0.4,      5.860335, , 
         -0.2,      5.836289, , 
            0,      5.815485, , 
          0.2,      5.797966, , 
          0.4,      5.784083, , 
          0.6,      5.773877, , 
          0.8,      5.767267, , 
            1,      5.764187, , 
          1.2,      5.764537, , 
          1.4,      5.768209, , 
          1.6,      5.774733, , 
          1.8,      5.783855, , 
            2,      5.795304, , 
          2.2,      5.808879, , 
          2.4,      5.824415, , 
          2.6,      5.841833, , 
          2.8,      5.860917, , 
            3,      5.881526, , 
          3.2,      5.903567, , 
          3.4,      5.926892, , 
          3.6,      5.951403, , 
          3.8,      5.976984, , 
            4,      6.003531, , 
          4.2,      6.031179, , 
          4.4,      6.059808, , 
          4.6,      6.089379, , 
          4.8,      6.120014, , 
            5,      6.151822, , 
          5.2,      6.184472, , 
          5.4,      6.218022, , 
          5.6,      6.252618, , 
          5.8,       6.28832, , 
            6,      6.325304, , 
          6.2,      6.363645, , 
          6.4,       6.40347, , 
          6.6,      6.444966, , 
          6.8,      6.492257, , 
            7,      6.537272, , 

